"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"643e1fe5e4374e56b15854c0ab8bd517",18;1904503915896,-0;137750859009384,0;418721211223171,-0;328981093915075,0;742169978249357,0;835261065636521
"e5750ae962ff61732a057356b169fd21",1;51282914308014,-0;583031528044683,0;368126604531236,-1;5778014730984,0;114611225318594,0;233467310834173
"5cce1abb68c73f8fd159aaf92e2afde9",1;38276250827746,4;56966314228131,0;212314595992093,-1;28529824797239,0;198688082191314,0;36426148401741
"31415f8d3595a43846a89317548511ce",1;17063867751592,-0;202623190442876,0;16434774621882,0;0193459931877674,0;984565093525276,NA
"d40cb52e5d7086fee99ae0907fd334f9",1272;69439926546,-0;27261439534878,0;60860803601433,0;101878318464924,0;918853259762695,0;962608176894252
"22358af799b12718b2413db582b1a6af",31;9235645227961,-1;93239366393925,0;579268215199992,1;86853827258241,0;0616870806126758,0;15421770153169
"539265e101086f2e7d8aa51c05152c1b",1;64040471939247,0;783633831968371,0;390950682124968,1;99683883437895,0;0458426934371871,0;136289088597043
"542b8274cc0abe38ef023b02b57dbf9b",1;14664480443315,-8;65437656149622,0;256406247203915,0;153419951364474,0;878067112225408,NA
"c10027370c67bc9ee9b945c53d20ab5c",2;31014906387159,-0;0699454896064654,0;37486778143074,-0;186560945965083,0;852004889665553,0;927926117457533
"30526a7a4d826edd9b043b56bd8e847a",1;98414318776275,-0;863354832674163,0;399626408778012,-2;14922519239794,0;0316165531975131,0;096606134770179
"5bf5a35fbf5c2c129b31a4aaa02679bd",2;17470827256722,-0;0569759875893406,0;383927489139552,1;97254625307138,0;0485472816568819,0;140531604796237
"fd6ff46f1b85f9ed17f80fe98868119c",1;14661471712287,4;8749234802448,0;266061529431866,-0;126246525288229,0;89953678410052,NA
"99d56121b201885e2327e1aaefee27e0",27;9812964110525,-3;89866090548055,0;518251881568513,-6;94086768811054,3;89698877484398e-12,8;57337530465675e-11
"db927f3e3abb74321d0262b8624b01c7",1;5058163091218,0;609031042793891,0;363964864800827,1;66899154875401,0;0951190547045589,0;205185713679099
"939f95ffa67d45b18f810411c9e35571",1;17063867751592,5;12142172281536,0;264986637069596,0;0193459931877674,0;984565093525276,NA
"1b0539acdc7399feee3aaebdd5e61067",1;14694645382734,3;8807466277423,0;273450243290484,-0;126154500569713,0;899609626819535,NA
"e71fb4db708f786a39f0bf2bd9b6e50b",1;17063867751592,-4;38178400885793,0;18374706430732,0;0193459931877674,0;984565093525276,NA
"18922236506583e7320e776be6c2463a",5;00093696209905,-4;7235461530616,0;479398086569388,-4;57993116745701,4;65128980555989e-06,4;65128980555989e-05
"187ab8462b8b440e1def5212412d9e06",1;17063867751592,-2;73528798471416,0;293112785394322,0;0193459931877674,0;984565093525276,NA
"bb33b229f3d1ca9a24f2615fab635d38",91;75611704504,-6;22489335196253,0;562984364561904,-8;5771763048799,9;72305267185723e-18,1;06953579390429e-15
"ccba5d69de041201ee8e163c1c4b23bb",1;14706936298686,-5;56557739097344,0;268881559769948,0;153310334447213,0;878153551309051,NA
"b2b2ae51b868a14c0e2efb9693ed8f75",1;50259495180828,-8;208057526156,0;280604931091812,1;78772870448597,0;0738197882994895,0;176525580716171
"bd26e97e57ceb47cf6ab7d5b5e947f62",1;31423911059466,0;299139478746066,0;363462284359155,0;822571176415752,0;410751895349248,0;565785058209853
"76dc3809d214159c017b2f987364f7e0",2;85692047118692,-0;0169619394345069,0;383398358337716,-0;0442410626250929,0;964712250838253,0;97356282194686
"f5a2b8967fd8d135803af8c0601cd4e0",1;14706936298686,1;80411829510532,0;305174243778535,-0;126119756349669,0;899637129035672,NA
"92e7c471bf50233a39a459ff5b204b3e",1;38220321744669,-0;381492656251947,0;361498044367917,-1;05324282873702,0;292229713953564,0;460562888224974
"526fa77d5328b0a41df33317dfe135e2",1;14721159647949,0;957073312093869,0;331140518823084,-0;126079100838827,0;899669310559999,NA
"b4b232f214f775bcc3308653d7741f1a",1;31077979079344,0;298632980928675,0;36340665745348,0;821291861468435,0;411480042334439,0;565785058209853
"4be810915c915c3f6f34bb4fedab9ad0",3219;889459962,0;560176480397436,0;601516348918875,2;53432411128129,0;01126644712832,0;0459003401524148
"e87dc9cc994d0c5c48a42ee91aae6eae",1;38111324719402,-5;10848610436124,0;170656167990815,-1;05137700146204,0;293085474324984,0;460562888224974
"3d0a205de99f5295bc4b374649c57575",3;77281960091508,-4;00293808678912,0;455162695319754,-4;14903484609313,3;33879989719655e-05,0;000229542492932263
"c1f96ac17ac6c32cbf88341fce4c8d9d",1;6144188695614,0;754365779840948,0;38837900567992,1;93535116764477,0;0529472173514281,0;141638813942278
"a135d244d0364d5d06535e56882a84a5",2;50578772098141,-0;149494356906548,0;419406575787052,-0;356397004150184,0;721543272625286,0;826768333216473
"c8d5fdc244ae17e9558f5025b812d6eb",1;95522524642383,-7;11666129621249,0;326091070022944,2;73393406248914,0;00625825755171078,0;0286836804453411
"e36a239a30b387e78c09e274444e016c",1;17063867751592,-4;20180146619515,0;277724168961828,0;0193459931877674,0;984565093525276,NA
"2e3c54c72de596f4c4009971b90895d7",1;17063867751592,2;1362030384559,0;297989994849733,0;0193459931877674,0;984565093525276,NA
"5ae8bbf464d292ab3b75086ef4ff2fb1",1;14715037542209,-3;94816925269407,0;279417942970808,0;153288976223984,0;878170393634392,NA
"2130ca17584e2024351e25847b07de48",1;14694645382734,1;06441714356127,0;327214585626212,-0;126154500569713,0;899609626819535,NA
"97e3be015d0ad3c9c56ccbd57f9c0feb",1;81688858812378,-0;433133810601812,0;352948523392674,-1;22498074774219,0;220582474384136,0;385144002892937
"1760e66b93ff7aa728b6898fa572bc2d",1;78062257508081,-0;0245739874229738,0;388306002498137,-0;0632851490957628,0;949539441362138,0;967123505091067
"4a8dbbec00787fa2cc2ee08274f8ce4c",1;35929732190526,0;383628826179303,0;361480673825581,1;06018381402552,0;2890609832569,0;460562888224974
"b47360a961b32fd49a797faf00c4d3de",8;33534620336617,5;53869504513825,0;502949887154997,5;64121057220606,1;68858697300421e-08,2;6534938147209e-07
"ee121b5310faf3d1c9e119e3ac6048ba",1;14715037542209,1;13873521347128,0;324620498673807,-0;126096659542726,0;899655411664921,NA
"c0c4bc43d1ba371268726299b45b754a",1;12271139892003,0;213463886328168,0;270208531208218,0;0077341413365201,0;993829109557218,NA
"9b05f9d3b68356c051503c00d6b3d333",1;3357149913566,0;341918790741416,0;362297821726535,0;943010430725244,0;345675567676891,0;513842060060243
"d6992915e0c28999e8d466f1592d8b7a",1;57750657123901,4;38757422412464,0;326248171396486,1;8194096987052,0;0688489481392038,0;16829742878472
"2ffde79d725e60b058bde836132af683",1;80701016980055,0;504277731396569,0;29331560629156,2;3620805287852,0;0181726942145155,0;06663321211989
"9e58e4736ae679b38ae8de9b3fc3d7ee",1;61217916815872,-10;8587785032113,0;237887388962695,2;16866935397736,0;0301077956385792,0;0946245005783917
"8e6ecb2cb834391984e82c3a076e43c2",1;85501960864436,-5;54169035611219,0;369323234442879,-2;27426390024451,0;022950124278635,0;0793144582987832
"f9fd90420aaf24633adee0901df06f08",1;44885077741824,-0;0570006944111113,0;353226644915478,-0;161353605672795,0;871814905103598,0;940192544719566
"e0db0916d5f4bc79913c096d6f7f23e0",1;23938288357484,4;33621853015762,0;102084389228142,-0;364028749225219,0;715836541321184,NA
"b6d488bfbf30ff5ee3e75bbefccb6032",1;14705634696725,1;30613341938017,0;132442044720563,0;153313752590112,0;87815085588983,NA
"8512a0ed11476e591ffa9a713b8d9df3",1;56211722351403,6;38139055721716,0;208115875320082,-1;72541566477913,0;0844525902759895,0;193537186049143
"983cf9a4e7016105283f24743d919f25",1;50570635469964,0;609000330799491,0;363960019081415,1;66892846204155,0;0951315581603097,0;205185713679099
"fb4b6d91dda35da5c766e6747c71efdb",1;17063867751592,-5;85665747758901,0;267795003070759,0;0193459931877674,0;984565093525276,NA
"7e3a3bdd9958e1b458ec4e0db97683ea",1;26496799971059,-0;179134696590002,0;367945331636206,-0;486562236269717,0;626568590759131,0;757390604214334
"175a157b503cdbac0149f491726d55a0",1;17063867751592,-6;34491155226083,0;265553097214941,0;0193459931877674,0;984565093525276,NA
"5e317160f53054af730b0a3123e7e9b6",1;31423911059466,3;45186894932424,0;282861330641124,0;822571176415752,0;410751895349248,0;565785058209853
"f159675a1296aa9d383e4ab3f9407619",1;17063867751592,3;67816817414515,0;102183286045132,0;0193459931877674,0;984565093525276,NA
"adba26ac34bc5a82de3fd3fb5efbd33e",1;17063867751592,-3;89757060310455,0;280194068050483,0;0193459931877674,0;984565093525276,NA
"60ae902a3e046edce4cc5f9cc1ac73ea",1;47016689677086,-8;50985801732748,0;24447648203251,1;1403726194537,0;254131095026367,0;423551825043945
"325f464ad49685c1e5420d17aa147d15",1;17063867751592,5;60804602833789,0;262403287794323,0;0193459931877674,0;984565093525276,NA
"760b5cda1cd383fa43af2dd6f6b06672",4;17910446409809,0;711051987734113,0;436747876116542,1;62653398892525,0;103836108956757,0;219653307408524
"7d2ea1f51c60d58d0660446d4774a59a",1;14705634696725,0;631667308670744,0;142526664233932,0;153313752590112,0;87815085588983,NA
"b663b0cd551ba980221251a789b6e206",5630;75175913612,2;31189839185839,0;616010505568659,3;97938273416922,6;90944305568921e-05,0;000447081609485772
"d75885b537a312c667e41d5afe3bee27",1;17063867751592,7;98019496490868,0;252986691511696,0;0193459931877674,0;984565093525276,NA
"de3ca8116321fa3b3ecaa5fc40c08cc5",1;1467052720028,4;20539582431551,0;270717435164317,-0;126221654987377,0;899556470253207,NA
"08d77d3861ee0c24205b9a999144495f",2;06857702101053,-0;821739804266091,0;395694783017039,-0;0021031729030297,0;998321912049098,0;998321912049098
"c1c7dac2c6665e89f90cda95c53e086e",1;17063867751592,-4;33693767605976,0;276712449097598,0;0193459931877674,0;984565093525276,NA
"2bf8231073721bfc54aa8ebeb6912a20",1;17063867751592,6;28616482187174,0;2592945034372,0;0193459931877674,0;984565093525276,NA
"18ff3ee57c402652b7156ed14071d0ab",1;17063867751592,2;42336943933763,0;292457043672875,0;0193459931877674,0;984565093525276,NA
"8dcb1c66dadcbfce80141ab20ccf1ea1",1;99959212331391,1;08145055623182,0;346587231977767,-0;854784181878629,0;392670636762068,0;565785058209853
"22aea799615e8e1467f7b56605053545",1;61929078443075,0;151616104393157,0;346384102980272,0;437708655517455,0;661597494251565,0;782534670620131
"96e8d503a1148ba899683ec5ab9b05d9",1;82820558961343,-0;0231638787236501,0;340283848919583,-0;0680717349943152,0;945728530358187,0;967123505091067
"7f088cac1fcdba8c0195c47096264049",1;66240734788408,0;82644355012746,0;365203210205488,2;25253312910165,0;0242886015871618,0;0806826411531188
"a4977746f215ec32e61883e81da46126",1;14661471712287,-5;51849805809833,0;211660039362368,-0;126246525288229,0;89953678410052,NA
"a4bbfb428c8d35739d668a60656037fc",4;10290084287354,-8;96801349140791,0;441052432676118,-3;77861850230797,0;000157700803447517,0;000867354418961343
"ea4f3d7471d698fb962e28a5f213caf2",1;17063867751592,-4;37224399982408,0;276455944279919,0;0193459931877674,0;984565093525276,NA
"53c621cb35a1c35186d82a7c60de1bf0",1;14705634696725,-4;99502474265651,0;272028130469453,0;153313752590112,0;87815085588983,NA
"efef4e897400bf9054e9c2a7eda09a78",1;17063867751592,-10;7907215027785,0;25001915957782,0;0193459931877674,0;984565093525276,NA
"ee0d28cca895e4a213be07178c2fefba",1;17063867751592,6;65591905118833,0;257775387612878,0;0193459931877674,0;984565093525276,NA
"a158cb84cd379842d99cf6726247efcd",4;72017151695516,-7;90406901131877,0;447455388268288,-4;44488272345803,8;79398256507707e-06,7;72988764655461e-05
"8e2824f6a1b188b220b9361c612674b6",1;17063867751592,3;77920702396901,0;274745853342171,0;0193459931877674,0;984565093525276,NA
"633743f58b6a9fabc8612a844746d9aa",1;21735238194176,0;111307121809403,0;370679402014952,0;300281695666712,0;763962294113994,NA
"8888c9b2d3933081f63651b9bfdbe480",649;010754297286,1;07896170538902,0;597687917155111,6;51311089087488,7;36101261739303e-11,1;34951897985539e-09
"8c6d27c2bc40b12979bd9d5544237b81",1;14706936298686,-1;21587845886958,0;325214625863945,0;153310334447213,0;878153551309051,NA
"bdf8ede33b2c7001840621a6f72229dd",5;55669609393572,0;104955114427531,0;404877708659384,0;259213229973058,0;795470723840222,0;875017796224244
"dfaaa901a526111d492d3d2f61435275",1;78325998174624,-0;895601386520928,0;369447953741145,-2;40719109925509,0;0160757554419911,0;0631547535221077
"59788ef0375e4756a83b5a60f29a3303",1;50060908092277,-4;2987563083588,0;301329444877969,-1;50528427172072,0;132251007111381,0;259778763968783
"319412737efae4ec36f93f4db011de0e",1;86600064063277,-4;82495347966008,0;282335219886834,1;23903241429541,0;21533349421432,0;382043296186697
"223bd77c5c34f4e9e40c3dfd53dffafc",1;28625719517615,-0;221771464557283,0;366505468435554,-0;604591567065118,0;545450411260402,0;674152193692631
"cca78c21045111a15b3ccadddf52b971",5;79210082699551,-6;35236665786346,0;480803285256495,-4;20868322721083,2;56863192957032e-05,0;000188366341501823
"e74ee435c566d594cc9526383adf5792",383;383903212745,-3;73353712404427,0;592778931314577,-7;9918723675439,1;32904595111757e-15,7;30975273114665e-14
"273881ea7601aa7c034c59b7f40b5736",1;42570158933835,-10;035645822423,0;261964447435532,-1;25773414949443,0;208487917645691,0;375961818705344
"4a1a4c83702a6c44562e2daa13bf3514",5;77650048346312,-6;13501993411996,0;481187576525565,-4;86639998373648,1;13649395649886e-06,1;38904816905416e-05
"344a99c4890ae9d218c68b7173d0389c",1;14706936298686,8;23592282497284,0;251757732178614,-0;126119756349668,0;899637129035672,NA
"f7b11f46a4c69e77e82476e16e9df760",40;7260286182215,-2;17644100468024,0;564648436098865,-3;66174917141135,0;000250499058928634,0;00131213792772142
"596153e78a4c251da43033285b61a7b3",1;40420719964512,-0;417533824338871,0;363616804634599,-1;14569957583259,0;251919479427317,0;423551825043945
"9e6878f45a5eb2ea642bc92e840afdf7",1;17063867751592,-3;64969637768881,0;282433898270215,0;0193459931877674,0;984565093525276,NA
"54936af7fc659bb8a76615f1ae6f6993",1;44812311990048,-0;487114455545992,0;364615903542119,-1;33213835985903,0;182814727168546,0;340841016754916
"6915ce702b5bac12f5018e69a2bca72e",1;54035577299781,-1;10847274761018,0;312178012589062,-0;131565231613647,0;89532818756611,0;956175734293904
"481b5086d4014f57b2ff1517825ee7d1",4;10192008139578,2;83860616666332,0;437661355669484,4;39208738460826,1;12267555872367e-05,8;82102224711456e-05
"e3eb7f52eef0ad7aec4db88af12eb3cd",3;44965739273759,-3;13961271428437,0;428015023251121,1;01009971355749,0;312447519463823,0;484073621704514
"17211eba768f47a1041935f3ee102e20",5;52636855158277,-0;228590152141367,0;372835001641978,-0;613004797101024,0;539873167809923,0;674152193692631
"c2cf452e2e4b142723e0654f167ee870",1;14721159647949,-0;988694113231095,0;332537514763168,0;153272739753778,0;878183197166719,NA
"d61038bd0af574cc1fb1f9ecef204bbf",1;28675583040039,1;27100109820718,0;300002116804121,-0;863250259757338,0;387999885573343,0;565785058209853
"a4e3412f19bae543184b7ee353711e30",1;80394611306069,-0;903216480857402,0;394922275446228,-2;27221882256785,0;023073296959646,0;0793144582987832
"21902ca1010f0f956e2e1b1e786ea973",1;49839114382798,-1;66586556558433,0;322877866479522,-1;55453958781896,0;120055761305142,0;240111522610283
"450fb80a8aa341cdf33eee2dac5fe23b",1;17063867751592,-4;34889420892065,0;276625231642612,0;0193459931877674,0;984565093525276,NA
"3123b5aa3c0f158260f64b2832af8167",1;40115306861357,0;286521495491429,0;357337046146602,0;801434821828803,0;422879962855812,0;567277998952919
"75e58ea69a10ad870d4811cf0d4fdb61",1;17063867751592,-2;292167667621,0;113351271142104,0;0193459931877674,0;984565093525276,NA
"7ff01134216b54c40a3d44f59c565338",1;19336136078759,-5;5457191281706,0;262935366530114,0;434004911982349,0;664284874115869,NA
"45c35d69f417bd7d4cbe61dd5a0f083e",1;17063867751592,-4;44166409687525,0;275960582856288,0;0193459931877674,0;984565093525276,NA
"41155fc81ea0571a02817ce0e39861e2",1;54774770998089,0;667148972498531,0;380616736489231,1;74769847121554,0;0805162536906627,0;188442295871764
"9bfd7d6705ff77f170d74bd7d21e15c7",5;12704814792106,-1;2060604586823,0;445527444400991,-2;70018116579138,0;00693017269561631,0;0298805244846534
"4673065a2d04c05374a89d2cfdcf68c2",12;1134749762179,-0;382502286785924,0;28459556756446,-1;34381744121524,0;179007428105717,0;339496846407395
"5f3b8380fd0ae0e537a43b002c4e7a67",5;59414036798914,5;98994494842087,0;471475299586127,5;15806503313703,2;49514962185869e-07,3;4308307300557e-06
"a7f842cf2e6b177dd52becebda1de83a",4;10262957563927,-0;731130731160541,0;426256463969225,-4;43668878890625,9;13532176410999e-06,7;72988764655461e-05
"0fa5da88bc26c3d497597b2ecbf33634",1;17063867751592,-0;0667624039860208,0;0933489507600083,0;0193459931877674,0;984565093525276,NA
"99bf847cdf4b42889ec796b79dff8c25",1;14705634696725,-4;39587352201261,0;275934253677082,0;153313752590112,0;87815085588983,NA
"5efce6b21a9c05541f7e777341156e96",1;54604681175878,-0;127899908221852,0;355465189483886,-0;359711803117052,0;719062664483541,0;826768333216473
"4f39ef900d88365c3eac06f13c776b8f",1;62536638193238,-0;951365142303105,0;274265898215369,-1;92619304116912,0;0540802744143243,0;141638813942278
"b5f3ca43eee20152738a029642f31149",2;7369734048484,-6;989112244989,0;379269112824296,2;36214922644054,0;0181693268500844,0;06663321211989
"6b6c4cf41b7f49acaa5081bc5f234029",1;12364228195043,3;91352640620625,0;163584552592715,0;0076919771102177,0;993862750741706,NA
"409649957a882957ee87339338a7c07f",1;28695936814607,-3;50329503670618,0;138605702275895,-0;6048246484246,0;545295514276948,0;674152193692631
"c50d9f53af04313b5497bb9c55275c7c",1;30924097789745,0;875375614833124,0;308700437489712,-0;977581729724747,0;328281237199873,0;501540779055361
"f5dfda847d1a6546186467acbca7459a",1;24091992062521,0;160604664561796,0;368484109586462,0;435819945344247,0;662967371516337,NA
"fe1557e7eea603d3e9a1356de4c894f1",1;42575458664577,0;241777269039415,0;353740888117738,0;68328562193695,0;494426377757778,0;647463113730423
"872b2757f7ef15b1ef26b3f9936bcf31",33;4908285947061,0;112513031029391,0;40913548546517,0;274990915754465,0;78332321754038,0;870359130600422
"511bd796069111a3a3e99c2d13907211",1;75557985708296,-3;48879197612698,0;294080511504811,0;413620154432174,0;679152310656303,0;794752703959503
"3a12705bdb700b87026ea27254e8fa89",2;22444274359737,-0;0296955333089664,0;36572397657252,-0;0811944966648423,0;935287276092676,0;967123505091067
"8cb3b318760da2e5f9815653cbc4bf83",26;5102220929591,1;28428069195837,0;554037274169444,3;95708731680972,7;58692037214819e-05,0;000463645133853501
"369977194325fa77afd733d37c92c63d",1;87710379854673,-2;18235431320754,0;340118681967185,-2;69387477478694,0;00706266942364535,0;0298805244846534
"78e3be9fa222d3a314799a1a883f6b66",214;094028952661,0;299226788091411,0;60810436265959,0;802307504440952,0;422375102491534,0;567277998952919
"79211df1215da97e2f8277d6b2222fe2",2;2574160779882,0;488161650809353,0;412430499344097,1;18283666121549,0;236873887932658,0;407126994884255
"8886b2b13e2ddffa6f24c3ba02bde095",3;33684654925959,0;301984679018195,0;406626084980013,0;742492536689229,0;457788972004601,0;606708276150675
"79a7291065adc3f595551e420369acde",1;17063867751592,-1;26839864220224,0;182803682456457,0;0193459931877674,0;984565093525276,NA
"b7b6c3fd8f90372ec9ab4e7bd7df8507",1;2640660863676,0;208163364937798,0;366529483707816,0;567814259959258,0;570161095962117,NA
"8d3e983e728259a88863f948e5dbe94b",13;7281317829805,0;0441415457244293,0;43228884598579,0;102108189246554,0;918670800913213,0;962608176894252
"b53ede99325c8616840fa8e938464d7e",7;6539521261133,0;234836098426975,0;446216868482383,0;526220397951986,0;598735083064331,0;731787323745294
"116156fee4dfb6a544121c9b98a23c74",3353;69508880606,1;81388374510255,0;610136828319232,3;03434489536109,0;0024105867335229,0;0120529336676145
"abb48f98cc76cbfd884b85cb99cf2af1",3;03067991998847,-3;82739609714061,0;358206154951116,-0;441217950961848,0;65905521880498,0;782534670620131
"66784a97073d9affb5b9dd057c7d5195",1;21850548854217,0;111442081021502,0;370690987402376,0;300637851271887,0;76369066479654,NA
"d8fc54bcadbf7fcc5cd3d7c2bf678f8f",1;17063867751592,-3;60624945270012,0;282850272961059,0;0193459931877674,0;984565093525276,NA
"f342e124ffe9a9d3e0e492ff00ed674e",1;1467052720028,8;42991177605353,0;201883988930037,-0;126221654987377,0;899556470253207,NA
"b77627ad049c7569beb5e5bb351b9a50",2;11505504577228,-8;91031554372268,0;35324150861003,-2;73571809317766,0;00622443244990986,0;0286836804453411
"7c4c61a0c83567367786e514df40a21b",1;3349387437954,-0;118013667982063,0;36148503653524,-0;326373642846494,0;744141676657991,0;835261065636521
"d3ab276830b02edd6977f850f0ef8caa",1;17063867751592,2;22656429870177,0;133919581339651,0;0193459931877674,0;984565093525276,NA
"d9b3a569d44a34c6a764a5a298219d08",1;14721159647949,1;96010948524631,0;301490652933686,-0;126079100838827,0;899669310559999,NA
"7be672ff862684f33384d4e038bb89c0",1;28777408269807,-0;221967432735294,0;366527642464752,-0;605092350847601,0;545117636395781,0;674152193692631
"543d211dd0ff4f6d0066ec3850ed5082",1;51935899718381,-0;587080206555842,0;362896077847988,-1;61156309418402,0;107057047092605,0;222193871324275
"a767696bf9e2e1a5f9e63fd6d39e88f3",1;19339778248619,-8;79549692623306,0;256998225046791,-0;111358207487793,0;911332299471066,NA
"461c2b20bd5c233dcac34fc89ce1a66f",1;14721159647949,3;51976949728286,0;276966112016142,-0;126079100838827,0;899669310559999,NA
"93dc6bb121df4cf4164c024ac00012b4",1;42654419690226,-4;14863130146933,0;260927453413025,1;38315699285514,0;166616733476486,0;321541064603745
"5ae1f1acc18efc7823c3415d779b0385",1;14705634696725,9;55566798023138,0;247679314345665,-0;126123452654189,0;899634203174486,NA
"f8549988d995f078ce28eccc60deff7b",1;33104182498672,6;75195651803336,0;245303777523772,-0;831269943624311,0;405821150017318,0;565785058209853
