"","average","sd","ratio","ava","avb","cumsum","p","padj"
"3f3d70d8216a76f49f3a361d0d9ab15f",4;31168954022393e-05,0;000133170232696873,0;323772772105788,1;40816862975805e-05,7;42382802546879e-05,0;999336112794561,0;227,0;940410256410256
"b47360a961b32fd49a797faf00c4d3de",4;01139391979362e-05,0;000201296577921516,0;199277800010969,1;33686265073126e-06,7;89900426081583e-05,0;999380298097797,0;504,0;940410256410256
"3595b98686ee678c017f6a39f2ba8e7e",3;37976503235455e-05,0;000172169592078715,0;196304410758512,6;75953006470909e-05,0,0;999417526040454,0;746,1
"511bd796069111a3a3e99c2d13907211",3;27026920161296e-05,0;00012783334597358,0;255822858793734,5;97064285083328e-05,6;64878144458074e-06,0;999453547892015,0;866,1
"faef5307d71a48c6d6d40336c90c8d60",3;20155250669248e-05,0;000163355862396727,0;195986385778868,0,6;40310501338495e-05,0;999488812832623,0;503,0;940410256410256
"9c1d747424d14efaa95f8e742a4cdf37",3;08430721389882e-05,0;000157373544169484,0;195986385778868,0,6;16861442779764e-05,0;999522786322198,0;515,0;940410256410256
"1cc1bac06496093e1f4903bb981b67a4",2;80477372487975e-05,0;000143110640758709,0;195986385778868,0,5;60954744975949e-05,0;999553680764384,0;486,0;940410256410256
"68f6f56543e7b4195061892a90ea0315",2;69874680086883e-05,0;000113648501484164,0;237464354181993,4;29897322418467e-05,1;18302194505708e-05,0;99958340732531,1,1
"dfaaa901a526111d492d3d2f61435275",2;59544418516085e-05,7;05287502098397e-05,0;367998040152249,3;76245937657746e-05,1;66650049270161e-05,0;999611996013094,0;657,1
"77d225e6605a71a9a33a9aeb33bdb890",2;51646255446822e-05,7;05652499320871e-05,0;356614984980581,3;16427983175857e-05,2;14054956906144e-05,0;99963971472217,1,1
"127a70b0f52e8c85609ada55978456d9",2;50778858447872e-05,9;67502116162814e-05,0;259202387528081,1;58383224048909e-05,3;54906583517124e-05,0;9996673378879,0;515,0;940410256410256
"319412737efae4ec36f93f4db011de0e",2;48885123569638e-05,7;41592188651525e-05,0;335609149311832,0,4;97770247139275e-05,0;999694752459681,0;104,0;940410256410256
"93dc6bb121df4cf4164c024ac00012b4",2;421776615325e-05,0;000123568614508637,0;195986385778868,0,4;84355323065001e-05,0;999721428207877,0;459,0;940410256410256
"7f6f04cff14b6c730f64324e546e2d6b",2;36508539234587e-05,8;98104188742218e-05,0;263341984370225,0,4;73017078469173e-05,0;999747479505089,0;248,0;940410256410256
"8b268033f40f7b9e9f0a33d71e9c1936",2;28412192642843e-05,0;000116544928228107,0;195986385778868,0,4;56824385285686e-05,0;999772638993776,0;473,0;940410256410256
"22aea799615e8e1467f7b56605053545",2;01763754889921e-05,5;84350360876394e-05,0;345278737549372,9;32697752469716e-06,3;30340638962653e-05,0;999794863170384,0;319,0;940410256410256
"66784a97073d9affb5b9dd057c7d5195",1;87464357105787e-05,9;5651724154607e-05,0;195986385778868,0,3;74928714211574e-05,0;999815512275484,0;483,0;940410256410256
"22358af799b12718b2413db582b1a6af",1;66549407369499e-05,7;28461202562424e-05,0;228631815645977,3;33098814738998e-05,0,0;999833857609339,0;728,1
"4bdc300e2a73d2456d8f5f301cd79b24",1;50129287607485e-05,6;29796706184631e-05,0;238377378181259,0,3;0025857521497e-05,0;999850394275222,0;228,0;940410256410256
"92e7c471bf50233a39a459ff5b204b3e",1;1262063011631e-05,5;27862557749804e-05,0;213352185077104,2;25241260232619e-05,0,0;999862799381257,0;736,1
"efd61c8a200b0dfb04999c1cbc4a509f",1;098520377553e-05,5;60508513480352e-05,0;195986385778868,0,2;19704075510601e-05,0;999874899528229,0;515,0;940410256410256
"2130ca17584e2024351e25847b07de48",1;04759681291118e-05,5;34525298146569e-05,0;195986385778868,0,2;09519362582236e-05,0;999886438754686,0;478,0;940410256410256
"db927f3e3abb74321d0262b8624b01c7",1;0468892162797e-05,5;34164254378824e-05,0;195986385778868,0,2;0937784325594e-05,0;999897970187001,0;473,0;940410256410256
"b77627ad049c7569beb5e5bb351b9a50",1;01069313335085e-05,5;25519237992796e-05,0;192322765806094,2;0213862667017e-05,0,0;999909102921274,1,1
"f342e124ffe9a9d3e0e492ff00ed674e",8;41725334922511e-06,4;29481533412341e-05,0;195986385778868,0,1;68345066984502e-05,0;999918374483706,0;519,0;940410256410256
"3d6595ba0dd3b1779363e84e947fc1c4",8;37304888902135e-06,3;09287920080856e-05,0;270720204230169,6;79485598041409e-06,1;04545644628445e-05,0;999927597355145,0;739,1
"bd26e97e57ceb47cf6ab7d5b5e947f62",8;27004345815208e-06,2;84595418581038e-05,0;290589479598288,0,1;65400869163042e-05,0;999936706766619,0;118,0;940410256410256
"da230b788ed11070ab619cf95eec6577",7;89323608866472e-06,4;02744101703609e-05,0;195986385778868,0,1;57864721773294e-05,0;999945401126661,0;483,0;940410256410256
"7f088cac1fcdba8c0195c47096264049",6;75661066787745e-06,3;44748980447088e-05,0;195986385778868,0,1;35132213357549e-05,0;999952843499491,0;481,0;940410256410256
"de7864dafea9b68a565a62c31bc8339e",6;49731300011262e-06,3;37833795852512e-05,0;192322765806094,1;29946260002252e-05,0,0;999960000257238,1,1
"4f39ef900d88365c3eac06f13c776b8f",6;08037502085664e-06,1;98042184021804e-05,0;3070242358157,1;2510696645632e-06,1;10950240311595e-05,0;999966697759888,0;232,0;940410256410256
"2bc5d4320e54797a39359dc0676cf450",4;12385096489431e-06,2;14423443195077e-05,0;192322765806094,8;24770192978862e-06,0,0;999971240161084,1,1
"ea16290abb78a15048ba32ff78200ec5",3;6274072381284e-06,1;85084653901481e-05,0;195986385778868,0,7;25481447625681e-06,0;999975235732,0;513,0;940410256410256
"60ae902a3e046edce4cc5f9cc1ac73ea",3;6096183333959e-06,1;87685442140284e-05,0;192322765806094,7;2192366667918e-06,0,0;999979211708526,1,1
"0fa5da88bc26c3d497597b2ecbf33634",3;37755681050555e-06,1;75619188729374e-05,0;192322765806094,6;75511362101111e-06,0,0;999982932070447,1,1
"890b0fb43b36350b30ca02829f3e91ad",3;36690133969004e-06,1;71792613364937e-05,0;195986385778868,0,6;73380267938009e-06,0;999986640695419,0;519,0;940410256410256
"30526a7a4d826edd9b043b56bd8e847a",3;127674161408e-06,1;62626309386661e-05,0;192322765806094,6;25534832281601e-06,0,0;999990085812852,1,1
"a4bbfb428c8d35739d668a60656037fc",3;03170470156765e-06,1;54689556089285e-05,0;195986385778868,0,6;0634094031353e-06,0;999993425220406,0;475,0;940410256410256
"db7d937668dd436e5a4c657b8cd5329f",2;60453745151219e-06,1;35425332544259e-05,0;192322765806094,5;20907490302439e-06,0,0;999996294105372,1,1
"6a7a5b8592e878c6065ab49055907e1a",1;87070859448425e-06,9;54509460976017e-06,0;195986385778868,0,3;74141718896851e-06,0;999998354681525,0;478,0;940410256410256
"983cf9a4e7016105283f24743d919f25",8;68179150504065e-07,4;51417775147531e-06,0;192322765806094,1;73635830100813e-06,0,0;999999310976513,1,1
"f9fd90420aaf24633adee0901df06f08",6;25534832281601e-07,3;25252618773321e-06,0;192322765806094,1;2510696645632e-06,0,1,1,1
