"","average","sd","ratio","ava","avb","cumsum","p","padj"
"7bdce14a3afc7b3bd6c377bcb434f626",3;71072354477235e-05,4;91657873105862e-05,0;754736931462372,5;5950837104229e-05,3;63247791796295e-05,0;90803373557905,0;562,1
"5981e3cd80bfb7b11e237b903fc11f81",3;70995137682327e-05,6;03377558297487e-05,0;614863997807843,4;80510746026688e-05,3;77622490233598e-05,0;908096855176509,0;852,1
"858c0bfc065af7e7307edd912a29604e",3;70756665856086e-05,6;23998498585512e-05,0;594162753110019,4;43711748166358e-05,3;92532277932473e-05,0;908159934201345,0;129,1
"1481f7140da561b814e299b2090d5c64",3;70729195077091e-05,4;27139764654025e-05,0;867934165243018,4;42821988825986e-05,5;38612605102103e-05,0;908223008552415,0;724,1
"084d797b316093b33c6ae170cc400277",3;7070943102664e-05,4;82106555442483e-05,0;768936715009815,5;18565856089505e-05,4;24258636574766e-05,0;908286079540911,0;932,1
"256c5ccbb8ad0dadfc70c611fb17e7db",3;70460995048964e-05,4;67000258989657e-05,0;793277922051792,3;55028169652495e-05,5;79998215639882e-05,0;908349108261524,0;464,1
"c5d279707c670c37c7b132d455b799ac",3;69785363802567e-05,3;67877240563508e-05,1;00518684775426,6;59355716655996e-05,3;68185296640652e-05,0;908412022032996,0;17,1
"ed7f30caa005df389cd7a95a258279d5",3;69702709561253e-05,5;40282735933482e-05,0;684276370449803,4;90764568796815e-05,3;92376328928631e-05,0;908474921742013,0;742,1
"d94c177a4e410b584946559c6b338136",3;69686494660684e-05,5;92057617327064e-05,0;624409658522242,5;78601496391987e-05,2;53085832248992e-05,0;908537818692293,0;169,1
"f0b89e7da9aa111b8252905ba0c078ae",3;69627124666594e-05,7;75326440510116e-05,0;476737417110917,2;9852586992074e-05,5;04698208681177e-05,0;908600705541605,0;52,1
"0dd63ca258236f7fc0a8fc0d990b6a5c",3;69312873616378e-05,6;09826039914274e-05,0;605603646686347,6;38602055702562e-05,1;92755213933457e-05,0;908663538925527,0;139,1
"bb4882f6a073214f565664ab9f3546cf",3;69289196868209e-05,5;00443288015546e-05,0;737924167856433,6;07181957911047e-05,2;97761619277404e-05,0;908726368281183,0;168,1
"51d2e2cd73bf6e9fab745a768f9cc9ff",3;68869932388889e-05,7;40566531005839e-05,0;498091551461135,1;00786658521717e-05,6;7575935012923e-05,0;908789126304894,0;073,1
"2a4a298748f111539d8bbd86f4b1e002",3;68844123026569e-05,4;37670755697656e-05,0;842743359534324,4;29404966262492e-05,5;27476542418604e-05,0;908851879937504,0;838,1
"e52e3dc759de9e56b656aaa942196627",3;68702778417505e-05,5;95897922042422e-05,0;618734794633597,1;90035112211437e-05,6;22806563390477e-05,0;908914609522321,0;076,1
"b9e6bc1f71fe787f65cd3adc84d8f2a5",3;68597472931745e-05,4;92866474452856e-05,0;747864770759533,5;66195284467609e-05,3;46480552949214e-05,0;908977321190892,0;503,1
"3d8d436dfbf4e9607e7d294f2bc9c472",3;68429295527321e-05,5;56667580866475e-05,0;661847946945008,3;86403634813694e-05,4;8791141461129e-05,0;909040004246446,0;357,1
"a46bca587b015f8b40a70a68329ca04b",3;6801407027976e-05,4;76179216326324e-05,0;772847822126621,5;48636673179299e-05,3;65535081044114e-05,0;909102616657273,0;545,1
"b5e31e0564b0f30ab2af9e61b1e9389c",3;68008578102221e-05,5;68362466446452e-05,0;647489234120446,4;9839074608389e-05,3;75029752473419e-05,0;909165228133683,0;828,1
"8728640c77415d58d6b6ee9f45749b2f",3;67574597128748e-05,4;87825307115722e-05,0;753496367997061,5;11596867333639e-05,3;8218531452256e-05,0;909227765774343,0;336,1
"205a38a1ebb0d85067271d70d595b676",3;67546958019123e-05,5;92343286129261e-05,0;620496537440145,4;88791998866681e-05,3;6710619387263e-05,0;909290298712597,0;884,1
"e1d895e3aa1060765af293fb3150ee85",3;67417873849129e-05,6;49407561229832e-05,0;565773938870257,5;12530103665347e-05,3;18211386232868e-05,0;909352809688998,0;663,1
"d4de1d330ad8e2f30c28981e8e759fb1",3;66687741795529e-05,5;04376819984828e-05,0;727011486781963,5;19827901880977e-05,3;7040901785293e-05,0;909415196443714,0;686,1
"20684fe02bad6bdb0448255cc6dba3df",3;66641331630709e-05,7;00450200848081e-05,0;523436685701271,4;20195501669194e-05,4;01533304105559e-05,0;909477575302394,0;8,1
"a760682d65387ce08bfa4ebe737c8d87",3;6642605687253e-05,7;37198135686228e-05,0;49705233794635,5;62863325051103e-05,2;344901195979e-05,0;909539917535105,0;371,1
"a94a0dade4fc4c2e5a12f70427eb417c",3;66406646367273e-05,5;93003470557822e-05,0;617882802646339,5;00015779492789e-05,3;45547447049735e-05,0;909602256465393,0;653,1
"e0773f8b2f9543e32273a1ab527148b6",3;66346565629166e-05,5;47079932100179e-05,0;66963992669737,5;88418920762474e-05,2;66112841341545e-05,0;909664585173789,0;258,1
"54438dbaea32b7b74aedf9b1cf6355b3",3;66329181987383e-05,3;15247435773061e-05,1;16203699195541,6;85872512055465e-05,5;37302257753357e-05,0;909726910924603,0;479,1
"8a6057bbcd25cbff7a3053ea6b77bf7c",3;66275830336693e-05,4;76790839987218e-05,0;768210711318431,6;24009076065513e-05,2;63254818338398e-05,0;909789227598386,0;147,1
"cf005b33165ad421085f65e662b1fbb1",3;66245624511605e-05,3;74793690394531e-05,0;977192609955821,5;91492546801697e-05,4;55629281313553e-05,0;909851539133072,0;401,1
"dfd5c4440b0213771427f1fbe9bef256",3;66020153569794e-05,3;75862104105933e-05,0;973814996434529,4;86125775420853e-05,5;4525580480388e-05,0;909913812307054,0;656,1
"191923d22d453259c71f2147c0a04200",3;65966443912415e-05,5;61271654071037e-05,0;652030868222139,2;86031450949851e-05,5;48055526499925e-05,0;909976076343093,0;197,1
"26ec603dc907c0d7bdaa0b5a62f053b0",3;65844803982836e-05,6;59818036245777e-05,0;554463176036251,4;61988462752339e-05,3;73645105408126e-05,0;910038319683812,0;957,1
"09f668f20d4e2737b0a1f4cb8493a7d0",3;65691969099736e-05,6;88312395132948e-05,0;531287786890867,4;79342251041858e-05,3;30517567719597e-05,0;910100537021829,0;448,1
"baa21df0ece5389a88ff4bc90e2437d5",3;65571860650948e-05,3;23134815326439e-05,1;13132922641479,6;67953122423772e-05,4;4974225812685e-05,0;910162733925084,0;281,1
"2405ff9594d4041aa4ad3d6bcc10b81e",3;65565610761533e-05,9;45187082460749e-05,0;38676534788203,1;24339117862408e-05,6;50081922992681e-05,0;910224929765008,0;143,1
"50558cf14b5c8d9505031caf7afd5b8b",3;65455824232471e-05,4;6767089519156e-05,0;781438032577971,6;54168526572227e-05,2;32443072779025e-05,0;910287106926301,0;079,1
"08a79a5aad2371b5b74098c6903db4d5",3;65161773258512e-05,3;37914351959796e-05,1;0806341048869,6;41660193325561e-05,3;83620904352698e-05,0;910349234058963,0;075,1
"8afb556c074ae38f7dec3f48ef228c25",3;65099805970043e-05,7;23933850888175e-05,0;504327578441196,2;25197342551898e-05,5;9504532819548e-05,0;910411350648762,0;321,1
"c04c0d8ced8d1ce4720747086030846d",3;65095792916644e-05,5;2707760529072e-05,0;692679387725585,2;26692673562669e-05,6;22623929754486e-05,0;910473466555798,0;14,1
"ac847d951ccaaefb610e17f43089b0d7",3;65049677462706e-05,5;43722430374606e-05,0;67138976998098,4;54481144257953e-05,4;11617927099354e-05,0;910535574616938,0;69,1
"f4cb1cc452e670db544cc596875d1166",3;64814139809565e-05,7;21579446695025e-05,0;505577232667152,3;65706561731441e-05,4;4078665349331e-05,0;910597642604664,0;703,1
"9fc4e00760c7b7b9c04dcf5ccaba668c",3;64651668493867e-05,5;31977910448982e-05,0;685463928729871,1;88298076930949e-05,6;52666193449501e-05,0;910659682950184,0;055,1
"e35d894c5302ccda4cc1bd449df9c8a0",3;64590531514486e-05,6;62773738328304e-05,0;55009803561934,1;32170108900024e-05,6;53655286514673e-05,0;910721712894108,0;063,1
"af4ffd9d50da8941821aa1b504309ce4",3;63994701170742e-05,5;03774728498491e-05,0;722534658011992,5;04825536190638e-05,3;84349486735197e-05,0;910783641465891,0;797,1
"7d897bfb0171703342faf2bc991f5c9f",3;63975529686703e-05,4;0171988285514e-05,0;906043104214368,4;45823505281035e-05,5;48170701718697e-05,0;910845566775916,0;874,1
"3f28be21204ca0917202194228729453",3;63913023695031e-05,6;8084277469492e-05,0;53450376095729,5;4098367281337e-05,2;69614304503872e-05,0;910907481451427,0;506,1
"75a3dd3b9a601f4910d7e6350f66f7d5",3;63710839882188e-05,8;37679260793424e-05,0;434188664928498,2;21173311406818e-05,5;45190550538907e-05,0;91096936172821,0;357,1
"80ff64feec7bcaf1718873333f4ec222",3;63438056337151e-05,8;69691229964749e-05,0;417893206019661,2;22057209538235e-05,5;66716686135013e-05,0;911031195594714,0;635,1
"8d783e96ff4b0c155a3518a4f3fa3a98",3;63281983517376e-05,7;45929627119793e-05,0;487019110529356,5;97130985827347e-05,2;13314621859399e-05,0;911093002907627,0;392,1
"94604e680e291d4f5bca72a158542f1c",3;63263552465798e-05,8;62909525776537e-05,0;42097524898557,5;26685852968172e-05,2;50974105289618e-05,0;911154807084755,0;649,1
"57c2587eb4a7c08f1142f3c41a22134a",3;62977909668754e-05,4;69632147854762e-05,0;772898344644429,2;03253103831242e-05,6;49076751681727e-05,0;911216562663785,0;055,1
"ca0ae60788cbee0742d0f7c25461aa85",3;62972140433088e-05,5;97546353082793e-05,0;60743762983488,5;14612501194254e-05,3;13471285703022e-05,0;91127831726126,0;437,1
"91f35622b28a66597f3f95a6ff38b530",3;62966031383841e-05,0;000110020194926934,0;329908551448114,6;62337095403367e-05,9;31802337762823e-06,0;911340070819367,0;186,1
"f0cb8c2433040ec7e265c228fc98d6db",3;62865420880932e-05,3;67498121420099e-05,0;987393947698931,4;89394746857946e-05,5;51758323810603e-05,0;911401807260014,0;816,1
"641745425a16bfbef11430467fe557d6",3;6240582080611e-05,6;28760887749062e-05,0;576380986583799,5;22804095296864e-05,2;95044995060228e-05,0;911463465506181,0;41,1
"b06f6e287a686f51c0ef4de1aa86358a",3;62351550194194e-05,4;92740389474775e-05,0;73538024877651,5;07394407467244e-05,3;90463976468217e-05,0;911525114518968,0;831,1
"92641639a4e134dc5563472ffc7245b2",3;62096610592795e-05,3;74732322926176e-05,0;966280698086805,5;85439059610934e-05,4;22713331064825e-05,0;911586720157373,0;516,1
"2bdba3fed018be1660971e181c896b09",3;62072120680469e-05,4;88794524213998e-05,0;740745042638716,2;52954034051607e-05,6;05094824154303e-05,0;911648321629163,0;14,1
"7971c52f730ea7929be580d6f4c97bae",3;62060321147385e-05,5;95963730323638e-05,0;60752073108672,3;29489036882607e-05,5;0541475864805e-05,0;91170992109343,0;675,1
"61746f7e528054cbf5569d58816798fc",3;61978076988509e-05,4;33842319966432e-05,0;834354004506791,4;4128099926366e-05,5;10220255333076e-05,0;911771506565011,0;826,1
"8165aff18cd6ab7b931f6ae2d578d23c",3;61909579607383e-05,4;39344577012435e-05,0;823748826191021,2;8364994333693e-05,6;15536280216125e-05,0;911833080382727,0;151,1
"af1789573268fc72ad5e7e6db9789b90",3;61837017327943e-05,3;56248924404914e-05,1;01568592223082,4;40769665483046e-05,5;97344801298485e-05,0;911894641854994,0;498,1
"07b397cbd8971b837083997ad38d64d6",3;61132375912564e-05,5;76367327914326e-05,0;626566355208539,4;63884440688221e-05,3;7480490216868e-05,0;911956083442448,0;816,1
"eb84120b5dedd6c99d5553276c9ad79d",3;6107994904856e-05,3;79527712142536e-05,0;951392842989425,4;86011543082347e-05,5;35351550774929e-05,0;91201751611021,0;772,1
"939ec2d069d71a9c03d8dfe623395f90",3;61029163159952e-05,4;79466908896333e-05,0;752980354767322,6;46230890085361e-05,2;56394560752421e-05,0;912078940137468,0;111,1
"72109e5e01c0be5f0f61c8800a311c31",3;6074941970448e-05,5;17929998942625e-05,0;696521577126185,5;6515665509551e-05,2;74810808143094e-05,0;912140316570317,0;139,1
"7e8259d6ee850491e449ac2819c6460f",3;60583975200527e-05,5;27161330283738e-05,0;684010670901159,4;52667544874507e-05,4;19279727979271e-05,0;912201664855114,0;982,1
"678f9f5df5b459d60b1a6e160ad00177",3;60467361270349e-05,7;57222730669322e-05,0;476038748799479,4;46515054955406e-05,3;4596512735831e-05,0;912262993299693,0;878,1
"db0e45a1142ebde31e318b3da3b5475b",3;60352947577456e-05,6;60433324330839e-05,0;545631079325942,4;68260017224666e-05,3;45266008751979e-05,0;912324302278394,0;861,1
"ee614c8f48f7bc1542d6ba9a64fabae0",3;60338989084454e-05,3;74278507982108e-05,0;962756293507723,4;29269713669143e-05,5;79965572857341e-05,0;912385608882253,0;544,1
"7e12670a18a228f893f782f178fa499e",3;6033829990093e-05,0;000137142689017866,0;262746999115635,5;65648012875318e-05,1;73203847891393e-05,0;912446915368858,1,1
"c249c24fb80a92c9bc69a6762beff22e",3;60319590165795e-05,5;53346006796358e-05,0;651165068041052,5;86762059670696e-05,2;57023350357527e-05,0;912508218672265,0;295,1
"2073f17aeec721e298ac2398db91293b",3;6029888667694e-05,6;58314914425736e-05,0;547304760657348,3;29202778831416e-05,4;79063861318185e-05,0;912569518453265,0;769,1
"530d415ec319fe1607c35e139c37229a",3;60298180717708e-05,3;8055902095417e-05,0;946760320683865,6;02347504246352e-05,3;87332752569408e-05,0;912630818114156,0;352,1
"872f2168759a5248411ddc922065536d",3;60277835340349e-05,8;20229075403022e-05,0;43924050749277,3;90055687960254e-05,3;89720934920867e-05,0;912692114313567,0;802,1
"565fda5e09476720bfc9d36850bc8907",3;60277338156921e-05,3;33740911081894e-05,1;07951205918688,5;17408235052844e-05,5;99085537385442e-05,0;91275341042839,0;608,1
"6ea0873f63c67e1b0a06d11d0d88caa1",3;60021860912125e-05,4;25676079258928e-05,0;845764839637918,4;69101221617728e-05,4;79388736618726e-05,0;912814663077358,0;914,1
"68e0d5ba4a35b554435a87a7fa3b0b93",3;59712235235139e-05,6;82140925088505e-05,0;527328330562293,6;67279506180589e-05,8;73973081629086e-06,0;912875863047877,0;049,1
"507d412aff19e07a478498adc8bb057a",3;59663578832966e-05,3;97798157431895e-05,0;904135859137413,4;75139156183283e-05,5;10364154023785e-05,0;912937054740196,0;987,1
"1db9f1e9f9bacb8c9a9ac7d8d60511a9",3;59444897520541e-05,6;04986270767042e-05,0;594137280280449,5;18771214782891e-05,3;00137180597648e-05,0;912998209226968,0;531,1
"2b624be088e080309532f57b33da2ba0",3;59437146095786e-05,4;17799367868328e-05,0;860310411501303,5;84271710709814e-05,3;77899664147924e-05,0;913059362394945,0;478,1
"9d1ec9b7e885d4168e8993e42aa18fc7",3;59430143490814e-05,4;1358280796945e-05,0;869064517588371,5;20096274119965e-05,4;23140104878587e-05,0;913120514371528,0;69,1
"7e67fe45ecdee16caaeabe59b3b56a3d",3;59390309971886e-05,4;34683361425054e-05,0;826786442420228,5;59188556620144e-05,3;48716302261613e-05,0;913181659570998,0;314,1
"fadf3dfcc49e14435d04fb927386d46f",3;59324750912526e-05,3;52760587224457e-05,1;01860798492177,4;42345949760618e-05,5;98552553769659e-05,0;913242793616518,0;596,1
"2ad116e5be4979a0016d6de3965ce4bd",3;59036708190369e-05,4;29435363280636e-05,0;836066935539582,6;28687688001629e-05,3;28848876966027e-05,0;913303878655625,0;179,1
"4c6b05e17ed5222fd08bea59a9627653",3;59010582655043e-05,4;58365794924052e-05,0;783240343478354,6;19413802601961e-05,2;46588683799566e-05,0;913364959249841,0;102,1
"fa932f320f645f0376719ec8fa437502",3;58967418255689e-05,6;65311770035373e-05,0;539547674373179,5;39094393201914e-05,2;60946235134759e-05,0;913426032500241,0;485,1
"ad025e074847c12af15604cca6af3d52",3;5881549073364e-05,7;10617484234809e-05,0;504934790789748,2;96156872900238e-05,4;97439993883061e-05,0;913487079902314,0;796,1
"fad25a9d1a844a84d79b327aa451c107",3;5863290401863e-05,6;10564530652115e-05,0;587379197470889,2;45641696120174e-05,5;54349610433517e-05,0;913548096239829,0;199,1
"e51d5eddf4517194a317a2989ed08785",3;58421276939625e-05,5;34964195808692e-05,0;669991150338218,4;54354374559629e-05,4;14066469946678e-05,0;913609076571977,0;973,1
"4db8d5658cdec6912b77f62453973a3a",3;57853161353206e-05,3;79283379470905e-05,0;943498135490159,6;28046077939949e-05,7;32451562661082e-05,0;913669960247259,0;751,1
"9d3af7644a241216c179d1e542532e97",3;57848778281244e-05,3;99694051041479e-05,0;895306741115612,4;65797105443653e-05,6;26684858639583e-05,0;913730843176824,0;755,1
"3fc57f822cf6dec2eebd774847638691",3;57525859896797e-05,4;36030065949449e-05,0;819956897050872,5;55684501726225e-05,3;53475377360541e-05,0;913791671166373,0;462,1
"66bffb3e1a35d919276c68f1cd14a414",3;57463858623891e-05,5;8059287051891e-05,0;615687647532435,4;8168379139257e-05,3;44881276924606e-05,0;913852488607279,0;633,1
"5d5ce7a3409ffba705c46ca21f8db5db",3;5724029650216e-05,5;26198768282456e-05,0;678907511829064,4;59003707543059e-05,3;93418897689812e-05,0;913913268012239,0;883,1
"78a0787ec3a93744b9cb453aed63b329",3;57121677465633e-05,0;000129658667601819,0;275432166681175,6;43485109740872e-05,8;77750593174611e-06,0;913974027235841,0;626,1
"09058d4bdada22c7d6ef4ddf0b6b5ce0",3;56897615073013e-05,5;63906626698429e-05,0;632901970247422,4;97156760754481e-05,3;32169495107131e-05,0;914034748338382,0;528,1
"b1e68f469c10a991d9b91f4e516f69ee",3;5682203071753e-05,3;85273149826269e-05,0;926153382031505,5;7131184931061e-05,3;75404806816945e-05,0;914095456581309,0;316,1
"3eb76f76de14c51a5b534fe946166f92",3;56762775539729e-05,4;47135796166066e-05,0;797884621626731,5;57263897989138e-05,3;21511126421972e-05,0;914156154742803,0;255,1
"631ff7535e66875b9bc05dab0b8276eb",3;56708298341371e-05,5;05245506320606e-05,0;706009838541779,3;06916891321348e-05,5;50328743182574e-05,0;914216843635769,0;384,1
"62ef868fbd48081427797f70f6871dfc",3;56618815848028e-05,3;87386146520295e-05,0;920577101301544,5;77433802287418e-05,3;76362769055673e-05,0;914277517304548,0;354,1
"a04fae27d8934ed5a0754e2c698c9787",3;56530391406402e-05,4;17422563344019e-05,0;85412342962536,4;9461943152728e-05,5;00589962998855e-05,0;914338175929155,0;993,1
"bae7657f337678cec08646b54029a672",3;56460172119064e-05,5;7136624634928e-05,0;623873346380979,3;78390945912559e-05,4;53913979619168e-05,0;914398822606938,1,1
"4549a0c578f1c254fdae6d0bee238363",3;56434624295823e-05,6;73876880537387e-05,0;528931373950064,5;18348535780644e-05,2;67442388251496e-05,0;91445946493812,0;401,1
"322c3d1a8a23e76ba9f101bce95845e3",3;56243005503184e-05,6;38257265429801e-05,0;558149550030255,4;17108634156311e-05,3;98821974676303e-05,0;914520074668062,0;672,1
"982e0028682f3eeea911032881aa6bc1",3;56083321000631e-05,3;38025950643266e-05,1;05342007121939,6;37067225489224e-05,3;68621324099218e-05,0;914580657229936,0;137,1
"f9cc04af8513b11054389a2d100db6d1",3;56032123296477e-05,3;2688264710299e-05,1;08917413160908,6;79585690873071e-05,6;25261468323386e-05,0;914641231081241,0;809,1
"57ce96d3e91448a2991a074b2a97100b",3;5601079842397e-05,6;86634114757657e-05,0;518486907032899,5;48783527730503e-05,2;36784097760924e-05,0;914701801304419,0;459,1
"e08be95cc6d3d27f862317df25f4acdf",3;55978191054751e-05,5;54485350300763e-05,0;641997468213833,3;83695799234071e-05,4;4379293374024e-05,0;914762365979913,0;574,1
"f8abc197d353dbc18c212a55b9b62c6f",3;5592443818975e-05,4;40878945403253e-05,0;807306499665574,5;32796231858466e-05,3;6021678567748e-05,0;914822921510114,0;412,1
"ee2215cf595d1210bf8a53f424fe5503",3;5584877521087e-05,6;96106304574901e-05,0;511198897168702,4;06108785860335e-05,3;83428280447371e-05,0;914883464167325,0;931,1
"74ce9c7e0948c0e64f6b8f395eea9464",3;55716770625058e-05,5;75330447760932e-05,0;618282540076638,3;85412890385234e-05,4;40049702824114e-05,0;914943984365815,0;891,1
"42be1811716b7a82c6a1c03a3c7640a3",3;55590910126983e-05,6;64567509493918e-05,0;535071162894756,4;351064753393e-05,3;6043552650458e-05,0;915004483150913,0;861,1
"0fc6546b8ed4d184be19bab56ad8f3b3",3;55165447532249e-05,3;16161727640675e-05,1;12336635487994,6;45102788933673e-05,4;42428765571976e-05,0;915064909549544,0;183,1
"b2366d2eeff4d5dacc22ccfb560798d6",3;54961152687184e-05,4;72529524239854e-05,0;751193596332843,4;34629542358032e-05,4;93336496200028e-05,0;915125301190284,0;997,1
"b0bffd57f4f53bd79e8f47547df7ca6e",3;54881638981298e-05,9;81714916237093e-05,0;361491542108331,1;25663794136587e-05,6;47734227239393e-05,0;915185679302886,0;127,1
"53f540726b9ee1fe833dadfb9477bbc6",3;54835414708629e-05,5;69142679979275e-05,0;623455993006095,5;03535093278082e-05,3;37384784788574e-05,0;91524604955108,0;218,1
"0063d20b9365b0623c9c60fd2ce1adaf",3;54635285987404e-05,4;61891808451644e-05,0;767788645518988,3;37745284012612e-05,5;41631588671587e-05,0;915306385750191,0;511,1
"0ed9f196878e8832ca49df1ebdd62fed",3;54462146895139e-05,4;92949706695115e-05,0;719063511106561,5;48916179334302e-05,3;18376999358577e-05,0;915366692492123,0;459,1
"e0b73df7b3dcac96ffe8179672fe3824",3;54196774456969e-05,4;22295225197289e-05,0;838742077397381,4;83359279034576e-05,4;32845514616744e-05,0;915426954084673,0;646,1
"35bb39846e4c21060fa88983f300fa01",3;54165738046345e-05,3;80941661797204e-05,0;92971122238367,2;91041999830859e-05,6;37189890346655e-05,0;915487210396815,0;115,1
"3efbf2ce3bbec65b726b77c56291a698",3;54082063262461e-05,5;89658827333261e-05,0;600486326752372,2;41927952635003e-05,5;55593543280172e-05,0;915547452472871,0;21,1
"b074bb9f3eb6bdcf03d263f7684d1edb",3;53814937758029e-05,3;23094312102571e-05,1;09508253319453,5;9438784591473e-05,6;18459348603293e-05,0;915607649101284,0;983,1
"f32dfd3d03153e1e9afa38b30dc61c08",3;53800136658469e-05,5;8027964996985e-05,0;609706262621569,4;88078161233849e-05,3;27719634392675e-05,0;915667843211499,0;712,1
"d50e9ca236168a3c2472d700b0481046",3;53704391812703e-05,4;06747072688008e-05,0;869592962219077,4;9091055976428e-05,4;42417769698988e-05,0;915728021032077,0;716,1
"4de1311b724854af1a8f05fea9a195ab",3;53626530151908e-05,6;17894455612483e-05,0;57230895493532,3;73259330628424e-05,4;30400391983301e-05,0;915788185605589,0;909,1
"bb476152d8152f0de2088457facb591c",3;53373266835721e-05,6;01648654545518e-05,0;587341572470825,3;68369299215923e-05,4;40407821713933e-05,0;915848307089916,0;741,1
"0e3d915bcc8a716632eac92d8cb185b3",3;53262053832792e-05,3;75749343012255e-05,0;94015348370488,5;24315900401957e-05,4;70067409171962e-05,0;915908409652916,0;953,1
"30833970dcc845c04d4feafd10d6f682",3;52967561184819e-05,5;69963161983323e-05,0;61928135838917,5;50526192935208e-06,6;81306664603236e-05,0;915968462112141,0;006,1
"ea71db3a389ab3d54af90a79b03c7d76",3;52846443157579e-05,5;49109990812964e-05,0;642578807635945,4;27256486328156e-05,4;1207058411194e-05,0;916028493964838,0;61,1
"85995af882c077fd96975460fcf810ab",3;52773696728975e-05,2;96918263295413e-05,1;18811720375041,7;21949902889729e-05,4;21605672047682e-05,0;916088513440756,0;094,1
"cb93989f593fef600205236bddd1dc06",3;52583597666888e-05,3;5640839651187e-05,0;989268494001784,5;64009035174039e-05,4;42089278285811e-05,0;916148500573995,0;736,1
"2586d25a83c4d6f5850a9d03074a0f2b",3;52569796789105e-05,8;48678000269076e-05,0;415434118331477,4;4417643402436e-05,3;18228378618397e-05,0;91620848535921,1,1
"99324b6a8a2ba4bfe031ff6a445213a6",3;52388921227971e-05,5;20190865730598e-05,0;677422354837099,4;80029859022474e-05,3;82636994065136e-05,0;916268439370995,0;807,1
"0c2876516697b48c935a491c4f614506",3;52355918141509e-05,7;31861368099901e-05,0;481451725012232,3;07669456400923e-05,4;80772561672111e-05,0;91632838776777,0;892,1
"344fe4ac8ed5e948e5f43eef69089ac4",3;52237811574965e-05,6;92589672112757e-05,0;508580802974519,4;34580858118876e-05,3;53322721267351e-05,0;916388316070376,0;973,1
"d832d1731732dae4e08a61619d67b246",3;52236637915228e-05,4;97717506884326e-05,0;707703934547535,4;3170809107363e-05,4;23491648669769e-05,0;916448244173301,0;826,1
"ce5e463b80e08615e07ab060a672a1d3",3;52037179409734e-05,5;9369608245775e-05,0;592958568889977,3;22957847471561e-05,4;96966346759517e-05,0;91650813834117,0;71,1
"85f020d8567613a020d811cbfe04d018",3;51983804487616e-05,5;0994814138038e-05,0;69023450803219,5;00041200046577e-05,3;39843230010155e-05,0;916568023428047,0;536,1
"351dccbfa7b3812b45cf87230a596276",3;51929340070991e-05,7;35411996808791e-05,0;478547183888943,2;4184120579182e-05,5;4456068023175e-05,0;916627899248572,0;554,1
"16d103b36a8fd30b2b36fb32d6d09c50",3;51792325258432e-05,0;00010451799828595,0;336585402540878,7;03584650516865e-05,0,0;916687751757956,0;117,1
"afb4e3644dc7fe3a66f73a5af10cf34d",3;51729901362182e-05,6;11390029440214e-05,0;57529544877306,4;42715681217659e-05,3;55816230134289e-05,0;916747593646793,0;774,1
"96291f37a0f0f5cad7cf452365ae998a",3;51333079415859e-05,8;0310646691333e-05,0;437467625887981,1;02807107062917e-05,6;36575875719843e-05,0;916807368021964,0;126,1
"7c77b259321cfb096537cf1b477bb68b",3;5128803864441e-05,5;7535830831232e-05,0;610555254993766,3;91088789301324e-05,4;21422686312781e-05,0;916867134734083,0;91,1
"5655e9679d8b3908da0379369d431234",3;51152834906331e-05,5;82501856915054e-05,0;60283556307622,4;33498854734808e-05,3;71914913263525e-05,0;91692687844319,0;526,1
"4c7cbe0c2c92c69f80c92097d8e800f1",3;50877115887558e-05,7;24799243166461e-05,0;484102486579134,5;0737430678717e-05,2;59950610476944e-05,0;91698657524259,0;647,1
"46c28ccdbcc92348071e7ce668d18e26",3;50690459628686e-05,5;1279623079462e-05,0;683878777902213,4;7968630597532e-05,3;62216563526685e-05,0;917046240285056,0;899,1
"a78b0d0b4e8cdcc92684aee0130a900a",3;50688709362563e-05,5;50856397020196e-05,0;636624556344592,5;5321117790893e-05,2;38468028342671e-05,0;917105905029738,0;124,1
"86ba837412b150d4617963e3f588302e",3;50687970402353e-05,3;71893453830127e-05,0;94297968084843,4;96409843797284e-05,4;7999438286583e-05,0;917165569648697,0;675,1
"20c4c6d776229c4f6ef9dbb3f847d2e8",3;50670062739451e-05,6;05533326093988e-05,0;579109435646523,5;85594987003779e-05,1;85098031575691e-05,0;91722523122092,0;138,1
"81e7ec99dbb9a2dc7248f751b048de18",3;50614678460582e-05,5;38712399108196e-05,0;650838330509938,4;85006841002475e-05,3;32715171419738e-05,0;917284883370287,0;426,1
"23d0c8dfa14a50cd01d8fb066c87be8c",3;50573510145216e-05,4;83758313041662e-05,0;724687309125423,4;86431223989095e-05,3;68620758966892e-05,0;917344528515446,0;714,1
"a5c079cadb693a9f53a2a328fccfe02b",3;50482250428146e-05,4;61834585661553e-05,0;758891302880877,3;68569874194367e-05,5;00292628717792e-05,0;917404158134049,0;657,1
"befdf87f29417447d0b2fba43da51df2",3;50121609549744e-05,4;32001350402125e-05,0;810464155317653,4;55851658972914e-05,4;25996044993645e-05,0;917463726394686,0;493,1
"88175486dbdb09534623c0f540e4a011",3;49963697147761e-05,6;69352922478818e-05,0;522838827463006,5;96174503349796e-05,1;86094966724288e-05,0;917523267788751,0;252,1
"538dba44ddcb4053c09c3bc69ace258e",3;49652859720105e-05,4;02542079329676e-05,0;868611948103305,5;53816378407983e-05,3;76801048875078e-05,0;917582756298207,0;59,1
