"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ecaee971860960506904ead9fc67513c",0;157380411705366,-0;029525543119641,0;258777516181372,0;39429153985904,0;693365808651514,0;999863537933897
"22d6db2862dc873223678c6a040f54c7",8;58494128149878,0;15579226947839,0;433365310775332,0;359535869947952,0;719194248847409,0;999863537933897
"bad540ed7c299778aa362cc264a8aecf",1;39083496300944,0;0319597680119883,0;322650327212636,0;0992318152789008,0;920954214574982,0;999863537933897
"5766f5fc1e37a5eeb8f5a461c045d57e",2;97339951543279,-0;428296160529534,0;403635117041558,-1;10654853813239,0;268489167422323,0;999863537933897
"43eb6063f703f2a5c9bfd033984c5099",18;7950151846662,0;025185772682491,0;390840700697665,0;0644377179398366,0;948621697844964,0;999863537933897
"f45308d4a82c46c3530b119867024c05",0;122019505879523,-0;043677402889247,0;25859310399342,-0;168903973906274,0;86587217338527,0;999863537933897
"57c56ba6e373fe36290b19e4e480e154",0;232192882084657,-0;0426289900386397,0;25860728043934,-0;164487305538044,0;869347539353337,0;999863537933897
"be73b5fb23377d001d3d04b73646a639",5;04261386018734,0;120570134329752,0;447519839195494,0;269949447342753,0;787199145308669,0;999863537933897
"a213496e50328f2b0257d4f8cd37b635",4;32033431321765,-0;384655387386855,0;399458583248533,-1;00078243714227,0;316932002234874,0;999863537933897
"e5c920e2766434e4e40546732bf160ba",0;477595280985345,-0;189583145165132,0;258678041875836,-0;815436547369992,0;414822471480239,0;999863537933897
"4ee2689149f67b3bfdab765f8d2fa3a7",0,0,0,0,1,NA
"0f507f5a3aa750f1ae7dea6681ef2d5f",0;917983842137134,-0;0860016466087812,0;303135121452029,-0;2874462555168,0;773770648042549,0;999863537933897
"a5b01f1f25ef5674cadc299fd387757a",0;162085117638506,-0;0618270415872317,0;25859310399342,-0;239090063240066,0;811035746752151,0;999863537933897
"fbb8332583a1c1fdd3516a7a9cd0e88b",22;5698870474494,-0;107829963320458,0;455472833367893,-0;23681172155714,0;812802857692601,0;999863537933897
"4d707d5b6cb68395f47f330172619c2c",0;291157553737683,-0;151632857114309,0;258617649945372,-0;584103820217693,0;559150464764769,0;999863537933897
"6ddbd09393ddc3c059d6f453197f8bd7",0;600511249041722,0;264374699318071,0;260210054221398,0;943264894684596,0;345545427320307,0;999863537933897
"427f41918bfb424efe1622cdeb80ff16",12;257881704791,0;0152448995427577,0;455333295373267,0;0334611400266558,0;973306854232858,0;999863537933897
"b559eb7a65bd7a4a905a8ef652ea27fa",0;379845527788725,0;23255677931625,0;321388890926502,0;66219778097344,0;507844476157168,0;999863537933897
"c924163e5107033217fec3cdb93f3df8",14;2775375619448,0;00318712835513121,0;451060740035934,0;00706711424702918,0;994361305589494,0;999863537933897
"cd702161e80a93be52448ecc1b4c6281",8;72866457050667,-0;126950757891843,0;416788928218073,0;144725830469076,0;884927344102829,0;999863537933897
"b40d0277a55a6ff1ea25d90358aadf17",1;81090856310576,0;167750272108122,0;406000494986061,0;415453813485404,0;677809719387922,0;999863537933897
"8b229efff9ff6e117ca804b83583339d",0;640450014514956,-0;0468094013202421,0;27888689942649,-0;178121693581373,0;85862740544319,0;999863537933897
"40b0790fc7ea90fff66646a2309da3c7",10;3993859167137,-0;107465150147318,0;406768280139915,-0;264917008511688,0;791073395424476,0;999863537933897
"1cb503a53c0d8cdc5a251fa531d50342",0;615594470624461,-0;0201106059058046,0;261632608683921,0;950717728053463,0;341747686326505,0;999863537933897
"e3a86c80e9e2f9ab9449b1bd9a99b862",0;414164424384365,0;129084579749892,0;320105335534309,0;324338257580444,0;745681958427255,0;999863537933897
"d06e4c5c7aeeaaa26b46aa010ca1687a",3;05663346449909,0;0367397989418827,0;444873101636341,0;0824953330253132,0;934252829392999,0;999863537933897
"0c8caa360f284febca859b9b2497f623",8;127071388342,0;529960425493808,0;444348471604463,1;21520155434877,0;224289227755557,0;999863537933897
"ad02abeda2da467e69088b05e596ea44",15;6430722504566,-0;39051537375882,0;360252871198379,-1;0834716803565,0;278599114328919,0;999863537933897
"fd516f3ed0c6d0b43c1424f5791fd3ca",0;12064703158195,0;0243426109644958,0;258598393895985,0;0818971146990884,0;934728528870128,0;999863537933897
"466db370bbd55ff2bc1db481b88b58dc",1;00730850717994,-0;248599896496176,0;32305460579271,-0;183953279121075,0;854050107218954,0;999863537933897
"b8fe0421aad3cddd1cbce85dc28d3066",0;759025434914076,0;42347114736423,0;440699184112171,0;956406020248722,0;338867144349839,0;999863537933897
"b1a7a298da6ca69e25bc45cdc1ea4cf7",17;5177583597439,-0;636105006962601,0;456068030659003,-0;253091738017327,0;800197323194473,0;999863537933897
"4580d83ded87f292a3df269e00c2ef64",3;53057589771433,0;0332223293593183,0;397541876905614,0;083673008890269,0;933316417656197,0;999863537933897
"134886d509f7b560d97bfecc2be85f74",7;19383760019022,0;793157414776621,0;407920434362601,1;9483600182104,0;0513719003049127,0;999863537933897
"4dc4a8f9ab8569597f232b52a90462ca",11;1346032572433,-0;00975212713783278,0;452232244850007,-0;0215660660113511,0;98279410263268,0;999863537933897
"1aa67bc68bd17defb572b2d35249a25e",2;23229854479407,-0;0217069337502232,0;435987234868934,-0;0498253148745239,0;96026159338073,0;999863537933897
"420b7c786b749d254185ba38f5951e73",1;11275125939516,-0;258071104974248,0;456089822570284,-0;567932556617775,0;570080764281788,0;999863537933897
"b5c712de519f43ef1f98551e3f713d99",4;94991565025636,-0;354802940953728,0;448752090418175,-0;795020648602117,0;426601490999466,0;999863537933897
"137cf895f87aa2cba8866e8e2cadbc68",1;92190045114782,-0;465862041548961,0;451714109237037,-1;04067574617658,0;298026063351862,0;999863537933897
"a0b7bd51f84c2661a9925377dac55ad8",0;707807457070946,-0;326142984818023,0;37856413853484,-0;922098959243505,0;35647695979748,0;999863537933897
"8e53223b1e0f8814bbb20a268a561281",0;237012304673785,0;274191497677849,0;259497036464724,0;518993907748652,0;603764989671918,0;999863537933897
"553a9310cc40bb33fb3c62b158263ad8",1;46198719905875,-0;0633595169082404,0;425616293170486,-0;147798908592297,0;882501470696273,0;999863537933897
"64d3ecb799e7cd9ca63522ec343a5a24",0;458382192539415,-0;179620377188998,0;258653079556722,-0;794580822216053,0;426857377659398,0;999863537933897
"b1f57e00195d89858c5f87288d947866",2;4454156664631,0;0875847926718473,0;421513414353451,0;207921999566314,0;835289871371229,0;999863537933897
"7971c52f730ea7929be580d6f4c97bae",2;68198384930988,0;120491534418726,0;378637420611126,0;320277473979992,0;748757997676841,0;999863537933897
"2a5c795791ffa4836f0bfcaf4f930b9b",0;746479644496213,0;124604416665392,0;452829079582037,0;275057542244732,0;783272030226061,0;999863537933897
"f31df92b794801aef818862a0e32e254",6;49822272723315,0;900241102118134,0;412479983871405,2;68452120305008,0;00726337760235613,0;999863537933897
"6d717b97f336681c06c645b4113e1cfd",30;1603152241454,-0;18783714161839,0;370600442420406,-0;506787161282074,0;61230416561869,0;999863537933897
"0e7c1eba5ebcb8f94a781405a0d660a2",12;2177086460457,0;222761578478763,0;415545206157458,0;536445103629075,0;591650966375523,0;999863537933897
"2ae6b8174fe2db2fdb1a7999a70eecf3",2;06842014140184,0;70088728481687,0;442327426194135,1;63849914424596,0;101317612416648,0;999863537933897
"f385e7879d1426173997b1be6a435eda",38;0576809824377,0;144619633503278,0;418345763297804,0;345701890783409,0;729566763142854,0;999863537933897
"9cade3308a79e80cd3a03121ff31bcbc",6;12816493630699,-0;291013302373632,0;447384545756399,-0;653590764989815,0;513375495577369,0;999863537933897
"06a3660c506c4bbf0e6a4b2660ed2ae6",1;72015382089625,-0;460414999831558,0;455560112706326,-1;01175887672179,0;311653356831928,0;999863537933897
"703de468f47e71daf55740697f3a65cf",0;152718802103501,-0;0958979164225451,0;258842791231442,0;255912250326806,0;798018595144263,0;999863537933897
"2b81681fd1dafaed6e60faca124282c3",9;89683248432985,0;274371737526265,0;439930036375071,0;623382501537461,0;533033194144176,0;999863537933897
"2734f75014397917cd858548a44c8ccb",8;4072546548966,-0;0554072408057529,0;416354955673821,-0;133150494928214,0;894074361455162,0;999863537933897
"53b59c011bacf8cd585288efe6ebad09",12;0705362393584,-0;16134040492218,0;43774354988018,-0;369344866803982,0;711870687073109,0;999863537933897
"af9fb9b06a5c508a3895d2fd6c09fed6",4;05625795780087,0;188548144741466,0;387317022402173,0;491829780417006,0;622839681942691,0;999863537933897
"eed490c48d74f24da672289fb3b38491",4;9815005996259,-0;409034299441492,0;367302547267233,-1;22347332184569,0;221150974518224,0;999863537933897
"86035e50f30fea2a47b73e61e9ee30b5",5;21219533113984,0;163653353962422,0;402765299947739,0;409084944670693,0;682477324414028,0;999863537933897
"fbf2a5c15a7c0e45704485883f63cdcb",0;499920903683697,0;0952779169514827,0;375782775563402,0;251253145465512,0;801618397880771,0;999863537933897
"b53ea4a79a34bc1504c48d074ddab15d",0;890528579320524,-0;218701357081632,0;28686074767938,-0;83869078276652,0;401642851995456,0;999863537933897
"83d469614ca52187c6f8a473ffd73469",3;77919640830919,0;0288596276922698,0;429629602053602,0;0671931369660027,0;946427948686153,0;999863537933897
"eccf0b2ee0c3c447275c741d0019ea51",56;1912399442636,-0;50206344250822,0;221954732670517,-2;26215149154714,0;0236880451704039,0;999863537933897
"b8aa12c609e58d539a4a20e81571438f",2;90058563554851,-0;0027235161202378,0;399138148777576,-0;00681765689847378,0;994560338959534,0;999863537933897
"429171a56b09deb4155198d0a4e1532f",3;95376708448043,-0;0048902148467831,0;424428265933777,-0;0115069999964477,0;990818944974311,0;999863537933897
"0b35df818ed53c0f7874fa0eb6f93d3c",4;9456449824407,-0;112773259090394,0;285003036122609,-0;408539557732605,0;682877594858392,0;999863537933897
"94d898c0919fbc288b5583a711a69129",2;11826332321521,-0;345087419423352,0;456144096196338,-0;757003917736629,0;449047515319091,0;999863537933897
"6a4d4ae5b92c16f5780a323cea6abbaa",3;54332475257778,0;283970720765342,0;437078178700568,0;654817100036019,0;512585519564114,0;999863537933897
"bb3d4ad27dcb75f21c9d232b683da879",304;349524351119,-0;240612205703661,0;298509396595885,-0;806043996313454,0;420217481348108,0;999863537933897
"065cd35b2cae7bfb5b8d0c47f8d51236",3;46293540855358,0;15498508193067,0;450560196425763,0;344907281192705,0;730164076527931,0;999863537933897
"ae46a8ebb695e2ae5327ed7f2db8f43a",0;0285188362548106,-0;015631953528735,0;259605889588924,-0;0636248399055854,0;949268952426143,0;999863537933897
"00a407bf5ced685c1e6d768471c412c3",0;0870861385592531,0;0561458447011167,0;25859310399342,0;21951808282749,0;826246495302674,0;999863537933897
"c2630a63abfeb0be46a4c2274c04d60c",19;7385495784684,0;00768300609278613,0;273920771781099,0;0280388945453565,0;977631129970253,0;999863537933897
"110ea94d7f5cecd3402fe136dadc66f0",6;77184584903326,0;0932453010240053,0;455521484680224,0;204810947555794,0;837719833413068,0;999863537933897
"a004270cedc48c58a3479c47cb74b322",1;96178832135501,-0;152396025970855,0;450099777333139,-0;338750803074001,0;734797465620077,0;999863537933897
"c777ec19f9a98ae3f3e71ea2f0dc2145",3;48371996222205,-0;0879214884688776,0;348943698157895,0;138613162489006,0;889755841563155,0;999863537933897
"6f4f743970845256aab8a2c3baa1107b",1;4551732959502,0;00961391121559319,0;455966794463905,0;0210608120189005,0;983197145434205,0;999863537933897
"2812dc0d6f6f25aa929e9ead79d5bd46",4;15075850888253,0;466343748807539,0;418693498121579,1;15006632848403,0;250116553435182,0;999863537933897
"737e1cacf469acd3a6b372594249fec6",6;16817147062291,0;416622823844183,0;455538873333432,0;917219442310316,0;359027660731356,0;999863537933897
"5d040117057fc9380ce0277c0acfc4ad",5;89402186557499,-0;153592917107809,0;412377922819357,-0;374076556451907,0;708347359857172,0;999863537933897
"95285ca3333cbbe3c3781dd7c0525213",0;906564998889123,0;147241727506718,0;323952274157767,0;4789594667109,0;631967464562643,0;999863537933897
"c46aba84aac7158028f40b23afa13393",5;07584416124068,-0;0851302363698513,0;283381289548678,-0;306059980131918,0;759558977914032,0;999863537933897
"a383453604ced45d6a649b5792e73f43",0;345368243175984,-0;205735585091253,0;384179361810972,-0;516965248018961,0;60518041835812,0;999863537933897
"742f5a4b3e03054165bf730bec53dcc3",15;958647454878,-0;147858444934294,0;450951465563235,-0;328156362180951,0;742793440413485,0;999863537933897
"1680148e4693083cb3410c03dbac6460",3;82871199614195,-0;304874309679437,0;409094329612341,-0;757528836485903,0;448733096490282,0;999863537933897
"3b7355b48aa7cdea6d101e3905b9aa07",11;5189577411734,0;770504932894183,0;413515969213969,1;86527602552552,0;0621427238440719,0;999863537933897
"3e5c20a5b759e9809f9390b58aa3ac74",2;75548717882429,-0;0979150885724575,0;401138001945475,-0;24464657168355,0;806730100566211,0;999863537933897
"dd0559af63c064b204da739e729a68b1",1;73749892047916,-0;100900138180973,0;454943344473117,-0;222376019271974,0;824021178329197,0;999863537933897
"51ef83b23089d9929efbf952bb08a5ae",18;9682657344221,-0;0976073050003022,0;443841964339282,-0;21992459123485,0;825929884103869,0;999863537933897
"d472f9832838c4b0a1589c58e4ee3c2d",4;16830394267057,-0;159598799804824,0;436035182767625,-0;367359601741104,0;713350801291417,0;999863537933897
"3f4653e6c563389222565679a3a0b4cd",10;3144088424305,-0;0105192797139721,0;446013421037424,-0;0235680394017462,0;981197165929205,0;999863537933897
"57a8cb997bea5d42f26c3563214650d2",3;19347467790359,-0;00480266799437959,0;425862582529381,-0;0112790924976348,0;99100077704709,0;999863537933897
"42e4ecad95ad6b650831bf43ba5b1030",1;47094105499577,0;100883793901588,0;323335504966414,0;31525554611116,0;752567634348349,0;999863537933897
"97bc1d12f40987ea7cfcf9e75969ab8d",0;390785979848771,-0;0358363794315637,0;261093971011201,-0;719629576058602,0;471753096924384,0;999863537933897
"87804ce6fd8c6ddbcbf02a3468015e4f",20;764658419878,-0;363964883599916,0;352935587731624,-1;03139588187069,0;302355211244555,0;999863537933897
"7f72c8a36cdd15800455e219218afca2",3;42055355460604,0;195077337923068,0;417217562708899,0;471561369672617,0;637239905649078,0;999863537933897
"660edb1ebac0bdf2666cf2d0962917dd",3;36735809638859,-0;0124275603319961,0;454640641551107,-0;027306412815488,0;978215342089961,0;999863537933897
"29ba2d5a1fe5dbd7e7a21c3ee445059c",1;69885263017818,-0;327381325310799,0;45604623773503,-0;718632390425265,0;472367450664589,0;999863537933897
"d4e63ae8799cf8ca48470ad8f8231936",9;59269588823101,-0;31908776206137,0;403003439336415,-0;792554991842068,0;42803714028116,0;999863537933897
"982e0028682f3eeea911032881aa6bc1",3;08798637746069,-0;396319707978551,0;453353799419741,-0;876748449602084,0;380623284642103,0;999863537933897
"6b92e87209c00ebd9913d29b91a41392",0;137877347888769,-0;070901860936224,0;25859310399342,-0;274183107906961,0;783943908821473,0;999863537933897
"7ea9777dfa4b25bdf7060d6dfd25f2aa",1;73625565406497,0;0418948530309046,0;383955560808216,0;108993673972322,0;913207507881938,0;999863537933897
"65bfa578370034758356de4179607ce3",0;194991121631409,0;0478824256334937,0;25860422628226,0;190967673170041,0;848550920100021,0;999863537933897
"eaa99375e2aada6db0a1e4c77f8a2dfd",0;985762780537438,0;275969220665483,0;361435941424387,0;823597844680883,0;410168101033528,0;999863537933897
"92e1c8f4e2414fc9e8b3bcc96636fe5f",5;11299504802952,-0;176347123254214,0;448271651102775,-0;393931026929234,0;693631962525011,0;999863537933897
"816e9bacc0fa03fcbbb786c525385885",5;43569169499128,-0;100050887007747,0;426755138887781,-0;234845124727765,0;814328942526603,0;999863537933897
"1150128d2b8434090abe1a9b8469d075",0;561773265515191,-0;179058900081396,0;427928245406553,-0;369992982873246,0;711387718843252,0;999863537933897
"4e1f17332279b97120007e03237f43f3",4;02296719337536,-0;275347357172485,0;365964219218344,-0;782845655913853,0;433717753261142,0;999863537933897
"b3dd36a527e14aca12738f06246b793d",1;34507242161607,0;482552814268571,0;383651081650865,1;40615468972463,0;159678195472722,0;999863537933897
"9b98e6a25505e5b87146de08e1619f8e",0;197036892360421,0;147565159368248,0;258618542802261,0;466326817286829,0;640981586036043,0;999863537933897
"e1d46edb3503e86d3522d905343143d7",10;3172334381168,0;26180998347943,0;33256588495646,0;847325874122474,0;396813508583941,0;999863537933897
"44d43f394711ffbeab6f731656b5acc2",2;58743432340135,0;271191595020212,0;455728196899605,0;59753848569565,0;550147920106707,0;999863537933897
"f4d31801ac9e606357257e9ee5a0d9b5",2;18327458108433,-0;00739568684780163,0;423636884054868,-0;0174007888632707,0;986116879829507,0;999863537933897
"9da6a8fa40e10fb5605c13229d31e700",2;93674714617568,1;23118884697224,0;44587434293788,2;9108640341514,0;0036043082519903,0;999863537933897
"932709a88cb95872ae74ce131c054bcc",10;0772169307215,0;0979553915313692,0;437532534407598,0;223866217324375,0;822861403266419,0;999863537933897
"7b1e7f0fcf6975290a235a3a68aa360c",2;04804509141481,0;0204447209137385,0;453660134252399,0;045136244330242,0;963998712051751,0;999863537933897
"5448849ba991c6a40b18bb21fb3434aa",6;71445153182539,0;446897214960384,0;44016035974091,1;01614084248627,0;30956232229068,0;999863537933897
"2d61389b9ccf8dd139ae66122c0256af",3;5738551476329,-0;208279483028545,0;425336446230085,-0;492049381674284,0;622684434568839,0;999863537933897
"c0ae23cb2fbe64f481271546d06b34db",3;34068622849859,0;273340122804518,0;400437790823294,0;694508940308814,0;487363096088555,0;999863537933897
"5a7065037b9f891d8f85f81970bab31b",19;8607250400804,0;0890396978892203,0;45624820835555,0;195196487154774,0;845239129012618,0;999863537933897
"04d62aa27d23c86646a379f756bf5d65",2;16164364986495,0;173510676975083,0;446303920108804,0;389471842775566,0;696927135830378,0;999863537933897
"8d342624c0840afa5c905e5e690ade79",0;626842416493105,0;0647039859132818,0;282812535698877,-0;459745164544471,0;645699147161833,0;999863537933897
"1fd7a62ade4ff8305fa67f5d6fb66808",3;80373478006564,-0;225218722450984,0;437633201515874,-0;51597598723473,0;605871180574724,0;999863537933897
"587f59a0f32b555ccd31114619a4aa50",23;6290443051142,-0;30533035680251,0;451915127043102,-0;676372438773598,0;498804211458657,0;999863537933897
"b4aba50dce5c886995fb14ed4d7811ea",3;5370106476114,0;171434942776902,0;456254499123135,0;375503837307492,0;707285793128194,0;999863537933897
"d0d2f46a5598b6be45bba2ad6d1423fa",13;8890266147482,0;092090908241508,0;454296847442195,0;202761062914334,0;839321793014404,0;999863537933897
"b1883fc9d12c4ca066b839b72d766325",0;430702276821464,-0;281463886377925,0;259925483833581,-0;767267106477404,0;442922721318833,0;999863537933897
"92661757c3a0890519d4bc0fa0372647",0;277817629781959,-0;139862844047998,0;258608906682797,-0;508449276740862,0;61113830260439,0;999863537933897
"7ae9e6c39039dca36b78dcdf337dbf4c",34;1387676949102,-0;252864241700998,0;33701451565508,-0;750332248896749,0;45305462452791,0;999863537933897
"f15c00f8652f2a32a5dadb4d68fdda29",20;748271214615,0;124519536091515,0;316967721171351,0;392972968160069,0;694339446868281,0;999863537933897
"1e9f34b230d44e6a94043ed39282ddcf",0;125740061363702,-0;0799766802852165,0;25859310399342,-0;310413026420425,0;756246889411094,0;999863537933897
"f9942403266be455d1b555b8453905c0",8;12005349060193,0;191605340823807,0;456074393317422,0;420114345237227,0;674401923608561,0;999863537933897
"8e13c7679ea297c2f3314539acc64387",1;37656970091034,-0;00862510897937146,0;444771613128348,-0;0194141963710095,0;984510685476846,0;999863537933897
"0a5bb4db79b41597a3c564d06ef28f46",1;43679712609196,-0;293445060869716,0;360325177700797,-0;857167245313727,0;391352461780021,0;999863537933897
"b2a756770d670fed07daff8c91b09fc3",60;5624511748414,0;124183307820491,0;435992928125822,0;28521458059688,0;775479750392978,0;999863537933897
"73af6572f66af2ed6904ea1b5091bdb4",0;422306846702405,-0;0966576569994779,0;260132972800218,0;213276682353235,0;831111159936594,0;999863537933897
"472f017e100c27cf0d1705ce20ec64aa",1;92213761185724,0;263955710946625,0;452314366148526,0;585574144090775,0;55816172788657,0;999863537933897
"f5f0047f582b01f4b67a62250dd9a8dc",2;93702462314324,0;0192042128568555,0;397061718818623,0;0484241688069929,0;961378197973458,0;999863537933897
"3b603874666163c3fdea9911bbbe1f05",1;89123770855179,0;0906466876902426,0;356448413317544,-0;438424756229971,0;661078403758864,0;999863537933897
"623340b3c1c0e1d359d900aa9c3f2084",6;47931619254598,-0;0273358801908114,0;424742293630381,-0;0643834478108352,0;94866490941355,0;999863537933897
"7d246766bcc24b8507467e661f43e6d7",0;898415952674604,0;0446181088570251,0;302324759471054,0;148112895371763,0;882253672658572,0;999863537933897
"56221556af1bfcdd26ebe1310e083204",0;717475184200418,-0;284120097310614,0;263480078669605,-1;03776186237677,0;299380936245536,0;999863537933897
"cbc99d284f0394282025bfd157d3a5fa",1;82940231093365,-0;042685813586346,0;403385106672864,-0;105990622832053,0;915589792172974,0;999863537933897
"acc9e28eeb3bcf05ebebccfc755c8eeb",0;807959739151713,-0;61803787536708,0;354873569355183,-1;65481043394881,0;0979629568228101,0;999863537933897
"8eae58a87e215eb05429e9cc365a9721",4;80811750821886,0;4188428135039,0;435541797076513,0;978092712998073,0;328028471571936,0;999863537933897
"2114ad19da88d3c7c68d8d6e69dee77d",2;33190944426801,0;156296470668837,0;441348245090767,0;355244014464329,0;722406793486585,0;999863537933897
"a049259be0056bde7df543e9498d8954",1;52159729138169,-0;256345940475111,0;449254002694059,-0;572025642426983,0;567304602689875,0;999863537933897
"d45f10ca6bf3c1f44f2a061377a2a1f8",18;5617190940748,-0;309293114679702,0;428712400237041,-0;721759564373235,0;47044231385914,0;999863537933897
"c7c138630577ec275a34a7f262b3d3cd",3;72392703486554,0;24184086917898,0;45456651304573,0;531920093983609,0;594781339548254,0;999863537933897
"aceaa3aebda540a0db2a8c12a729206a",9;95888044754359,0;558323596091769,0;455531574183688,1;23247496953448,0;21777171114756,0;999863537933897
"702a02661c84038a5a2d78ff7d35b2fb",14;18527354134,0;0327802279321501,0;433722212796926,0;0756435850742234,0;939702659901702,0;999863537933897
"0c93788cf072153a86f2524fe7e392c8",2;69636312133992,0;296431708939654,0;433910906166135,0;687002740429206,0;492081001508067,0;999863537933897
"ef94e3f02c1500ce81d5359733b2b762",3;68136015803221,-0;0946551194563402,0;37507498545259,-0;253348926913125,0;799998590794821,0;999863537933897
"2753924eb4af0f1cb0b8039b6f3e02c1",3;04572997848191,0;0772863937090942,0;417990467419626,0;185221597543993,0;853055229785548,0;999863537933897
"e82cfeabb4b63a5629eb090b50f0d3bd",1;24952729461312,-0;387091046191833,0;37913035025664,-1;07895932290241,0;280605861411674,0;999863537933897
"666345a4a25930b74af1bea31c00e39f",2;87408034673729,-0;286238197521617,0;454993006070629,-0;629638690592936,0;528931003576573,0;999863537933897
"8914af15f7057c682323bfb35e7f85e3",0;565261902766261,-0;212805593526896,0;280519482438911,-0;716981608143568,0;473385445081639,0;999863537933897
"28c343af51bbf110cc6be8591f4f4140",0;78338121691594,0;0093432451777661,0;426120488603166,0;0217329075642581,0;982661013526775,0;999863537933897
"c01731f9bb08a8796835c7fb57e5214f",61;9249604199967,1;02638470456909,0;363431453268336,2;8257642228261,0;00471679687816179,0;999863537933897
"bf52453442ed5d817109c4b3e2e7c129",6;70658113349079,0;11956647859203,0;449630617053327,0;266212033279498,0;790075916096517,0;999863537933897
"9e790995a07f660643eedd570a6e63d1",5;77906888611134,-0;245649544734154,0;450496229330974,-0;546621569801516,0;584638747108063,0;999863537933897
"507d412aff19e07a478498adc8bb057a",3;12008617274289,0;0685520624881576,0;455018653123371,0;15090615099097,0;880049748268518,0;999863537933897
"ad0f392c638101a23632ab22185269d4",1;6193575375931,-0;0184180308138718,0;406546423024498,-0;0454406360390922,0;963756091547904,0;999863537933897
"31fceec380b7cabb7cac0acbee9b5faf",18;9581248889441,0;00397183993628514,0;455545980840048,0;00871766792430488,0;9930443954588,0;999863537933897
"4f59e496a011c608a90a52b32ec24b8b",5;89772012624914,0;046792365303586,0;381055351634153,0;122988224610276,0;902116422572156,0;999863537933897
"89e8a044f85c190bd78f2f8ec7938146",6;27115519117936,0;376095318881443,0;411576475513371,0;93959591165823,0;34742487416256,0;999863537933897
"ea841abec5433d3404cc5bed2cbced18",5;25164844532041,-0;113084000990881,0;412918406342487,-0;274521987418864,0;783683508901031,0;999863537933897
"2536bc18faa33837cfffcebe169359ae",2;2140235458292,-0;0538496064684653,0;380841924964592,-0;141632482002506,0;887370308629483,0;999863537933897
"ff382c189e01425097a812bfb255e066",2;39498816435363,-0;167084292268276,0;401394430353482,-0;41949120315577,0;674857182387558,0;999863537933897
"3609a69825e04355c0497adcfefc5d46",3;92013502770809,-0;347475377125237,0;45507172927805,-0;766451808087371,0;443407516304356,0;999863537933897
"c4bd9c5c5f6d4494dc79188599eb1c52",5;26642605363705,0;0670522338193307,0;454896294415182,0;147294071983552,0;882899911318308,0;999863537933897
"dfbc2ae917971ff4a52146faa442e290",2;31355938828347,-0;0118046960805953,0;367459708354152,-0;032121714676699,0;974374986536304,0;999863537933897
"ccb41473713f064eb17217af20bd4acf",4;49485335165716,0;311526169316103,0;448871626268133,0;69728470694626,0;485624636787155,0;999863537933897
"ba8a2f5eef282b8a52055c79c6049115",2;45545091375218,-0;2431969145912,0;325407045639962,-0;804352562936106,0;421193389105812,0;999863537933897
"84462d2daef41211c677f6a3ccaeaa50",2;97853652336739,0;0350496164050665,0;364593285495069,0;0960037255450039,0;923517613675396,0;999863537933897
"f62c5ea98deb365b233f7c363dc5e060",4;8758824173435,-0;218973534039059,0;455215734459979,-0;481412239396885,0;630223539560907,0;999863537933897
"2d77dc75abe2d3b7c157a2e6d831a820",6;13664370056759,-0;204294660230681,0;444605765611598,-0;459586556452301,0;645813010464021,0;999863537933897
"6f8b814a1ffa931e31315cff7f3e8e37",5;11720225925791,0;224003649892484,0;448139757927832,0;500792721527886,0;616517008588539,0;999863537933897
"21c2404f6c2b3ffec6c583c4e9909635",6;59866185040996,-0;348244558481617,0;420288669857918,-0;843430274182398,0;398987846297211,0;999863537933897
"739d4530f2c2ea2ca8e812b7c5fa08c2",0;342228930313736,-0;111958256357765,0;258632233216645,-0;442980610776182,0;657779759207178,0;999863537933897
"34cb22587871bb8c09901fe627a85e2e",0;421311521868832,0;150924178172288,0;261708466825311,0;0400484774546223,0;968054477850391,0;999863537933897
"5f1cfa6a20d0431f0dd638110b1b0d95",0,0,0,0,1,NA
"0e28350e8a9a2e173b986e57f89ddac7",0;586968804672561,-0;0401171642229086,0;300597340262938,-0;17065664945468,0;864493751406664,0;999863537933897
"71af46f3b72e528030df3890f8986f4f",4;60416031431186,-0;331973665320594,0;453819352298198,-0;733780141876793,0;463082745315941,0;999863537933897
"123f9f4f1cab5d3b97663b327ce50f09",5;50140391341251,-0;249720506178383,0;456233459613544,-0;548016049815681,0;583680882418008,0;999863537933897
"46f2ba47c4cb97efd8adaf3e4df0c794",10;9125197742979,-0;244699158408927,0;415050568715396,-0;595437096997085,0;551551334468595,0;999863537933897
"364d187b0e1479e54b8816d3404addb7",2;65138636511384,-0;498947680504898,0;397787893472543,-1;34171352720213,0;179688899262699,0;999863537933897
"c86a8b913ecb86063b743d012af6db6b",0;896953239703452,0;155910844296842,0;421975117038126,0;3712043513512,0;710485332378363,0;999863537933897
"c2d61e0122293d3804036b8b97dca485",70;0441674051235,0;0195830956878814,0;375199760066255,0;0521969178677345,0;958371788773006,0;999863537933897
"bbe0c1e764a455452f758111489fa94f",8;30202931090711,0;136111873434469,0;448945070641376,0;303426540446512,0;761564822104432,0;999863537933897
"b6ed566185b8ea48527103a548e5fb42",0;390462418814474,-0;187371185966999,0;26088925288235,-0;713824906023979,0;475335456804198,0;999863537933897
"49fe8e6788c5c5574da6c147fe6a5d4e",0;968836010484674,-0;0771078545694382,0;282497323615812,-0;277674707898096,0;781262077531578,0;999863537933897
