"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"86eb7a66afa09254d4e833ff3f0c43c8",12;7414195221104,0;180177433475868,0;554955070255976,0;324920468895946,0;745241264765348,0;994819859255315
"3345bd2bf165d2b5809f564b356a3e4e",1;52421905975547,-0;391581028813217,0;520096310158914,-0;774523637624285,0;43862119537223,NA
"216bc16a1016a6c9d97bd619c427352a",4;17229923342156,0;26973253973891,0;548842311435337,0;495191143493343,0;620465201690403,NA
"bbd309ab809cd4b4c1032d2dabda989b",4;85782196948377,-0;510753252782586,0;540641203218716,-0;95646482858731,0;33883744551113,NA
"3b316ee384e936c0bfee0dfb7d4b41f2",3;31969039143834,0;362344495982653,0;55548605232605,0;655414290227033,0;512201053320389,NA
"cb11e1b88acd4ae83dde8ad17115741c",3;16601137202316,-0;0380885117685875,0;554464597098006,-0;0687589388115476,0;945181502776875,NA
"6c9b9ff3db68e7ad98f829e3b1c0f4ac",0;434126008881799,-0;316670855243311,0;369369614352916,-0;78761466719601,0;430922132760574,NA
"8ed7eec9c543d7b2fba3dd627585e1fd",2;63433570566794,1;1091676380278,0;540603564582197,2;04906300629753,0;0404559542990167,NA
"6a847284e500e92ac8b059e8c106cece",1;19305719996169,-0;329200814482646,0;449922468809623,-0;747722110029501,0;454627792008861,NA
"00c30f0b77058958057353b36eae3b17",0;119942473067605,0;0756094301454919,0;369049654871368,0;204876035372111,0;837668979066476,NA
"59786243d46a65a275eebd80d6b3c4c0",7;87638465854819,0;22710285410937,0;552332759279408,0;412200105677175,0;680192759702794,0;994819859255315
"bba457babff8756b57007a1f562e9c3b",106;745795196111,0;11039257873356,0;341697254560597,0;323062707077924,0;746647752577603,0;994819859255315
"0bc5794ddd464b4c41c46375e8c4290b",30;2203655839702,0;129993537060263,0;394907095098793,0;329134917448739,0;742053712894445,0;994819859255315
"57ce96d3e91448a2991a074b2a97100b",0,0,0,0,1,NA
"dc93d04c6c5dc4296e51be922d694139",3;21435536695387,0;00348772467515858,0;55323939578489,0;00630818788551031,0;994966827660564,NA
"ab57e08e91af747df7c8a4a391e39fd5",5;91942003063475,0;773531859516623,0;539011272875774,0;158681931345423,0;873919474490087,NA
"274448c7857fe993796efceb9351f9fa",1;89027848126835,0;386705452992734,0;486202125018949,0;816679301905942,0;414111722758135,NA
"6b7c6bf7b10509177a47e234a2f742d5",34;6097350680315,-0;882997141874217,0;542584997291522,-3;48530262032928,0;000491580744066676,0;0399716592519216
"35252beabe642d290261278dd19ddaa4",2;94025821170889,-0;50592527739857,0;543253608862621,-0;940708831861396,0;346854091761117,NA
"af36232a85eb08d22c146789a9233cec",1;39508725562523,0;0753482733301615,0;510420393991811,0;146392897392288,0;883611233967765,NA
"76ecbc0b21234c20a8501c72c6252c17",17;318442908325,-0;476568148422531,0;550302957112258,-0;688510182683441,0;491131560171853,0;994819859255315
"2d2c99cfa88d14267a71251d657be11e",14;2615301192979,0;121228918160805,0;493210728251394,0;245902227296536,0;805757919629479,0;994819859255315
"3599b299a26968966d8a1d0a2cbcde07",3;61358855283101,0;260629488310928,0;555576276318698,0;469454111702296,0;638745077831363,NA
"7b60e8d8bb14b52ffc6f9c2ee3d1f808",3;29199651547648,-0;104991111845784,0;550363768914718,-0;190796730025823,0;848684850685912,NA
"463c91a7bf798117887396192758b183",14;2918404764929,0;382462800826748,0;418880555675493,1;69212385029712,0;0906223618523511,0;971581461463847
"7d01f1def806199b432bd6647e531dd1",5;73763961853816,0;780615874135507,0;514020221970436,1;51909624262603,0;128738272375525,NA
"60f84dbd36b60a4aea1173bac14c1bec",4;4048153172885,0;218508309366572,0;548063086739094,0;399326055525005,0;689652970907995,NA
"78596ea028ae138f6fe45031fbec9a0e",0;427303283098341,-0;000629621974730485,0;54421642189627,-0;00124854895334202,0;999003802325546,NA
"4d8153df9a357e3523769ccd12f7d36b",1;73865834515466,0;248317743650409,0;553375488203467,0;447564340499943,0;654467643493575,NA
"44a421cd2b317025b5d4385141b3d506",0;436199162565748,0;0568861072378993,0;369457699894196,0;129321100249015,0;897103576040254,NA
"78c81d03954034c639f5d11815ced20b",4;85272693753237,-0;0687634383691228,0;373288417747092,-0;694174647453144,0;487572689769486,NA
"0007347862927683dfa9de8b1460ce92",2;0742648215777,-0;171847429735549,0;544441708828917,-0;315115410095393,0;752674028562375,NA
"5937b7db549857e4e671b24ceba5eb93",0;281731223747177,-0;128736994011932,0;407158665966544,-0;285912713574681,0;77494497601868,NA
"8dd044c3bee77a170a7984008cebb5a5",5;81027603685221,0;182373634065685,0;547655046769581,0;33376177642555,0;738559328989533,NA
"e3e79796db471d7ab73b14d839abcb6d",8;27908150063566,0;102819339670535,0;544930696287414,0;188666928271747,0;850353873449837,0;994819859255315
"26b45efe150a6dc91c195c2bcd304a79",1;41577490843778,0;113103617201201,0;43606481154238,1;09099503875125,0;275275065651866,NA
"f1e117170e82cc1bcbe7f60ea640219f",1;47714919119737,-0;3597071941025,0;553227581573151,-0;651501158893921,0;514723029238631,NA
"107653993580b24d41924ab1078d25ad",0,0,0,0,1,NA
"17f00d647f598b6ad0abde73b0e8171d",0,0,0,0,1,NA
"b2afc511f690dfccc6f5f7d76fbbe000",0;0520459921310119,-0;0345111510923714,0;369049654871368,-0;0935135709702815,0;925495568862627,NA
"e9787e49b797565d3104971d700f9507",0;0534435707493748,0;0393196389837312,0;369049654871368,0;106542950155138,0;91515158001722,NA
"9c83a90af73af760277f5f3e83180b9b",2;34026252927135,-0;0552096739454383,0;554652969878367,-0;0995586448185052,0;920694727294366,NA
"a12865e6d4425a546f1dbf7d536eb6d8",26;348224886397,0;571933417349676,0;436822064240586,1;30933195216083,0;190421930748239,0;994819859255315
"1aedb59113666612dd2dc280a96317b6",0;264422048108929,-0;251186653192257,0;369174182855934,-0;5759542205044,0;564646125314869,NA
"9fd5998faeeb1a631ce48f6aa318833d",5;45497345476995,-0;267907419803816,0;515749253266586,-0;523149407307164,0;600870285445297,NA
"8f4b81696d1370a83ec73e5ae4989b2f",43;8073385954398,0;0797635372300151,0;423865945833561,0;1882250006727,0;850700275039004,0;994819859255315
"d53b8b2bcf052fd014c005025abb98b1",0;399019273004425,-0;186243671430065,0;371611065542182,-0;748853587369058,0;453945457029328,NA
"d44ddfccea63d10305bd1f1ae91fadd4",28;9379976956082,-0;282276588241041,0;37628701468937,-0;750296360633526,0;453076234031126,0;994819859255315
"c08f451b1153cc7efb20ae681dc6ec62",8;71100513709421,0;0900057031207319,0;541728480449675,0;166235565921546,0;867971571264175,0;994819859255315
"e9c0ace77e31edbcd726e2bd1eb49d2c",1;55575870774794,0;318748168950251,0;432294609368879,0;77397791293071,0;438943852790314,NA
"fddf5d917ba254a56ee3ed5b54975dd3",0;272471206293413,0;0227723563514858,0;369082471788635,0;0666023142471274,0;946898303336035,NA
"e84b828b9d7275832b0f4de783913b44",4;83606753681314,-0;106523751519034,0;531686798993745,-0;200286080592889,0;841256848074,NA
"cf76c6a0e615cd2664a5d3d27391e6ce",0;409460384918008,0;257614004586376,0;369156030810496,0;738282003076102,0;460343100448249,NA
"754a738aeee8ee53014d8f3c2ab9325b",7;21230870914304,0;439449980571917,0;552997877266549,0;79740887374556,0;425213607312344,NA
"b45db95c25c2c4e3f8477655cfead658",0;921525910862742,-1;17824707587524,0;545593497503369,-2;10501175804901,0;0352902845685489,NA
"5b0d291f3f6d118ffeb2809860d7ea99",10;1725510870509,0;570409786507856,0;485573500667601,1;17382469528273,0;240465250266148,0;994819859255315
"5a77806568cacec1131c77fa2b8d043c",103;70233346417,-0;278052707071301,0;31896101789521,-0;87177837736266,0;383329292738669,0;994819859255315
"8359ced8347ef48636548cc9f2228500",0,0,0,0,1,NA
"dd57f506304bf6ce2cccc4599c710760",17;3725280064833,0;255846938114718,0;470431774409944,0;544047576959284,0;586408733544109,0;994819859255315
"6dae1f6d4fee4bbdda3acb7340d08eac",0;146711235463883,0;00094450156766869,0;369049654871368,0;00255928045237628,0;997957991869448,NA
"4129720fa7f2f16ce2a7ed1deef980aa",2;64490719637565,-0;171088615670237,0;496133799095725,-0;346201116505433,0;729191575696137,NA
"533bda351ed83f442fe26896a16db902",3;79699996868268,-0;145840966862886,0;493401511709179,-0;29701429109374,0;766455598495135,NA
"edb9dd1e5d5643d9c8daf6ea59ff97fb",21;4859724230225,0;344203276504875,0;555321162778282,0;621851154332754,0;534039746119299,0;994819859255315
"0fcc549c93d3c435bfad8c883561a1c6",4;75277788083825,-0;0570628378108392,0;553484495513424,-0;103669920196527,0;917431298204944,NA
"2937d4009534825befa9f0a9a8483bf2",0;476107584788387,0;228480709925023,0;386068577196553,0;4978497476996,0;618589949035571,NA
"dfa47534d677754472b6e25e727e1317",1;73474057532737,-0;902587050471839,0;473114443342708,-2;12474211990388,0;0336081368169994,NA
"d68415bc11e6bb81a7fd018776f32271",7;32997102510505,0;573866667106283,0;492027522649378,1;16572507222867,0;243725619787362,NA
"4573d0b64f2b16fd9306e9a07eafdc54",1;8924412706192,0;654257649086144,0;546624558176852,1;20681772200773,0;227502349503522,NA
"3de21db83c726a68ac6d80b6d889c830",0;537958514202206,-0;561586360537242,0;516517478910647,-1;05082318074218,0;29333980720798,NA
"d269a6b76f323043c5b6c3a2ab38bb60",39;5884058909953,-0;438077190642006,0;337532477415516,-1;29800862847138,0;19428436999659,0;994819859255315
"eefd62544e4e1de04197db3b1b1bb168",51;4115897094202,-0;258078284097699,0;458509537251891,-0;56279870490785,0;573571962303738,0;994819859255315
"e9642769a98c0cf8cb07e76658a45258",16;4815198491084,-0;543065821102504,0;456927087294409,-1;19003170237555,0;23403393194794,0;994819859255315
"dab9c11ef0b796b2f588afbea4c52d41",28;260705746282,0;176399162970831,0;506456598454091,0;34833574486886,0;727588052250164,0;994819859255315
"6040c2e1bbfeefc93b3fbddcc4edd2a4",0;311281569405641,0;184678729796178,0;434458109947965,0;353567086682464,0;723663344046387,NA
"79f2cfffc741f07ad00f1c4b3d1473c6",0;225730318644833,0;400223352339177,0;373218359626337,-0;133864267129007,0;893509906614798,NA
"b509dc25c08334db004e1df933402728",10;1133361139174,-0;193292239264262,0;407645601467063,-0;475065957843049,0;634739961593282,0;994819859255315
"97d2e43071f225040a69696c9d3244c9",0;105158772702733,-0;0970794826162743,0;369049654871368,-0;269466058012331,0;787571058287295,NA
"caba94981ba488066236e9060bf3cb39",0;682203222440434,-0;0165917100260443,0;376791476576355,-1;0175189868314,0;30890660462528,NA
"b0bffd57f4f53bd79e8f47547df7ca6e",1;51521530606844,0;901629885832428,0;529787462164261,1;72591108883242,0;084363409482951,NA
"d9f186360b4c0929084f906697b3c638",2;96284362529787,0;252007571020783,0;547160497391362,0;46023977490445,0;645344124222843,NA
"e2acb94317db957cde0b682454c927d5",4;08506960141206,-0;173344305027316,0;481548598982176,-0;362046544422194,0;717317248949542,NA
"4d682e03e277037f05df79c6a86b2256",0;141245437147109,-0;138605741123203,0;373551148147211,-0;381762263647639,0;702637711757417,NA
"9db3c195c70942f027c05cdadba4b1a5",7;05217976562256,-0;279266192958328,0;527930010929546,-0;528841960232965,0;596915087072596,NA
"596ad127574c7f6a3fa46e86baafd059",0;956851457854294,0;617334075609132,0;436104306019445,1;46947997874781,0;141702648362091,NA
"c484af6c807d7250ba1e0ec36b2fe1a1",2;14414207258244,0;245516392829152,0;510530973790208,0;484925732585805,0;627729028177615,NA
"8de358e2d1fd42b61143d6eed839d2d8",45;148470069329,0;584192415450819,0;307561181308809,1;89973025412748,0;057468527894885,0;830739497680504
"2ba8fee81b617fd11207d7c2624ce2a4",14;5824644041054,-0;703611609322964,0;551842928466102,-1;29783171716609,0;194345168110522,0;994819859255315
"53e6c9d8e25812fa549612f7b46e98fc",0,0,0,0,1,NA
"a397d048ebae3f4f37623e84c65db116",0;943744372124638,-0;0100065947904832,0;443002668156447,-0;0222322165478544,0;98226271884803,NA
"32b1b755456fc8df90721e6a866c8a99",32;1745294135617,-0;14332013307941,0;36246797274638,-0;395514963382426,0;692462880774196,0;994819859255315
"d4342ac6800e8a3bb3d2c75242b2f02d",3;51539754773998,0;57498511320076,0;555821707706109,1;04401181911276,0;296479921415893,NA
"0b55020f4a2fdde734ab59299228cd15",1;56550134824249,-0;774033326421163,0;529797596203149,-1;78453989377987,0;0743359783512006,NA
"599829d30fd2eb6f43003f254aeb1923",0;710622642263255,0;113068938049694,0;425474007189788,0;882291164469764,0;377619373237331,NA
"a88bf049bf3ca86afe53f563685c0f25",4;1590647669328,-0;205984025122836,0;495040132133037,-0;418436660975372,0;675627887033105,NA
"ae4261641ec5d10bec219c2e902a91a1",2;27126550959713,0;191711557106282,0;54846006674359,0;349704227487593,0;72656068069554,NA
"983609bedfa99469648fae4b2ce0fef9",2;0502154260348,-0;354409330011716,0;48527601066496,-0;75175030181108,0;452201234116658,NA
"8c806d22f4f2788e0fe6907ddbfd1717",0;418508959282285,-0;139102322519499,0;370361704964118,-0;00948490104516541,0;9924322573654,NA
"1d0d5d912f512dff73cdc59d5fbe439a",3;61695735126234,-0;157961969312938,0;555144590313908,-0;284670351710382,0;77589670711701,NA
"d4ca9a54fbbb7d05bf021863d8c56f84",24;7209856204526,-0;231771050961029,0;538702689310794,-0;430484461408566,0;666843267502633,0;994819859255315
"c1705809b339241be947fb772255491b",0;102847538286865,0;0574517900056115,0;36916129001975,-0;269466058012331,0;787571058287294,NA
"3352517f6bfa47a7e045529f25be1e21",3;1605228951746,0;0947943605345154,0;495586252753867,0;191553261880478,0;848092156046073,NA
"0bbedfebf1cfe51ff6c203949e651ac5",0;556489559979467,0;0574802999527488,0;371095114140535,-0;280757045324632,0;778896751798005,NA
"f79c9d8112a3bddd16bf150874fa2d30",0;706339693071994,-0;0967989942130365,0;372407199997589,-0;118160493836324,0;905940491960476,NA
"b9299cda54af0f2644ed24b674ec1c3b",12;997696706815,1;01701546056769,0;505701892243878,2;01327926605749,0;0440852583479872,0;726011659629511
"17a344002755d0a2adfbdfa7b4c5ce5d",17;8012319066611,-0;526596545816681,0;473262764093712,-1;11252467729485,0;265912625953365,0;994819859255315
"7e6b92fa6d5f0cfcffa9148fd0f24bd9",0;724917179571861,0;138225997092578,0;41822202622903,0;312488261060086,0;754669483041162,NA
"e2fce5f65d533486717e842a86938c55",2;36887177269446,0;0341748406067206,0;481931618069551,0;0710183105957376,0;943383182537576,NA
"f1318d6095d78d519c0b667a86f0e32e",1;28440028588583,0;562887297149271,0;459195712141715,1;39710066385873,0;162383302223078,NA
"0b3e0aa4b41d3d90fd6f5201084fce08",1;28777577789727,0;279726207632342,0;548527893803163,0;504914297579781,0;613619031553151,NA
"777c90a865e5efd9a8918dbe00a72a7a",7;71309200260989,0;369254503962008,0;525108616647198,0;703893087934204,0;48149935632062,0;994819859255315
"00302fa1f841da5a81ad09be76ca7c3f",21;7582829271621,0;155311544403817,0;450130330267613,0;344969864074789,0;730117026609642,0;994819859255315
"c7d1b051f152a6316582e250917e881d",1;82532803719913,0;593732565238817,0;519426197589107,1;1401806390478,0;254211051832573,NA
"7237f06a2b0bcfed3c2901c84a60ad8a",0,0,0,0,1,NA
"a1e29897d324a866d428195d32f074a0",0,0,0,0,1,NA
"689697e69ccf8576e97a5dadc7228a55",8;85080889463383,-0;0746329018386597,0;49806077088219,-0;149916732974358,0;880830309910827,0;994819859255315
"08da20204f464ca4fafa98ee9f1873d4",26;4067758671416,-0;0894781180261655,0;551692478231049,-0;162129112990697,0;871204180633579,0;994819859255315
"9fda26eccc626f9ebf43d031dea3a997",13;1083904320385,0;357782217100957,0;556350102173098,0;645185189349098,0;518807182891185,0;994819859255315
"8b8c9ca0dd92af39a88a3a5ef98c80dc",0;3360803371234,-0;289053600804625,0;369279670296179,-0;674172856231381,0;500201424478284,NA
"e1d15e9c994e29b99dc3ed54b7bb9a82",2;42418563216347,-0;0147450253169769,0;536349737754492,-0;0274834782794003,0;978074117293589,NA
"08bf8db35650acea93b4a92bd7a804a3",12;8400721715644,-0;0294275720011591,0;540418464724491,-0;0544510702425035,0;956575791004606,0;994819859255315
"967cc9ec36d63ae72d0ed07f2ffb6782",11;2924125077775,0;394299053608063,0;48490036223866,0;812896743318168,0;416277261867708,0;994819859255315
"5e3e36ea7f5dedf2b65efcbc9ac4a063",0;118430723835149,-0;109593148921055,0;369049654871368,-0;308006437557632,0;758077433859078,NA
"0405df6e8d3677c85bf097dc556ae744",2;43184136057687,-0;141240471531818,0;542680416155361,-0;260537689802825,0;794449046576955,NA
"b9ddfe04022886ff82df033672f329f9",2;06683993382284,0;411468020704146,0;511801832896215,0;909637079837434,0;363013936801964,NA
"90fc7b5e2ab975d8d639430e12aaec4a",110;828499726655,-0;366401839280678,0;151890879317899,-2;41234390376286,0;0158503229666964,0;439331532352883
"f6d2852496c5662c70833a780e481ce9",3;24889804391151,-0;0694774636137337,0;550047919982927,-0;126212833079942,0;899563453272315,NA
"feebddf6198a76a6fb49a82a2641ce5d",1;97078426878036,0;186740097939836,0;537806003265365,0;347825136371166,0;727971510898693,NA
"e2a9771b1677490a70654662fcb952cf",0;994568954484804,-0;33347505053039,0;522246691774665,-0;628637284796959,0;529586544941815,NA
"1a0d702d59054ecdb4b15f68a284c7cb",32;7590137470066,-0;12312953735639,0;470262571890605,-0;261771866309714,0;793497330349664,0;994819859255315
"7a1a8d4a8d9e0809f2187687a6aa1ddf",3;63924299563893,-7;33122940095698e-06,0;545280430704882,-1;32832212980571e-05,0;999989401522809,NA
"e7a4c32ecadd95d57b69b3c47f983c1c",2;34922903012017,0;11817195766466,0;555577516711047,0;212464073204369,0;83174500336429,NA
"21dc61bd56464e29a36d6c12627d62bd",0,0,0,0,1,NA
"564a82da0c42193a5e42a4967d126d19",0;614142824462739,-0;266422300999189,0;392015947247024,-0;564087537449143,0;572694559130333,NA
"45daf1debc271c23125f78180ed58087",0,0,0,0,1,NA
"4c03903dc8253da0d623a494dfa9278e",18;8370840141681,0;382689810684585,0;489702585497099,0;81473681703817,0;415222974181545,0;994819859255315
"d0c0661ec09261d222cd6d184acc3540",0;26984446653021,-0;015242436906115,0;373373647007291,-0;583800374718683,0;559354626119998,NA
"c8ecf2995977c3cc1b031114e06ffcf2",5;37803568254581,0;289360338539433,0;530596458504176,0;553160584146311,0;580153454438834,NA
"898859f5405b34e77cd35e8016093465",0;0782192743576999,0;0389025697328708,0;369049654871368,0;10541283325798,0;916048233331914,NA
"21a88c60d51d65970fbc22d019887afb",10;9704044600698,0;0864603894474094,0;553487392533969,0;156299810031947,0;875796706071531,0;994819859255315
"a845275a0be138c3b7ae0161f62e9eec",0;573422159347214,0;0280615391802795,0;38932873717094,0;0810942525415571,0;935366996442704,NA
"ed18b05b5479001825c5329109eb2011",5;46964878633091,0;16029693091983,0;517554870032439,0;311042481998089,0;755768326323278,NA
"9d1ca2df0aef8272fcb6f9997e56183a",0;458589513468127,-0;0594842395607342,0;385810312073831,-0;166337683963831,0;867891211593037,NA
"c76f83f576500eb855ee771b126df854",4;0782762024565,0;284669579634928,0;514830972357796,0;554456496577426,0;579266470428737,NA
"faa135ee4c1dc0fc7eabaeef1d4ee349",6;23714522232876,0;733375432562495,0;521925033648829,1;51484845692845,0;129810785817938,NA
"472b18467248aec1df8f0672312d623e",4;93649331450534,0;253718122026752,0;538615565690941,0;47414322760823,0;635397774649565,NA
"d1574108de6f378cc640c10dd5ede815",1;12067637009043,-0;115432005893722,0;424380121361963,-0;271182017683135,0;786251042772923,NA
"15a661c9bac244920fa8b2027ad9ff65",1;12791341977441,-0;25138367342882,0;427570618684375,-0;568238618426973,0;569872952016848,NA
"8e8a46f38f5ba195788d98faba0a844c",0;286687523423574,0;208847897525272,0;369089412475262,0;577221357190671,0;563789931371446,NA
"9fa0c94e3e114ad186771591ac016af9",8;00501524604625,-0;0800919915736109,0;555885076449161,-0;144338576414263,0;885233117658039,0;994819859255315
"ae390f6e486b7a624d5aa147ff3037c4",5;99920209309558,-0;557867123956258,0;481414060647733,-1;15878751245959,0;246542808847886,NA
"447144dc891451a450eb44e3fe34beb1",3;04998430267571,-0;189574989902898,0;438762413783312,-0;43248512575622,0;665388860517322,NA
"77cafc9ce1f58993b25d87e876af13df",5;35405920789855,0;055208312954379,0;515980317472336,0;107065062466307,0;914737363921295,NA
"e309002f48f2079cb08c8dbca2b1081a",81;8044526271558,-0;38533200415238,0;36923659300973,-1;04380698300508,0;296574700183462,0;994819859255315
"ba3d6e92ffa5156d31466e4368f6f3c5",24;8939960450792,0;383032782373685,0;493783734488977,0;775754097902689,0;437894191300339,0;994819859255315
"384096948b5774e516e7e10042eb907c",0;522527854307894,-0;262614502627099,0;391646244079248,-0;662368335508515,0;507735191684724,NA
"241cc2c9930d72dedda97fbca4788c20",0,0,0,0,1,NA
"608368b461764cbcbea56ef267e3f1b3",1;01542097217358,0;18405399927518,0;425038216430533,-0;252537415872478,0;800625697361998,NA
"5caea827792cdf6aabe2c21be44f3b05",6;86825338000991,-0;0497953590080305,0;54007735967308,-0;092418001350977,0;926365937624747,NA
"fd10bf3254a4ca677892db57449627e2",0;573163823419067,0;157056904516737,0;371967073481734,-0;467647710302826,0;640036540273448,NA
"5a465315e25d46bb1cc71f1a8ae678b2",1;27979892294981,0;963054490297445,0;556407936611917,1;72895569075825,0;0838170256078141,NA
"9940912d8ef0545809940e534c6cba7f",5;1654445438998,0;0388559658593959,0;528398648638287,0;0735265496971907,0;941387117645855,NA
"003125fbbb99d118c37e694c70f19297",0;974791501642013,0;559073091549568,0;555209958982792,0;985194525287956,0;324528529291765,NA
"7271237f7a9a54a007270476d7abcec8",0;528005465324628,-0;304789279749597,0;369330294056306,-0;853890314793494,0;393165766418863,NA
"17f2acb82c616bdd81e86a8f1edce5ad",0;195240465448586,-0;0999199563570133,0;369069610594843,-0;278223980851735,0;780840427265102,NA
"afbf8f45dc49b6eb4e25bf271c3a2546",0;980004001236715,0;354640751600393,0;407076031668912,0;983372116221634,0;325424328583299,NA
"2b501362628ace91f3a5dfe4a94fe716",1;00696470800688,-0;130688086630697,0;54093592754212,-0;238595312952517,0;811419399901918,NA
"275fffc814ea6140cd3e54f1f2869e72",1;15510903229796,-0;896008230676014,0;554425606387711,-1;59381859992274,0;110976670328902,NA
"a88d59aa3e840983919624120d96f041",0;292212401105066,0;114301374835336,0;382736656017791,-0;531834872988055,0;594840367414909,NA
"12741fa3609e8e8cbbe4f0399e538793",0;907242761589926,-0;292999517973073,0;372271235424344,-1;14216961114391,0;253383524932997,NA
"2ce4d566eae8d5eed7df4e8c7e59db47",7;37824756041107,0;645096537199978,0;502414308410639,1;28389256484472,0;199179549142829,NA
"604e106cb385119472bfd59f88b3fcd8",24;4320057674538,-0;299202399777129,0;478258228820394,-0;62571520783367,0;531501756444474,0;994819859255315
"5567a1c59c7caa174629876041f6884a",1;25916800004082,-0;294001120389602,0;468097031651296,-0;637833186279704,0;523582274245544,NA
"8287cb654d570010517a5e43e9bda7f4",0;690415188876866,-0;819520781545507,0;540580563957889,-1;44769771788013,0;147701608469944,NA
"5c6ea2a35462f3465b7a43347b075bb1",3;05713862229841,-0;673429546933386,0;544400953786656,-1;2598404998174,0;207726906491445,NA
"65e745a07bfc5f8a542a0032767f136c",6;19257313297897,-0;375475292637048,0;532985812807519,-0;704712846675388,0;48098895497049,NA
"c6da8771babaf77a50401308f7bb0f60",2;74762880490447,-0;0319624870755283,0;552234192670946,-0;0577957327700712,0;953911337255325,NA
"5d623871e5a0cfbb8bba21962d74305f",5;93177420795301,0;128760458953266,0;547453843366984,0;235587454066395,0;813752809679427,NA
"2fc0ed839b0c3b771fe51b4aec0b4b14",0;0633346537260981,-0;0103179569845309,0;369049654871368,-0;0279581808256327,0;977695504963741,NA
"ca0ae60788cbee0742d0f7c25461aa85",2;87736606040012,-0;209425560264019,0;507637964122948,-0;41393636143173,0;678920713496663,NA
"e1fcbb011d6b891631d109536f3aaa4b",0;640977405230668,0;189025791530335,0;420199992755464,0;638473177093711,0;523165709159368,NA
"8543e1c822a2fc418a2b9513044fbe05",0;0202723914774448,-0;00948381848281015,0;369049654871368,-0;0256979470313173,0;979498261349222,NA
"a94cc4bb460d82db0a44beca52cdf302",0;462741309680308,0;131255252665427,0;480380667700614,0;257625118099367,0;796696242468351,NA
"917f430f3e5287364bb26f11e9e28af4",1931;83272456781,0;385494508963604,0;291457484122023,1;32266041422183,0;185948333490776,0;994819859255315
"ee0e7b5985b43cf83f339464f97bc65a",43;6986348108199,0;0634096812314705,0;378241938340045,0;167652273450186,0;866856844893312,0;994819859255315
"37a2539e3eb420519d6417974cc125e1",46;7688110530948,0;213050649541536,0;50308165584657,0;423572073618358,0;67187792541902,0;994819859255315
"a34b02544d1f657d9ae03af7178f3ebb",0,0,0,0,1,NA
"e76ccd321e94f6336d90382915d996a6",49;8493026078591,-0;834449346370269,0;408288273979169,-2;044282383522,0;0409256585430971,0;718560549237255
"2cdeee0129b13fbc87459ff9e4ad300a",18;3273363513469,-0;78631797801587,0;477566824854686,-1;64845248637529,0;0992598531044649,0;971581461463847
"7e8259d6ee850491e449ac2819c6460f",3;41416306814046,0;214819993596272,0;556453955263572,0;388965213206101,0;697301879862293,NA
"0e45da54c566202c108f52f870904507",0;162179131819558,-0;0970794826162743,0;369049654871368,-0;269466058012331,0;787571058287294,NA
"fe1c9195d0ab462d6a0e730e91455900",0;89293744442495,-0;222902210487735,0;499664484416931,-0;472964388199906,0;636238586302774,NA
"45f8a87d2a82a976e5407b85da7bf34d",3;44727889073861,-0;702094749773174,0;556191496313891,-0;0455104242760551,0;963700466138201,NA
"43ad253feea0a56515c67d1c508524c9",0;162342387939057,0;107684379747674,0;36906339875065,0;245060032386506,0;806409948994363,NA
"fb60d481a433029c140c3c8428eff99e",4;00706512005996,0;505577340134016,0;550071007521571,0;930037361792954,0;352351740343819,NA
"7f5d1b945eb42f9073ce07511f8807a7",0;149068914605984,0;00136157081852903,0;369049654871368,0;00368939734953391,0;99705629349426,NA
"c50d5ec7a3eba8976955fde2cda618f7",3;00188729109077,0;197124559670595,0;463288136208231,0;425256239923786,0;67064989017536,NA
"7c6b1480e277e8a0ac168e22033d252c",18;8964337585648,-0;387772121685887,0;498096585783937,-0;799501858069127,0;423999469689891,0;994819859255315
"f6275d4ab9b65eb63adf1d242bb70651",15;7453739314745,-0;296256381058466,0;424744612366072,-0;697121040046721,0;485727047977295,0;994819859255315
"996883bf4ecc1559aca0291086cebcd2",3;71624069560303,0;116295640104937,0;407974445343198,0;289758222581187,0;772001210856216,NA
"f780bb5e6abd84ff75df84871ac250ff",0;564104308196186,-0;240824997870084,0;515975919508783,-0;564431699073706,0;572460370811866,NA
"2bdea3307c1d7d40afb5f1fd1ed07967",0;149456634400014,0;111899221307253,0;369049654871368,0;306570688122639,0;759170167415086,NA
"51bfd3c57056e8b566e740536b194464",12;4563284014852,-0;0192065883018556,0;46299832144559,-0;041470383379015,0;966920903174484,0;994819859255315
"551ae6336cc8ae817a5d8da0f7f2af96",0;757247031933782,-0;500223151787677,0;499383635655217,-0;146119522869873,0;88382703480593,NA
"c5cc52019c831b7946ad99f47bd0a3f7",8;21386917301832,-0;232670677960298,0;545619574303191,-0;426462197688004,0;669771087912085,0;994819859255315
"a2e8d5f04374c2615bc0a0efe8e43c61",0;333084504260088,-0;0686600817136103,0;369181235834406,-0;198922875372314,0;842323075135055,NA
"246712e2cef3bf877ba9b13268128a5f",3;56729132736156,-0;0153629600992583,0;490331454167543,-0;0312762973923869,0;975049193099245,NA
"6337df73d09f357eb0e3b347351bc6fb",1;43871257608782,0;0486135653654953,0;446865797470423,0;107565348052417,0;914340485707251,NA
"cef1c53e3503b671e07e37491f6d9953",8;05326126643644,-1;14996053392114,0;539101700510143,-2;14650722129918,0;0318325332599049,0;667952238088541
