"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"e5b6c9506f2be294e352cc69e34409d7",0;156560373593411,-0;0482760251497331,0;369049654871368,-0;133421405572278,0;893860117549543,NA
"efb38024b5809c80f6a448338c25b324",37;59696996233,-0;65787111724077,0;470538275058496,-1;39824703115136,0;162038898028048,0;994819859255315
"eadd3b510ccc0c5a6443d08687a0bf7e",0;0789538158900996,-0;0385769096098991,0;370137396701097,-0;195249238835392,0;845197833728971,NA
"abe74228e1f3f83e6d1e8adebeeb48ac",0;238428911571816,-0;0767091026607059,0;369085194583669,-0;207285116635572,0;835787196934739,NA
"50761adbbe9ebf60a1b6d0bf64de893b",0;451769285054241,-0;0372108673650357,0;536350701401423,-0;0688819398306825,0;945083594297218,NA
"77f94cfb07fddf148eccc2db4457223d",1;28447164434766,-0;374289961917419,0;555835490236061,-0;674063996340083,0;500270628049968,NA
"77e73d34a43c279888c04db2b05aed96",4;63724127535871,-0;208886984385308,0;543622244362287,-0;384193014047365,0;700835395734029,NA
"ee64a599c00b057f67feb4af4f7aa1f7",14;7549500447862,-0;715270570539891,0;465610985454899,-1;53716975770723,0;124251744065085,0;994819859255315
"0a7dccd640f53aeb41557705c14b6933",2;49447409493832,-0;14980668434482,0;531635196246248,0;855820835618881,0;392096888523224,NA
"de06357461a2f4b6719dc6b177c2abae",3;4699734387528,0;0735458699976741,0;540416320792259,0;136019845496493,0;891805592332231,NA
"689c44cf8243ad1733062422e13bb30c",6;11639011765018,0;366091698949016,0;526964344504027,0;696211818836138,0;486296187148437,NA
"d076b9fc2d7c82cabae0784de6e1d37c",3;94460355999473,0;167185967775597,0;484537220487089,0;344894131831018,0;730173962369759,NA
"865206fbb45f7791076eb6603d446d20",6;9367170910493,0;824691087437426,0;553444977546746,1;50012871570333,0;133581063859482,NA
"6457ce7701f8545b420b4e827004ff57",9;47121324498774,0;0265906285462792,0;348212483244669,0;076447729988819,0;939062897637907,0;994819859255315
"c6157a9943c8abfa7057fd44bcabaaa6",2;78119096601873,0;18945625498873,0;551041772315557,0;344026780596657,0;730826145975466,NA
"b1efafea7a41654a9b9671490397936f",0;677179964220165,0;0785247938093767,0;416830455180708,0;175485705899655,0;860698001542079,NA
"d6e9500411aeb7595d6cc34591322dc9",3;88966226988225,-0;779324009698505,0;555894238915843,-1;43310339925834,0;151828290156471,NA
"14f8afb640ff016f60d4f6484c71bb4e",0;0880204034253108,-0;0845658163114938,0;369049654871368,-0;231758804990393,0;816725354784243,NA
"7853b29321816183d5cda073d5710b12",2;59964282357145,0;257164412191031,0;509209702223442,0;510655680967524,0;609592179187922,NA
"04aa8ccb61a99c4f06baeeae81dcf3e8",2;9151998682962,0;049642522708137,0;494543110799364,0;100560967372193,0;919898983105655,NA
"6026a3c735407aee1c80bdca89f97a03",0;797520741573003,-0;163122073370529,0;540651163469253,-0;294779509979892,0;768162319958381,NA
"83ea79c156b48ac26b9cfaf604d2749d",3;25730974053705,-0;719284554550896,0;547685959998288,-1;35374564413463,0;175817540529109,NA
"75f92387c815f70849698926bfdcfc93",0;337123711878207,-0;150045880989798,0;433401806404396,-0;3054430939945,0;760028704642293,NA
"59685594056d6f41025808dcac3db175",0;0826436050383396,-0;0595384837019325,0;369049654871368,-0;161329194909246,0;871834130214571,NA
"e7c96da862411a8c839d6c290026b806",0;374154764291134,-0;106625340829363,0;369353660820371,-0;21513177102221,0;829664584087886,NA
"093e34378531c66fd56ffdcba34644b1",1;04936284086459,-0;0693236910698188,0;463803787961235,-0;14747548117921,0;882756731295547,NA
"bf1019ed285210f849a94e96bc231692",0;564325995543046,-0;388300073630409,0;395112821265977,-0;745875688375566,0;45574251263223,NA
"70645cb5397bc6a24f03bafcc26eb4ea",0;721302681245682,-0;251408908602932,0;530071975044305,-0;470159765368982,0;638240877379239,NA
"10c568040bf06e35583d9838171c3c10",0;218039501378669,-0;214391053432371,0;369107676652965,-0;501854120942861,0;615770139780134,NA
"0bae6b5dc095a6d2f25ab49c1a6a9b31",1;9144875051833,-0;137898631008889,0;497567874348825,-0;277250422464033,0;781587824961151,NA
"6190444efcb88a9186908fb46a8417df",5;23897305178299,0;110337851609486,0;482610573652569,0;228557235865833,0;819213065575733,NA
"cc190f6d2f3d5e8bceb7203359834eae",0;370745699389605,0;148195634791781,0;385619644017895,0;470418261941715,0;638056219427803,NA
"d1400c3fb5f795bf73de3175e8668c0a",21;1670838396613,-0;0711512881793389,0;496325419134679,-0;143341747459391,0;886020286533092,0;994819859255315
"167faa4d028c4ae6ad8faeec76faf937",2;03068201209236,0;125416798904706,0;496877815305228,0;253425539644238,0;799939393883459,NA
"9460adb6fb7f2d993e506453e227a0d3",4;1937304830341,-0;277555303058025,0;373474726612015,-1;22283587501906,0;221391692472584,NA
"87e2f901c859229f799f1c5403e9c59c",0;833124342181149,-0;0634335414410294,0;42071879785287,-0;186329245630786,0;852186574341105,NA
"09fd7da85590a86e26441ea95c42d8b4",31;577016213774,-0;244601512573353,0;326912635594275,-0;748745944830897,0;454010345762644,0;994819859255315
"712a7e80735c23bc0b2d68ae87b4bebc",2;77372399778987,0;119585909348324,0;553124193426912,0;216669051404777,0;828466268457304,NA
"ea17706e0995c1f8c41d3d86d04fbb52",0;784688738469315,-0;114611273527721,0;419471944996338,-0;26423292663648,0;791600440608759,NA
"5e2c10522c2473d7707abf416caf8c94",0;541893230377808,0;172342338830237,0;372866171254553,0;17302178920279,0;862634300611294,NA
"44f0260c682d258eca77ebc5a852ecdb",2;98258988861843,0;285742543745329,0;550999401186259,0;521976719480725,0;601686539957634,NA
"18e97ef638da0b125f1093f380d0c1d7",6;86172131000788,0;796398345696815,0;555673016382547,1;46029585261171,0;144208781407103,NA
"37a3356f7a1c94ea89474feb9d17b60f",14;6205368964028,0;201204428120182,0;488382258546332,0;411808238697543,0;680479982257625,0;994819859255315
"a82e8a6ad13638f161e9ba8888a32f91",1;80612064846166,-0;41280910463042,0;531968575203778,-0;785289448874646,0;432283880637105,NA
"e3648567ab771e6d7a13936124e01532",1;91076516407807,-0;355851646322167,0;552507142478573,-0;646342920468425,0;518057297453849,NA
"53777b50348ee275dfe0ddb4650726d3",5;68912613271632,-0;544132949649227,0;548137888719526,-0;994306799650176,0;320073526330879,NA
"cbef0c54da29479bd798fc14ea3042eb",34;4694158578961,-0;0635845130906982,0;321511535681576,-0;197802370841185,0;843199691160388,0;994819859255315
"42be1811716b7a82c6a1c03a3c7640a3",0;187128347529765,-0;0322246956822478,0;369068017112097,-0;0752162153978269,0;940042682879209,NA
"c6e45636776b37bc3a1a965ca2620432",0;0613297669089254,-0;207086804672223,0;36924124135855,0;106542950155138,0;91515158001722,NA
"69f9300eb2228450c8d12e6b5c851a8e",5;02584347394974,0;306105061606393,0;555364642409484,0;552236586293384,0;580786270949504,NA
"3fc57f822cf6dec2eebd774847638691",13;0032158170457,-0;325081035047711,0;522216346599783,-0;623439960834605,0;532995444928938,0;994819859255315
"57364e4fcbdc58c6bbbb8b8f93eec11a",0;446675038831514,0;192020530910152,0;371541511259524,-0;222112916160759,0;824225983339266,NA
"f4d8a531a207ea148cc88cb996b45493",10;4933498964223,-0;921147680771793,0;551575950137048,-1;7217394685122,0;0851167241963532,0;946468873328679
"059e004eee8e9d0649abbf7bb734424e",10;4317821409575,0;413292107273334,0;542722011125834,0;761911825875007,0;446112631396794,0;994819859255315
"4f1e396f477488d9764ff936aa93925d",4;56604422756667,-0;34778954259241,0;512337969157639,-0;67837095859439,0;49753651788563,NA
"428ff0bf895fc17a12d80144d162a5b9",1;10762823250459,-0;490878092855776,0;43128978561969,-1;10027512335545,0;271212267587415,NA
"41f90ca17950dc455a4cef66494e11c9",0;836022858372727,0;430960349611729,0;449326937211937,0;985749954447333,0;324255829383275,NA
"5501da85fa53404c3853f5578de773c0",11;8891414337896,-0;940914859635553,0;523632063091533,-1;80263688890135,0;0714452596716273,0;88825146334005
"ce24f58d53a7a67f0152f984b31ba21c",68;5586620660179,0;269393627666879,0;270283909427421,0;996754658033618,0;318883611847101,0;994819859255315
"ad76ff1d2eb96f31f127fec6e9e2b14b",10;4276553413962,1;33968023367915,0;554122863596846,2;47454845636947,0;0133404722402071,0;393569753629979
"368bc08b520bebf6adbae7c3b40c99d9",1;64916548366779,0;0529104589253801,0;482167763068137,0;109959672860649,0;912441357308615,NA
"c76b0e2c78aa589a5e1f7f348dbf81aa",7;6503726586138,-0;0895174253685325,0;550405724905567,-0;162458501018008,0;870944805482572,0;994819859255315
"ec35290c10bac8d142ed0e5b712e437c",0;492823720303461,0;00864719306935383,0;371163160562931,0;830247116550217,0;406399081014683,NA
"0799d5be8ccb16cfab14ec62701319ef",5;44413746661419,-0;355334340172592,0;556364513494256,-0;639570335915145,0;522451972947576,NA
"f2302232cb696b5c564ee297e2852618",3;80717817291411,-0;175799996968444,0;552889124886417,-0;318028281102483,0;750463484521168,NA
"a5ffa40027386a1c568a7a33bfa3fcbc",1;4343593099805,0;0457341449003797,0;497084029692452,0;091066376495939,0;927439849266329,NA
"3d37ff2e9d64496618472a49b42da30f",0;10688714149875,0;0756094301454919,0;369049654871368,0;204876035372111,0;837668979066476,NA
"4aff7fd80cce75eaa538a0b89faab886",0;699298201298886,0;0529138871040669,0;461716068637573,0;136766950407727,0;891215007868109,NA
"3343933138682c06ff97e82cbde5cbc1",1;00044138788817,0;176220518979684,0;444958202848226,0;410910259985951,0;68113833888078,NA
"ffe863165e9817701a14e84ebe8993fe",6;96076669744279,0;544185651763659,0;531679238086261,1;02453772575844,0;305581361325542,NA
"c01b5a0eba006dcbf25adb235229c53a",2;69346790219233,-0;0636592518711968,0;547650044395082,-0;115977301812913,0;907670530914173,NA
"53471cd55f9db05905272e63e75c3d71",5;72335365556788,0;211290828961942,0;551199673587554,0;383311363219742,0;70148891488585,NA
"8f18a057d65060625b3549c7b7e54efd",22;9118585383214,-0;337007362521262,0;424107751520925,-2;54468587460042,0;0109376082414173,0;347068983465461
"648065772e3c508674681348644ecc5f",1;67911787150582,-0;20972358820476,0;511137900457247,-0;411796273933629,0;680488752672294,NA
"ee614c8f48f7bc1542d6ba9a64fabae0",0;135219028352612,-0;0728862885084339,0;369049654871368,-0;203903813844314,0;838428664676539,NA
"17b88b807d9016fefbd9f21de2ab0f27",66;5421810985357,-0;381474626899884,0;32331871694268,-1;18000851896275,0;237996826712419,0;994819859255315
"ede98392baddb2ba8cbf6b6b2c14a28d",4;95881314963977,0;600085492687385,0;500600324381617,1;19684350938694,0;231367555967285,NA
"c9d57e650fb5063b5131701513321d1b",2;65003720338832,-0;626474249160917,0;531988602564138,-1;18147314336259,0;237414816302741,NA
"62a36667f8b1decc89aedf70dd36c8ce",3;4743194223655,-0;328966006603659,0;547170049595658,-0;602512075174659,0;546833327812946,NA
"567f3d215c4eb8fc821a98f879953bbd",3;02684654213641,-0;125407309750095,0;546146402015901,-0;229784298518764,0;818259386255205,NA
"e1cb71968e5193ca554f725cc0f0762d",0;0495861630230038,-0;0345111510923714,0;369049654871368,-0;0935135709702815,0;925495568862626,NA
"d0566d7177499d5cacdb330361254a8d",132;548287538616,0;122389655802783,0;196964930126075,0;621401685852335,0;534335363110894,0;994819859255315
"f947f451209616b697d1b41656cdbac3",0;272528877025661,0;0715553674905524,0;369107173436488,0;207936217632614,0;835278769598279,NA
"b61e7eee8694b816a9c94fe2b1eacd78",8;37301202349952,0;254156459703181,0;513562788658524,0;495106301238158,0;62052508610192,0;994819859255315
"e023e49578f960840e4866b90663c61d",0;272648546975391,-0;206873745843254,0;37967387662421,-0;508978445300117,0;610767332766005,NA
"876512664baca0483e67b0365ec458b6",0;266754179562818,-0;0982864769124981,0;369122651788673,-0;233848739066189,0;815102410109169,NA
"8a4542309837816057a4740c1b16387f",0;670010012094228,-0;324530076955118,0;371473524434701,-0;666176677791002,0;505298178155658,NA
"d832d1731732dae4e08a61619d67b246",0;0743112685936481,0;0635128330915717,0;369049654871368,0;172098340299787,0;863360217546017,NA
"cb17cc9b35e5f6cca2fe5c797932b1cb",4;55478574253025,-0;52223647396644,0;554775078405012,-0;94780206196252,0;343230230631098,NA
"e46d53d06287f2ebcc2fa783ba3b27cf",0;0754116945709334,-0;0720521500067132,0;369049654871368,-0;195249238835392,0;845197833728971,NA
"c8b9b0235743763f8618574c37ff1ee1",0;120479388087607,-0;0240288769769988,0;374284394565278,-0;0641995159988109,0;948811362778637,NA
"62fda9c642dc083caaaba6c7b6964f70",1;2142891497919,-0;225897117502824,0;447953936587617,-0;520380043854054,0;602798716396914,NA
"82013ba6ec27c1a656ecdd7ae52f0a16",2;78999637320866,0;278357552855624,0;549027065991796,0;50932548240195,0;610524099122227,NA
"bccbd5dfbc57b2d7eab47fa54945353b",2;46053768355382,-0;705936418405411,0;470583399240911,-1;86244606495674,0;0625402411746852,NA
"6eba1782b4b76596400075ffb189c282",1;00277278373808,0;125924743864077,0;463060402775442,0;27003558485263,0;787132877407212,NA
"0aeb3dd2d812995e72004d3d6bd959a4",9;39067556404858,0;377251791347947,0;552222974319843,0;684644602479146,0;493568214322499,0;994819859255315
"7b4ea12915f5734d00d128c642afc641",7;59464980253537,-0;00262508751647308,0;548153753017831,-0;0047976550195336,0;99617203981687,0;998474440525229
"2642afdd0afd43f5aa41c1830c97727d",15;5022583348023,0;0889444109858606,0;417715694599368,0;212926387563747,0;831384380000686,0;994819859255315
"8b67e9a17f0191340a7965f40e1e455c",15;4920983758853,-0;0752908757435518,0;261786063169748,-0;287863370503885,0;77345132670383,0;994819859255315
"c0fe7e81bcdb656c35e27fdd4101bf5e",10;3146177714832,0;316861423798828,0;441155811398276,0;718330660859995,0;472553429323692,0;994819859255315
"0a737f4a6343f13a4473d3768f90304f",7;00818523127907,-0;33744481897689,0;551651497016996,-0;61160505822472,0;540799090659503,NA
"5ace0671215661bebf2156082132ec09",0;0771356537151491,-0;0720521500067132,0;369049654871368,-0;195249238835392,0;845197833728971,NA
"320308330d1c7b96c4722fb8c7c21048",7;06621342627888,0;0314691736865802,0;545443482512022,0;0577220123058953,0;953970059642247,NA
"107b74f95d10fdd4436c7d496a435085",0;697433285863433,0;171998392237602,0;542084603417656,0;320308187959706,0;748734716787717,NA
"99d363b06ebcae1d7cd799525f1ac0af",0,0,0,0,1,NA
"6dd0ca2c67fd3ea2f9a82a329262b9d4",9;64622546700433,-0;36684990186796,0;5545010872708,-0;663526372294772,0;506993494951934,0;994819859255315
"184b2fa43c919d18bbd408e7f56793e5",1;38318981641738,-0;0539768805357948,0;531085719335396,-0;101071011761861,0;919494089445446,NA
"b06f6e287a686f51c0ef4de1aa86358a",3;30233701047327,0;204109127527455,0;548979639737004,0;372304726441032,0;709665979974626,NA
"ff1f20defb7debccf206645b23148f34",8;38654790693671,0;0393686299954785,0;556467947561555,0;0707332320844094,0;943610071688702,0;994819859255315
"6cf45435b887d3e3db4816d19cba991e",2;81047551594364,0;435871839242519,0;543513138183982,0;810847368026217,0;417453328468723,NA
"e68d33fd9600f8db320f93b0faa220aa",9;55792686336249,0;417180229128104,0;548503375054063,0;762802153824159,0;445581396430774,0;994819859255315
"88b52c7e2874af5955c1ae3f1ce40ba6",0;0855058678866381,0;0756094301454919,0;369049654871368,0;204876035372111,0;837668979066476,NA
"c77038ad3b0f7851eff80f0653a7d716",2;16949962763142,0;22581667608242,0;536842021150048,0;422239285835498,0;672850369024371,NA
"a95aa7a89d9aecc62150151c82310d96",4;0051465947509,-0;217985508453524,0;532654056132274,-0;410202008744633,0;681657767475773,NA
"c7fb06ace1ac48610546a01fdebff034",11;455189253688,-0;713573331290317,0;495253761366766,-1;44105564720314,0;149568962379858,0;994819859255315
"1c305ad4c3d6570f3ca6c116d6fdbc92",0;0526358772600664,-0;047024817397152,0;369049654871368,-0;127421382939764,0;898606893043385,NA
"b808ed055cbba2b514ca9e8a99bf0f2d",0;0934774054901925,-0;0777580645384895,0;369175054925388,0;289356151172592,0;772308846671394,NA
"f4089a99833694426658121b8cbfdda0",1;36278630497972,0;0910378184068639,0;553726074912372,0;163746405220845,0;869930784474259,NA
"f7e842e07e5957287feba3df99d18ac8",10;0753150816444,0;258797476964165,0;378242470025896,0;684438121188372,0;493698550880812,0;994819859255315
"0dd63ca258236f7fc0a8fc0d990b6a5c",4;18474128021517,0;327082972412319,0;539842253888273,0;611172179497364,0;541085599168123,NA
"472d2d18e930aec7fc41731afdd6559f",9;32630549220617,0;281591735113517,0;552343060348267,0;511853382816267,0;608753626111469,0;994819859255315
"71cbe403d1a4b5ea0dcc84277087ccb0",2;96757343019523,0;464494850384246,0;553932158965516,0;845073693206034,0;398069695145584,NA
"ae3d3ae3ec702cb4aa0a3ba552bc6fdd",2;17292337182775,0;152568300311627,0;543525553576483,0;281202245395134,0;778555282545983,NA
"cbf3542717a2d0d943fc442f4cc8c1a2",1;71344430345066,-0;462811792088022,0;473711685368524,-1;03051290703535,0;30276929649386,NA
"b2c1126d746f984e745d6ccb29f4a5df",0;463364315355457,-0;232448279532037,0;390620243755639,-0;649713612086935,0;515877229588608,NA
"3cb5941aa4a74dc5288714ebe9e3e848",0;438766841793808,0;088391581791723,0;413669245760841,0;250703152883161,0;80204362286834,NA
"f5bcbafc511fa1b4f8494bb491df53ba",0;500188090281308,0;294594399460295,0;372066247422916,0;838819962213058,0;401570346971466,NA
"eeef6c021ae3f4c83e3b5698502109ad",7;44137453843834,-0;363174454022587,0;48313313289688,-0;775903139233888,0;437806178938297,0;994819859255315
"32a021e7bdb1b2a22d1e9afe4d49cc5c",5;80244254782166,0;366165354364463,0;555603940579819,0;660281159458505,0;509073418297932,NA
"47c4cc4fab6388a1f5a690e728585f1b",0;242965310227015,-0;372809327819131,0;369733277969818,-0;539455070847254,0;589572890473157,NA
"81bb7e37b43d1cfdeb758ad5f46d39b2",7;93138053942879,0;266420324850226,0;549197353724862,0;486097933509992,0;626897732013632,0;994819859255315
"23d0c8dfa14a50cd01d8fb066c87be8c",0;75982934841371,0;22676790302487,0;419565033870064,0;512977446834326,0;60796709693826,NA
"c177fda73abe6814330cec38f452cd36",7;02556491593184,0;684427239374137,0;555334020307213,1;24144403047925,0;214441762096559,NA
"b7a1f9d7aa905c184ee9efe7453926aa",0,0,0,0,1,NA
"07ff497df71397a00e8dfcc8366b678f",1;24027449707855,-0;2875443122246,0;551808436764966,-0;518762914183737,0;60392608255234,NA
"780889284c4953d948cdb76d73e6dbc8",16;7572295200439,-0;137854722260755,0;368212746432466,-0;374753773759425,0;707843596070789,0;994819859255315
"9c7004d8d39cbdf9f9e8eb1e9aba60e2",7;78093390385602,-0;256488566380039,0;52459803615228,-0;488982765934756,0;624853898127581,0;994819859255315
"a44ee19eaeef12179ecc8fd9bc2a989a",3;37854330360479,-0;191455402375729,0;54122568324335,-0;354279192925925,0;723129659486258,NA
"610bbdde5d9f4e6573e853df3bcae462",4;50418509729156,-0;667434628526014,0;545984086456687,-1;25246337456368,0;210401066040947,NA
"a1b965e0f67291fa5aa9e2489a684160",0;996046885054357,-0;241445232806612,0;400600501405755,-0;244142113361141,0;80712075742074,NA
"4a6ed83b8e76369266d60ca5a744ec5b",0;377520054760555,-0;0488783965572601,0;370024251597033,-0;540974935052348,0;588524859178672,NA
"ac0df9756f170411a7ef60c2adfe1523",16;9915371711894,-0;635839812895606,0;553973649572182,-1;15126300538081,0;249624051780465,0;994819859255315
"9160645ae731e3bdf0631e67eafad815",1;54574076164511,-0;964366439737781,0;509916572613553,-1;86264492857957,0;0625122387790461,NA
"c9f61b02a9afdee5e0e0131fa9ca2e0d",0;85837044873189,0;0166964033325781,0;442528952051386,0;0369430497108717,0;970530414453126,NA
"bfb344ecd970ff3ce3ba56f65ac73875",0;214815009079625,-0;00553191503468975,0;369278875296912,-0;426329583604812,0;669867703993261,NA
"8eaac60fbd23ce35c823f529c304bb1f",1;39485448814364,0;289467863958181,0;467761490469341,0;626586703670302,0;530930186304037,NA
"aa78e7b32ebae83f1f83f828c843feed",704;509990589028,2;29097848371043,0;359637014592431,6;37383377052335,1;84360413054229e-10,2;39852897383552e-07
"fa0f0d53737208ba9ae5e5a3316fb4b5",0;598484594578817,0;135851162584759,0;509614273742793,0;262119337316478,0;79322943882998,NA
"d5de8a6ee72bb1a0820661a6c8f80ba0",0;283904273379884,-0;0293960378532441,0;369145330262542,-0;0717386879658825,0;942809866920239,NA
"16d8eb95027ef68c0bb91e2877ca6394",0,0,0,0,1,NA
"0e40237a28fca23d4d76908d8a740607",1;24868618094956,0;157826163476723,0;446377263627436,0;350778008901662,0;725754896536372,NA
"b54d8d9b321cf52590e4a2a9670a1a01",28;2808222701299,-0;760572335896053,0;468114763819713,-1;6269884152528,0;103739558237145,0;981567799092953
"0c700a088eb502eee665e2226f165b87",2;57563063328353,-0;110508961788025,0;386676253938826,-0;289485226006948,0;772210084087581,NA
"b15fb661f00febf70e114dadeb247ab5",30;1120616627867,0;253770861143872,0;371562536430255,0;683066367159367,0;494564906571888,0;994819859255315
"dac54df03c413ab7dfe57b9b2d257593",0;239204630400174,-0;236197295312431,0;369138650873187,-0;536678993540664,0;591489368698504,NA
"e81d663066e43dfcc6ea3744a1ee82b2",12;3362378287478,-0;117713948488012,0;488896472166263,-0;240939578232302,0;809601946563071,0;994819859255315
"c5db564c856058f36a076b93c1b92fbe",1;42027341811156,-0;526392687930908,0;523966334442241,0;112725603499872,0;910248101966505,NA
"27f094c641d066d596d9d84009f194b3",67;7244166204754,-0;378198696157483,0;396876735582937,-0;953237736751982,0;340469630325348,0;994819859255315
"50644a287539fecba3e56469bbaacbf9",0;117330202913871,-0;109593148921055,0;369049654871368,-0;308006437557632,0;758077433859078,NA
"5fea7ca8d4974598ff09f2ae6d10d4c2",2;2812446977157,-0;0149278194553273,0;48207911236907,-0;0309513103276409,0;975308369778733,NA
"d1a2486b14a0866a83715ecfa5e113b1",0;843140363962156,-0;167200834218494,0;444044271069467,-0;364244244366708,0;715675630659352,NA
"18e78d7cb360b36c47439f07abe88337",13;3483446730126,0;119409166411393,0;495419984253853,0;241181225710248,0;809414661183448,0;994819859255315
