"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"3c152c0c4fc088f81794142d7a3234c5","3c152c0c4fc088f81794142d7a3234c5"," 0;1808226553","0;24376011"," 0;7418057786","0;458205018925","0;981194343","FALSE"
"58554f3deed53bb51f9ddcf18714ed86","58554f3deed53bb51f9ddcf18714ed86"," 0;6078168249","0;27859570"," 2;1817164695","0;029130464661","0;493400969","FALSE"
"dac9aa62f22fdd7aa1cd20058e4d5067","dac9aa62f22fdd7aa1cd20058e4d5067","-0;0417836207","0;44101078","-0;0947451228","0;924517276365","0;997926688","FALSE"
"5feb77d4669a1d04512fe54aeafe0c75","5feb77d4669a1d04512fe54aeafe0c75","-0;1917361861","0;23395538","-0;8195417002","0;412477420473","0;981194343","FALSE"
"8dcc5b72ab23d84522ef8184bae9f641","8dcc5b72ab23d84522ef8184bae9f641","-0;3178897254","0;34774031","-0;9141583898","0;360633624907","0;970909426","FALSE"
"78d48c3a57e6f33f5adfaadf7d030087","78d48c3a57e6f33f5adfaadf7d030087","-0;5512272831","0;29209159","-1;8871727601","0;059137092850","0;621421172","FALSE"
"e882e1db3ab78f3627dfd152145c0881","e882e1db3ab78f3627dfd152145c0881"," 0;1652239528","0;29162909"," 0;5665551241","0;571016471261","0;997240708","FALSE"
"ba9b7285e0f3f35ecf97e9a938676ac0","ba9b7285e0f3f35ecf97e9a938676ac0","-0;0143267948","0;29205271","-0;0490555113","0;960875057542","0;997926688","FALSE"
"ae2c42c4f38b3116dc1bf41c16ddd3bf","ae2c42c4f38b3116dc1bf41c16ddd3bf","-1;2708487203","0;43053917","-2;9517609812","0;003159674080","0;169307927","FALSE"
"319e6afa12cc43386ae6d4a1dfac4a48","319e6afa12cc43386ae6d4a1dfac4a48","-0;1398549174","0;29665748","-0;4714356699","0;637329648615","0;997240708","FALSE"
"49fa2fcb6d325a7d43ba2ade274d7c80","49fa2fcb6d325a7d43ba2ade274d7c80","-0;2825697714","0;26979192","-1;0473618833","0;294932704612","0;943113264","FALSE"
"906a28e943779e1e0ba47402c5001bda","906a28e943779e1e0ba47402c5001bda","-0;0706325389","0;18060148","-0;3910961333","0;695726178680","0;997240708","FALSE"
"7364cf1a958f19d5bd2101eab2f0e578","7364cf1a958f19d5bd2101eab2f0e578","-0;1907155427","0;36013708","-0;5295637436","0;596414437748","0;997240708","FALSE"
"d3419ccfcbb99575f60273033a867137","d3419ccfcbb99575f60273033a867137"," 0;1959561227","0;21631298"," 0;9058916540","0;364993202268","0;970909426","FALSE"
"fefccf441a5990251e265b7beaa7ede4","fefccf441a5990251e265b7beaa7ede4","-0;1186149629","0;23641866","-0;5017157316","0;615867496893","0;997240708","FALSE"
"6c1875e708fbdc0672bb163f79417cce","6c1875e708fbdc0672bb163f79417cce"," 0;0417594621","0;35154068"," 0;1187898436","0;905441855350","0;997926688","FALSE"
"ded568f1d51c9fb4a38b7407b27ea08e","ded568f1d51c9fb4a38b7407b27ea08e","-0;1048690422","0;26378961","-0;3975480335","0;690963373012","0;997240708","FALSE"
"1dfe20c125a072fe267b6e5041671abe","1dfe20c125a072fe267b6e5041671abe","-0;2576058679","0;24787092","-1;0392742671","0;298677199066","0;943527666","FALSE"
"2d4fda3a6ef5fd3fcf716673da8e6500","2d4fda3a6ef5fd3fcf716673da8e6500","-0;5202267300","0;31194405","-1;6676924386","0;095376797216","0;706334127","FALSE"
"6fc2d9cc45bdea43727557704aa0a985","6fc2d9cc45bdea43727557704aa0a985","-0;2932910697","0;33888319","-0;8654636130","0;386784379146","0;981194343","FALSE"
"d6f0c773c5e3f5ec4a4d9590d0753814","d6f0c773c5e3f5ec4a4d9590d0753814"," 0;0823326998","0;34710603"," 0;2371975500","0;812503536931","0;997926688","FALSE"
"3aca7dc5b2c9ab8c698b01ea4ad402bc","3aca7dc5b2c9ab8c698b01ea4ad402bc"," 0;0311461599","0;25883370"," 0;1203327060","0;904219596714","0;997926688","FALSE"
"0e8c3f0e4874dd597e371cd899dd40eb","0e8c3f0e4874dd597e371cd899dd40eb","-0;0494675472","0;27699827","-0;1785843182","0;858264108801","0;997926688","FALSE"
"5a1ed6bcb7744a7e4e46718d746fcacd","5a1ed6bcb7744a7e4e46718d746fcacd"," 0;2472455592","0;22617936"," 1;0931393584","0;274332617490","0;924083458","FALSE"
"f67589a9f507118ce13454f7e736c900","f67589a9f507118ce13454f7e736c900","-0;5799602658","0;21448502","-2;7039663333","0;006851723082","0;257173609","FALSE"
"ec828a8fd4f09516238badd5c07762db","ec828a8fd4f09516238badd5c07762db"," 0;2947688093","0;15778572"," 1;8681589425","0;061739919757","0;632487676","FALSE"
"38fa6923a130811f93b7f8838ab50914","38fa6923a130811f93b7f8838ab50914"," 0;1607410319","0;26656608"," 0;6030063194","0;546504485237","0;997240708","FALSE"
"f901592b77ead43b4d88dc1169659f06","f901592b77ead43b4d88dc1169659f06"," 0;2485087381","0;24450376"," 1;0163800429","0;309448445437","0;947738528","FALSE"
"9d4a95de6130f489f7cd9a891c1a3e45","9d4a95de6130f489f7cd9a891c1a3e45","-0;3361959849","0;27858998","-1;2067770197","0;227518028365","0;892166067","FALSE"
"68eb80fb99fbb3016cb1cbbbbba5f258","68eb80fb99fbb3016cb1cbbbbba5f258"," 0;1472801025","0;33703936"," 0;4369819033","0;662124472201","0;997240708","FALSE"
"832397ce19b843fabda554d2b798f8c3","832397ce19b843fabda554d2b798f8c3","-0;0214953076","0;27834110","-0;0772264966","0;938443363376","0;997926688","FALSE"
"57879b789e09ee888659bc2e6de8c42f","57879b789e09ee888659bc2e6de8c42f","-0;0492153832","0;29592867","-0;1663082642","0;867914362690","0;997926688","FALSE"
"75118e79302dfff733e9eef8852ba583","75118e79302dfff733e9eef8852ba583","-0;0185797768","0;32963870","-0;0563640645","0;955051783770","0;997926688","FALSE"
"54ea3d65097fde5a678a71ebe62f3a46","54ea3d65097fde5a678a71ebe62f3a46"," 0;4456883352","0;33220439"," 1;3416088140","0;179722866848","0;841405388","FALSE"
"45ff39a13a8e23393a22e548d37ba05b","45ff39a13a8e23393a22e548d37ba05b","-0;1718569054","0;38045912","-0;4517092540","0;651478450700","0;997240708","FALSE"
"453594541fb1fc41eccefc4c7709e4ab","453594541fb1fc41eccefc4c7709e4ab"," 0;3746068623","0;46832356"," 0;7998889918","0;423775116296","0;981194343","FALSE"
"0ac9f92b2a59e987931d53879b4084a5","0ac9f92b2a59e987931d53879b4084a5","-0;1981658142","0;31175985","-0;6356360960","0;525013636906","0;991290627","FALSE"
"118affa26a080cc461ccb8a26fb4a39b","118affa26a080cc461ccb8a26fb4a39b"," 0;1900432492","0;23505073"," 0;8085201316","0;418791221688","0;981194343","FALSE"
"5139f4e9b736441143b097df9b0882fb","5139f4e9b736441143b097df9b0882fb"," 0;1427202924","0;38508346"," 0;3706217176","0;710919303976","0;997240708","FALSE"
"112271330a1f3bfcbd827d5b07bbbd69","112271330a1f3bfcbd827d5b07bbbd69"," 0;2294081127","0;32432998"," 0;7073293518","0;479361829215","0;981194343","FALSE"
"58407be0b5d9847a50499b9f155b1675","58407be0b5d9847a50499b9f155b1675","-0;2284885157","0;27279769","-0;8375749513","0;402269465772","0;981194343","FALSE"
"329d6c598976ebc2b3a626bf343a4eca","329d6c598976ebc2b3a626bf343a4eca","-0;5578703179","0;29929160","-1;8639691778","0;062326032854","0;635356499","FALSE"
"7a6f374c3cd29a004c96dcb6d528aa32","7a6f374c3cd29a004c96dcb6d528aa32"," 0;0168237695","0;17766775"," 0;0946923108","0;924559225595","0;997926688","FALSE"
"9d2ea3e617764e90d812047b496baf01","9d2ea3e617764e90d812047b496baf01"," 0;4000621297","0;43204024"," 0;9259834988","0;354454555780","0;968822726","FALSE"
"ac95ec6b42869602fdcad92653501e58","ac95ec6b42869602fdcad92653501e58","-0;1138478214","0;22676513","-0;5020517074","0;615631149151","0;997240708","FALSE"
"35b11fd71ec5ee57503bf74bb21ade98","35b11fd71ec5ee57503bf74bb21ade98","-0;9686386305","0;30812317","-3;1436734304","0;001668415180","0;135345452","FALSE"
"856162ed76b7384d55465318c8d70a51","856162ed76b7384d55465318c8d70a51"," 0;3912294456","0;42783346"," 0;9144433107","0;360483952760","0;970909426","FALSE"
"b8e0d8f256f1ea14758cf44a362d1c30","b8e0d8f256f1ea14758cf44a362d1c30","-0;0663515988","0;37146700","-0;1786204412","0;858235742875","0;997926688","FALSE"
"6e670823536d483e104a83886fe3b648","6e670823536d483e104a83886fe3b648"," 0;3914814005","0;22796282"," 1;7173037356","0;085923689866","0;681001064","FALSE"
"e34fc03fb60834f52dfc03724c3b63f2","e34fc03fb60834f52dfc03724c3b63f2","-0;1500992077","0;16573844","-0;9056390962","0;365126908228","0;970909426","FALSE"
"65f1ab84c36da72b2ef70f388efb9eea","65f1ab84c36da72b2ef70f388efb9eea"," 0;0096964381","0;28402132"," 0;0341398241","0;972765651920","0;997926688","FALSE"
"ab2e5f8b7fcbb247678b9ec502e28955","ab2e5f8b7fcbb247678b9ec502e28955","-0;0198662343","0;20810740","-0;0954614527","0;923948306693","0;997926688","FALSE"
"cb51aaa51ef63c787ceb1ddb13ce643b","cb51aaa51ef63c787ceb1ddb13ce643b"," 0;1422741416","0;35713030"," 0;3983816063","0;690348914345","0;997240708","FALSE"
"5eb96397a4b5f3d182cb490428791b88","5eb96397a4b5f3d182cb490428791b88","-0;3152407492","0;38093277","-0;8275495695","0;407925638503","0;981194343","FALSE"
"57a5329ed08bc508efb053a10376480c","57a5329ed08bc508efb053a10376480c","-0;6363517586","0;31576017","-2;0153009208","0;043873128517","0;586875189","FALSE"
"31f523caea17623baf5f26808d5183e0","31f523caea17623baf5f26808d5183e0"," 0;1673369681","0;14532176"," 1;1514928231","0;249529546121","0;900223590","FALSE"
"a99c8482e2a8432d659de9855bb078e7","a99c8482e2a8432d659de9855bb078e7"," 0;0550925053","0;31209167"," 0;1765266747","0;859880194342","0;997926688","FALSE"
"d83b91852dc979bbff14e2dacdb182a3","d83b91852dc979bbff14e2dacdb182a3","-0;1291614756","0;29530744","-0;4373796903","0;661836010680","0;997240708","FALSE"
"cede78d32b2f812ede0531726c890324","cede78d32b2f812ede0531726c890324","-0;0681775137","0;39477126","-0;1727013093","0;862886214575","0;997926688","FALSE"
"0df4dcdd7d53eb8dc3f2a823131420ab","0df4dcdd7d53eb8dc3f2a823131420ab"," 0;1849760658","0;38770867"," 0;4771006711","0;633290436804","0;997240708","FALSE"
"d409b8ba9ec2fa4c0c0671272671e066","d409b8ba9ec2fa4c0c0671272671e066"," 0;2850102250","0;31276185"," 0;9112691584","0;362153572519","0;970909426","FALSE"
"eee0ad2e04a5d7baafb09bbd1cd28414","eee0ad2e04a5d7baafb09bbd1cd28414","-0;3148865947","0;28230261","-1;1154221847","0;264669547175","0;914186962","FALSE"
"ea066628d2c7c8e76ad74b357d320462","ea066628d2c7c8e76ad74b357d320462"," 0;2372761337","0;32009145"," 0;7412760641","0;458526071669","0;981194343","FALSE"
"839c61611c92c30110a8f5a5c1cb2dfb","839c61611c92c30110a8f5a5c1cb2dfb","-0;7013840867","0;31435199","-2;2312061353","0;025667477768","0;473473295","FALSE"
"3cc512739e183b4c1918212f61a06a8f","3cc512739e183b4c1918212f61a06a8f","-0;1443827193","0;19553980","-0;7383802263","0;460283427132","0;981194343","FALSE"
"f198db3746885056373fc5db62529a96","f198db3746885056373fc5db62529a96"," 0;0142098894","0;26735029"," 0;0531508276","0;957611734079","0;997926688","FALSE"
"8136c14fdc08f4d453356b61147dd08b","8136c14fdc08f4d453356b61147dd08b","-0;2759384501","0;24287897","-1;1361150304","0;255908425350","0;904326166","FALSE"
"b08c06d6378a45e40da6261f573a2899","b08c06d6378a45e40da6261f573a2899"," 1;2334063474","0;54936691"," 2;2451413188","0;024759061806","0;462304457","FALSE"
"aa7d57311c268354467dc2d05936398e","aa7d57311c268354467dc2d05936398e"," 0;3833073804","0;28931027"," 1;3249006864","0;185204093195","0;851554132","FALSE"
"c630eb3e8e624df4fa25290e370a66a6","c630eb3e8e624df4fa25290e370a66a6"," 0;2352427191","0;20240871"," 1;1622163855","0;245147580500","0;893779238","FALSE"
"d1000d1e6380651eac5158bb1ce8fd00","d1000d1e6380651eac5158bb1ce8fd00"," 0;1062203192","0;36252943"," 0;2929977791","0;769523849262","0;997926688","FALSE"
"00636261b2c2829ba5630c127adc4251","00636261b2c2829ba5630c127adc4251"," 0;1361975530","0;33992664"," 0;4006674830","0;688664954361","0;997240708","FALSE"
"df4b662ee9eb700e13ce287ea0efc6af","df4b662ee9eb700e13ce287ea0efc6af","-0;5979999858","0;24109592","-2;4803405462","0;013125695591","0;353708962","FALSE"
"6f8d1906b8d24164bdd90766ea7efe40","6f8d1906b8d24164bdd90766ea7efe40","-0;1328941598","0;25121154","-0;5290129585","0;596796460559","0;997240708","FALSE"
"772db5a7cde4234cbf87f220d1d0cd65","772db5a7cde4234cbf87f220d1d0cd65"," 0;3489224822","0;19003762"," 1;8360705853","0;066347217983","0;644103484","FALSE"
"386f864b3fe983c0cee90355f3ab62b2","386f864b3fe983c0cee90355f3ab62b2"," 0;0846615111","0;25557193"," 0;3312629500","0;740445874448","0;997723954","FALSE"
"aec9c2753a7c102f6fb8fd21fb2bc2f3","aec9c2753a7c102f6fb8fd21fb2bc2f3","-0;1031611136","0;20666606","-0;4991681324","0;617660942693","0;997240708","FALSE"
"530d415ec319fe1607c35e139c37229a","530d415ec319fe1607c35e139c37229a"," 0;2006007222","0;23882112"," 0;8399622227","0;400929568119","0;981194343","FALSE"
"e575a80176005dad70b428a5ed72b619","e575a80176005dad70b428a5ed72b619","-0;0705620884","0;33622117","-0;2098680722","0;833770641951","0;997926688","FALSE"
"e5ec1d8e70cea5e5ebc178e78145b93a","e5ec1d8e70cea5e5ebc178e78145b93a"," 0;1967357533","0;28440735"," 0;6917393407","0;489101036432","0;984236436","FALSE"
"96de3df5c69f45167df4eb17a2127f8a","96de3df5c69f45167df4eb17a2127f8a"," 0;1260929004","0;20416268"," 0;6176099323","0;536832495821","0;996352764","FALSE"
"527243aaefb8ebe3f54dd3fed9e2cbd1","527243aaefb8ebe3f54dd3fed9e2cbd1","-0;0040172704","0;22797402","-0;0176216144","0;985940713529","0;997926688","FALSE"
"47028520ccb0a7d2145ceac3cc4cb355","47028520ccb0a7d2145ceac3cc4cb355"," 0;1179994926","0;23014909"," 0;5127089336","0;608154939615","0;997240708","FALSE"
"8cadbeef58dc433284054ba687d6eb91","8cadbeef58dc433284054ba687d6eb91","-0;1520981220","0;23326415","-0;6520424276","0;514373802526","0;990245474","FALSE"
"5264f42b54f42baee9acf414f74899bc","5264f42b54f42baee9acf414f74899bc"," 0;0925727695","0;18059378"," 0;5126022012","0;608229613166","0;997240708","FALSE"
"e93bf0e3f047d38b276688d1358a3a32","e93bf0e3f047d38b276688d1358a3a32"," 0;4132806810","0;34938940"," 1;1828655502","0;236862436671","0;893141862","FALSE"
"b55e1cd9bae700bcdda377032a90f988","b55e1cd9bae700bcdda377032a90f988","-0;4260014147","0;43735821","-0;9740331863","0;330040061807","0;959558392","FALSE"
"47988ddf11a82635dd5e5ce058e7c445","47988ddf11a82635dd5e5ce058e7c445","-0;0471402329","0;22706231","-0;2076092341","0;835534093679","0;997926688","FALSE"
"cdb8dcd35c2f167016a85b49b5d6a94d","cdb8dcd35c2f167016a85b49b5d6a94d","-0;0414524699","0;14459939","-0;2866711176","0;774364154574","0;997926688","FALSE"
"8822a08b7a8f2c75acde24019e96a854","8822a08b7a8f2c75acde24019e96a854"," 0;1983742151","0;32397531"," 0;6123127588","0;540330849794","0;997240708","FALSE"
"6ea8a4bcb7a41cb71c5e54a7933de3f2","6ea8a4bcb7a41cb71c5e54a7933de3f2","-0;0144502369","0;24246393","-0;0595974701","0;952476233369","0;997926688","FALSE"
"abf4e087668124ec866eb94cc13f69f5","abf4e087668124ec866eb94cc13f69f5","-0;8298362555","0;26567963","-3;1234470863","0;001787460019","0;135345452","FALSE"
"ce4a8416df09585aee8197c780bee89d","ce4a8416df09585aee8197c780bee89d"," 0;0664612742","0;34271049"," 0;1939283335","0;846231997935","0;997926688","FALSE"
"6360b73867d0bbf952bd7e50e88f6858","6360b73867d0bbf952bd7e50e88f6858"," 0;5677595349","0;30830487"," 1;8415522914","0;065540665031","0;644103484","FALSE"
"5a982b2c0e5a8d4c5c3fb5520b42bf39","5a982b2c0e5a8d4c5c3fb5520b42bf39"," 0;3386063451","0;29859481"," 1;1339994447","0;256794780937","0;904326166","FALSE"
"53f540726b9ee1fe833dadfb9477bbc6","53f540726b9ee1fe833dadfb9477bbc6","-0;2803203999","0;21535224","-1;3016832570","0;193024685443","0;860548686","FALSE"
"4b9c2f711722254413c4b03f5e824b37","4b9c2f711722254413c4b03f5e824b37","-0;0027559176","0;40827665","-0;0067501229","0;994614222032","0;998804107","FALSE"
"437732aba6e61deb3c0d6cf916506235","437732aba6e61deb3c0d6cf916506235","-0;1263856894","0;27651323","-0;4570692265","0;647621288487","0;997240708","FALSE"
"e341da27f86b57a6392457b70e2e5d3a","e341da27f86b57a6392457b70e2e5d3a","-0;3195360493","0;21128839","-1;5123218606","0;130452002430","0;773321810","FALSE"
"0e974fea64b07d97062f976599f7f3b3","0e974fea64b07d97062f976599f7f3b3","-1;0051203907","0;33818020","-2;9721443716","0;002957275883","0;169307927","FALSE"
"d807edd2b9696745dcb55c9fa7b380e8","d807edd2b9696745dcb55c9fa7b380e8","-0;0858267404","0;28783349","-0;2981819118","0;765564326469","0;997926688","FALSE"
"ac8907b546cb70d9b198db217cf26a4a","ac8907b546cb70d9b198db217cf26a4a","-0;1796339990","0;24609413","-0;7299401918","0;465426743454","0;981194343","FALSE"
"1e53118046fd373c53837119900f3344","1e53118046fd373c53837119900f3344"," 0;8448680292","0;47649832"," 1;7730766233","0;076216010995","0;668059321","FALSE"
"c8997a38ccca73ebf4b0d963b824250b","c8997a38ccca73ebf4b0d963b824250b","-0;1759705195","0;23437028","-0;7508226638","0;452759387907","0;981194343","FALSE"
"4320d5555ee85ed3874c63ec9613379d","4320d5555ee85ed3874c63ec9613379d","-0;1559642795","0;38526945","-0;4048187005","0;685610781754","0;997240708","FALSE"
"7a1bdc86e3995e2e3d52c2940011f279","7a1bdc86e3995e2e3d52c2940011f279","-0;2752712641","0;30444383","-0;9041775235","0;365901276438","0;970909426","FALSE"
"d4e9c18d5283240c84ca1221f81acb0e","d4e9c18d5283240c84ca1221f81acb0e"," 0;2108251313","0;46627124"," 0;4521512622","0;651160016265","0;997240708","FALSE"
"adc4f1b6fbe98c7dfab02b05500e938b","adc4f1b6fbe98c7dfab02b05500e938b"," 0;6873267395","0;36452210"," 1;8855557454","0;059354845732","0;621421172","FALSE"
"e1336908bac99d2c0346ebde4fafb9db","e1336908bac99d2c0346ebde4fafb9db","-0;1697344117","0;33825623","-0;5017924121","0;615813551197","0;997240708","FALSE"
"35063d5a8b75df89fa4a988d54d7dac6","35063d5a8b75df89fa4a988d54d7dac6"," 1;0451601658","0;36319288"," 2;8777000285","0;004005858561","0;184425377","FALSE"
"62791b2fe72908947ab9b2392e44d212","62791b2fe72908947ab9b2392e44d212"," 0;3299900054","0;32596067"," 1;0123614283","0;311365273720","0;947859512","FALSE"
"fd9edb5abe3ab9800b38d886ba002e1b","fd9edb5abe3ab9800b38d886ba002e1b","-0;0415275153","0;41703097","-0;0995789711","0;920678589429","0;997926688","FALSE"
"e1350a4357d1b6e75df8b84425589d06","e1350a4357d1b6e75df8b84425589d06","-0;1639807884","0;45301299","-0;3619781179","0;717368382559","0;997240708","FALSE"
"bf2cac930a34874c6db4cbba008dd7fe","bf2cac930a34874c6db4cbba008dd7fe"," 0;9170632751","0;37868812"," 2;4216848006","0;015448743833","0;383005257","FALSE"
"c344a59c709d5e3a335d434225330eed","c344a59c709d5e3a335d434225330eed"," 0;0979584889","0;18934375"," 0;5173579163","0;604906331334","0;997240708","FALSE"
"6b54552f7c9c0098e73a2f19a3ab3517","6b54552f7c9c0098e73a2f19a3ab3517"," 0;2884670980","0;18530869"," 1;5566841471","0;119545494301","0;743846578","FALSE"
"2cd926d5bb857bf063154f153008c556","2cd926d5bb857bf063154f153008c556"," 0;0816103272","0;41043587"," 0;1988381954","0;842389316868","0;997926688","FALSE"
"432a5c3e267da1447c539bf2cad59474","432a5c3e267da1447c539bf2cad59474"," 0;1780734143","0;17622772"," 1;0104733290","0;312268571283","0;948745395","FALSE"
"07bb7b31566787ca615c71b5a879d3fd","07bb7b31566787ca615c71b5a879d3fd"," 0;2751137456","0;39208212"," 0;7016737809","0;482882627683","0;981194343","FALSE"
"bbd433e2699103338d98dd11efd9334d","bbd433e2699103338d98dd11efd9334d"," 0;0985264267","0;30964223"," 0;3181944099","0;750337472868","0;997723954","FALSE"
"ef2f20b6a0820f0292a08759f5b79ba1","ef2f20b6a0820f0292a08759f5b79ba1","-0;1181954502","0;21270836","-0;5556690285","0;578437132888","0;997240708","FALSE"
"b5b49a69905a4c797bf5d98eca55855c","b5b49a69905a4c797bf5d98eca55855c","-0;1009829347","0;37907600","-0;2663923156","0;789937082769","0;997926688","FALSE"
"b41ab1eb0f708bda59822d7ff38217fe","b41ab1eb0f708bda59822d7ff38217fe","-0;1843822526","0;25466761","-0;7240114115","0;469058729302","0;981194343","FALSE"
"83845a3f1b9d19dbc01cc4696527c6ac","83845a3f1b9d19dbc01cc4696527c6ac"," 0;0962905005","0;21518132"," 0;4474854143","0;654524616798","0;997240708","FALSE"
"b46d3ecfcd16ac4edefeaa324ea33d5e","b46d3ecfcd16ac4edefeaa324ea33d5e","-0;0022966835","0;47948265","-0;0047899200","0;996178211409","0;999077363","FALSE"
"1f7fc700f3ed6960ed867512cc5a9a28","1f7fc700f3ed6960ed867512cc5a9a28"," 0;6802657508","0;36683375"," 1;8544251900","0;063678353737","0;640952344","FALSE"
"e0db7fd81e127bc3ef831934b6b3ce03","e0db7fd81e127bc3ef831934b6b3ce03"," 0;2308655433","0;23663034"," 0;9756379606","0;329243906013","0;959558392","FALSE"
"8f347c3ac1d88c7ae3cb5fc7c434642e","8f347c3ac1d88c7ae3cb5fc7c434642e"," 0;0591261241","0;32875706"," 0;1798474648","0;857272319547","0;997926688","FALSE"
"58145f79a5d599c30b8647a0b494e420","58145f79a5d599c30b8647a0b494e420"," 0;0581801933","0;19699188"," 0;2953431011","0;767731794246","0;997926688","FALSE"
"3fe026007ebb9b6eb138320e0b66e204","3fe026007ebb9b6eb138320e0b66e204","-0;1553078424","0;19037654","-0;8157929773","0;414618550507","0;981194343","FALSE"
"cb3a1472d87a84e9f8e6ae2f41bff582","cb3a1472d87a84e9f8e6ae2f41bff582","-0;8023810077","0;34980712","-2;2937812300","0;021803068108","0;453474551","FALSE"
"c1b3cf51ea174811dddd401369698fe2","c1b3cf51ea174811dddd401369698fe2","-0;2309343412","0;20492680","-1;1269113929","0;259779945964","0;908026825","FALSE"
"f2158b6b556f5e854c8acbb4089ee6de","f2158b6b556f5e854c8acbb4089ee6de","-0;2269387084","0;29093284","-0;7800381361","0;435368428223","0;981194343","FALSE"
"77193eb78f0c57022928b8e93343e189","77193eb78f0c57022928b8e93343e189"," 0;0436256778","0;18623181"," 0;2342547106","0;814787243459","0;997926688","FALSE"
"5c641eb6ee388675896f5cbe29476638","5c641eb6ee388675896f5cbe29476638"," 0;4098365274","0;38908401"," 1;0533368651","0;292186628694","0;940276596","FALSE"
"5b3aaed88a0e9b8436cae56f581e8b9e","5b3aaed88a0e9b8436cae56f581e8b9e"," 0;4159295294","0;37151326"," 1;1195550170","0;262903433648","0;914186962","FALSE"
"67d67dbe3f3e5b99e55ac7360179a37f","67d67dbe3f3e5b99e55ac7360179a37f"," 0;0599745219","0;42948982"," 0;1396413129","0;888943397432","0;997926688","FALSE"
"0457e773290e8b0dadab8663ec827076","0457e773290e8b0dadab8663ec827076"," 0;1999718944","0;22053457"," 0;9067598699","0;364533795531","0;970909426","FALSE"
"60a8a97be1962e4820cf3567c50b24d9","60a8a97be1962e4820cf3567c50b24d9","-0;1101123770","0;22130038","-0;4975697542","0;618787326441","0;997240708","FALSE"
"74124cdef5b60d22ec05d76c98829147","74124cdef5b60d22ec05d76c98829147"," 0;1866969382","0;18667039"," 1;0001422264","0;317241683488","0;955211075","FALSE"
"c6624111632c780728cbfac4dc29812e","c6624111632c780728cbfac4dc29812e","-0;0778370313","0;32109093","-0;2424142912","0;808459161819","0;997926688","FALSE"
"a489a403221ae54ca92526f3d8582d47","a489a403221ae54ca92526f3d8582d47","-0;2739248859","0;35620304","-0;7690133392","0;441885391822","0;981194343","FALSE"
"bf3f60b25d0fdfc073cb97d09e409402","bf3f60b25d0fdfc073cb97d09e409402","-0;8528675748","0;26736469","-3;1899035071","0;001423203043","0;124398446","FALSE"
"0010d390be5267792a73b559d36719b9","0010d390be5267792a73b559d36719b9"," 0;0280529150","0;24626058"," 0;1139155717","0;909304721481","0;997926688","FALSE"
"c011280fcf1f7e843ad412e87bcaf88d","c011280fcf1f7e843ad412e87bcaf88d","-0;0577564012","0;23288870","-0;2480000118","0;804134397649","0;997926688","FALSE"
"e24e4e26b8ea201efeafeb8e508aacde","e24e4e26b8ea201efeafeb8e508aacde","-0;0253665087","0;19716323","-0;1286574002","0;897628744875","0;997926688","FALSE"
"5f55c5f79c2d6c8648355001b8dab4c4","5f55c5f79c2d6c8648355001b8dab4c4","-0;0554216050","0;25245818","-0;2195278630","0;826238877608","0;997926688","FALSE"
"22f77510f469d150e464dafae9ae4a29","22f77510f469d150e464dafae9ae4a29"," 0;3290675912","0;29146422"," 1;1290153788","0;258891346243","0;908026825","FALSE"
"8bbf25f27d4f8f0a2d9935e6b9fcc927","8bbf25f27d4f8f0a2d9935e6b9fcc927"," 0;2897857152","0;22586662"," 1;2829948596","0;199493876984","0;864127410","FALSE"
"d7873710cecec136e4a4ef69f2965d1f","d7873710cecec136e4a4ef69f2965d1f","-0;0912375516","0;25293759","-0;3607117168","0;718314964848","0;997240708","FALSE"
"1b51cdf76b7901bbd8452ee88cfe57bd","1b51cdf76b7901bbd8452ee88cfe57bd"," 0;0076593024","0;27952322"," 0;0274013103","0;978139653196","0;997926688","FALSE"
"d81e5a7b906274c6cd11451b7e1fc616","d81e5a7b906274c6cd11451b7e1fc616"," 0;1669026359","0;43940125"," 0;3798410610","0;704063400394","0;997240708","FALSE"
"02585dd90531388b3ce8444fa38351fa","02585dd90531388b3ce8444fa38351fa"," 0;1925346365","0;24521800"," 0;7851570275","0;432361507202","0;981194343","FALSE"
"2405ff9594d4041aa4ad3d6bcc10b81e","2405ff9594d4041aa4ad3d6bcc10b81e","-0;1533564660","0;33338189","-0;4600023842","0;645514509164","0;997240708","FALSE"
"1d7a3000bb1e46173cdee5ab7da7bcb0","1d7a3000bb1e46173cdee5ab7da7bcb0","-0;2474007957","0;29528852","-0;8378273555","0;402127672712","0;981194343","FALSE"
"b5667ddf1481791de95fed113cea1197","b5667ddf1481791de95fed113cea1197","-0;2575701126","0;32366987","-0;7957803180","0;426159733543","0;981194343","FALSE"
"e07e42f3c64fddf1de56544ced5de0f5","e07e42f3c64fddf1de56544ced5de0f5","-0;0444144586","0;14147884","-0;3139300504","0;753574166378","0;997723954","FALSE"
"b3d7868c41b2a046a18a2b5659205a43","b3d7868c41b2a046a18a2b5659205a43","-0;2301301485","0;25107558","-0;9165771906","0;359364241350","0;970909426","FALSE"
"4819c02bdc58245e7213f969bc575f7f","4819c02bdc58245e7213f969bc575f7f"," 0;2109210067","0;33825971"," 0;6235475251","0;532924781737","0;993134645","FALSE"
