"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"7b76ea08a3300e7416f6e51923f0076b","7b76ea08a3300e7416f6e51923f0076b","-0;1331721239","0;23517907","-0;5662584062","0;571218131056","0;997240708","FALSE"
"9b468ab1d0928bd9873b82086a709f7b","9b468ab1d0928bd9873b82086a709f7b","-0;4145571804","0;25284519","-1;6395691697","0;101094777778","0;723424940","FALSE"
"edd89a150893713c2612805798905559","edd89a150893713c2612805798905559"," 0;3766429237","0;18623486"," 2;0224082795","0;043134190433","0;584530912","FALSE"
"d706b7cd7a4f0825d329f8c5bef7af35","d706b7cd7a4f0825d329f8c5bef7af35"," 0;3376918068","0;26164182"," 1;2906644730","0;196820048970","0;863501168","FALSE"
"fac3968c09fae57e32d3f565c51a2432","fac3968c09fae57e32d3f565c51a2432"," 0;5586788283","0;33797598"," 1;6530134009","0;098328136254","0;713627387","FALSE"
"c032c09a505693009ccdd604646c0c75","c032c09a505693009ccdd604646c0c75","-0;2270890122","0;25238438","-0;8997744379","0;368240300374","0;972256305","FALSE"
"60c60e7ab966cb4b4a9301d54972cb47","60c60e7ab966cb4b4a9301d54972cb47"," 0;1671839112","0;29838672"," 0;5602927401","0;575279778497","0;997240708","FALSE"
"ce5e88015e89345e68f9e4bd776f8a47","ce5e88015e89345e68f9e4bd776f8a47"," 0;1498703394","0;24046439"," 0;6232537806","0;533117765251","0;993134645","FALSE"
"4192d238e6bd7cf46d1728b9896b2509","4192d238e6bd7cf46d1728b9896b2509"," 0;4527289329","0;32783243"," 1;3809766585","0;167286137630","0;835600380","FALSE"
"7f913e2776c4f1b1a861e8165904c1ec","7f913e2776c4f1b1a861e8165904c1ec","-0;1758990233","0;27230025","-0;6459745172","0;518295858727","0;990245474","FALSE"
"7e1ad3f4396732c8ab83d92105f48446","7e1ad3f4396732c8ab83d92105f48446","-0;0391829632","0;22554811","-0;1737233032","0;862082922683","0;997926688","FALSE"
"b6206f30969f43dec26be6b6bfea4ed3","b6206f30969f43dec26be6b6bfea4ed3","-0;5262977983","0;27216220","-1;9337651912","0;053142004378","0;602954841","FALSE"
"58509fb8caf4c3e9fa4c1d39cf783b25","58509fb8caf4c3e9fa4c1d39cf783b25","-0;1354516764","0;23819016","-0;5686703365","0;569579882094","0;997240708","FALSE"
"a76ac37b2bfb14c1fa299b5419c85438","a76ac37b2bfb14c1fa299b5419c85438","-0;4620216077","0;39007852","-1;1844323302","0;236241968596","0;893141862","FALSE"
"fe96547c1099d434e719d7ea25e61a8e","fe96547c1099d434e719d7ea25e61a8e","-0;7039172160","0;26201696","-2;6865329886","0;007219781848","0;257173609","FALSE"
"7efe4ad3843955f043eefa80e5fd492f","7efe4ad3843955f043eefa80e5fd492f"," 0;1078641186","0;37454780"," 0;2879849187","0;773358283032","0;997926688","FALSE"
"39820b6334259ef3db89a7a373095025","39820b6334259ef3db89a7a373095025"," 0;0136851446","0;22560021"," 0;0606610445","0;951629156500","0;997926688","FALSE"
"442d0226930746d18f73b3d8dedcd9e7","442d0226930746d18f73b3d8dedcd9e7"," 0;1201647209","0;34117365"," 0;3522098522","0;724680888758","0;997240708","FALSE"
"4d6c9914a238a58ec0d354f978909573","4d6c9914a238a58ec0d354f978909573","-0;1230600595","0;32150302","-0;3827648678","0;701894112705","0;997240708","FALSE"
"e5d008ae3dca26127d6cc92b5e8945f9","e5d008ae3dca26127d6cc92b5e8945f9","-0;0172900582","0;28171032","-0;0613753098","0;951060315174","0;997926688","FALSE"
"aae9007c43e97733bce0f08bf8cc8b52","aae9007c43e97733bce0f08bf8cc8b52"," 0;1123508171","0;32447137"," 0;3462580271","0;729148809267","0;997543052","FALSE"
"81ed0b30077019f8d747385b91f2675a","81ed0b30077019f8d747385b91f2675a"," 0;1516091293","0;18202090"," 0;8329215549","0;404888972204","0;981194343","FALSE"
"bb5a7556954470fdb03ed9abf470a4f0","bb5a7556954470fdb03ed9abf470a4f0"," 0;4658672570","0;25594350"," 1;8201957285","0;068729203383","0;653349084","FALSE"
"8145075dddcffa3fa764c5ba32ed2cff","8145075dddcffa3fa764c5ba32ed2cff","-0;1609547123","0;18260946","-0;8814149668","0;378093259807","0;981194343","FALSE"
"0cdf838a29facf2c340d9939e262b5dc","0cdf838a29facf2c340d9939e262b5dc","-0;2110706629","0;32193440","-0;6556325327","0;512060588131","0;990245474","FALSE"
"9f7f4cfed6cf0a3817b04500c2d11ea6","9f7f4cfed6cf0a3817b04500c2d11ea6","-0;0177612113","0;33670463","-0;0527501251","0;957931000507","0;997926688","FALSE"
"ad87b54bb02322ef60810d11bd483195","ad87b54bb02322ef60810d11bd483195"," 0;0333073175","0;34098559"," 0;0976795450","0;922186758606","0;997926688","FALSE"
"8165aff18cd6ab7b931f6ae2d578d23c","8165aff18cd6ab7b931f6ae2d578d23c","-0;5510447416","0;28618257","-1;9255007357","0;054166744012","0;603822805","FALSE"
"b3927046c74fa0acad2ab93637242f53","b3927046c74fa0acad2ab93637242f53","-0;0072711682","0;32244850","-0;0225498589","0;982009340414","0;997926688","FALSE"
"20233c4a233fac1aa75725117a13738d","20233c4a233fac1aa75725117a13738d","-0;8330714258","0;35383308","-2;3544193058","0;018551671159","0;423809910","FALSE"
"e247d3819a2ac80dbe03d7bfbf25faf3","e247d3819a2ac80dbe03d7bfbf25faf3"," 0;1242982510","0;28942279"," 0;4294694642","0;667581611399","0;997240708","FALSE"
"a77cf8bb99d7e1b5d9df12b0b29d941a","a77cf8bb99d7e1b5d9df12b0b29d941a"," 0;1100030322","0;26604451"," 0;4134760499","0;679257866152","0;997240708","FALSE"
"cd68cca6aced0549f580ad2b2fdbdaee","cd68cca6aced0549f580ad2b2fdbdaee"," 0;4289908071","0;22449934"," 1;9108778116","0;056020285107","0;606110083","FALSE"
"34be5985ca42ae73333d7030a774b134","34be5985ca42ae73333d7030a774b134","-0;5288314468","0;32198674","-1;6424013316","0;100506859161","0;722557582","FALSE"
"fadabbde414ae556263e64c59a92f622","fadabbde414ae556263e64c59a92f622"," 0;2039529548","0;28820366"," 0;7076695485","0;479150492065","0;981194343","FALSE"
"a60b1975ef99848910e72687c4ed73b9","a60b1975ef99848910e72687c4ed73b9"," 0;0618680395","0;25714842"," 0;2405927291","0;809870785981","0;997926688","FALSE"
"7740a262c4fc146e942a1ab79432db72","7740a262c4fc146e942a1ab79432db72"," 0;1732823206","0;34478099"," 0;5025866417","0;615254923022","0;997240708","FALSE"
"0ca79c4134182e3d86e824276f787b46","0ca79c4134182e3d86e824276f787b46","-0;1136592924","0;36933335","-0;3077417546","0;758278844980","0;997839999","FALSE"
"d191e078225ecaa757969dbc27d2b4a3","d191e078225ecaa757969dbc27d2b4a3","-0;0232235194","0;21810629","-0;1064779912","0;915203116614","0;997926688","FALSE"
"74fca21f33168156264892144500227a","74fca21f33168156264892144500227a","-0;3897998478","0;41760567","-0;9334160783","0;350605182063","0;964086477","FALSE"
"4b19473bbfd02706ce18e11fdcad83a0","4b19473bbfd02706ce18e11fdcad83a0"," 0;1246470307","0;35864912"," 0;3475459024","0;728181239872","0;997543052","FALSE"
"2f7a768a127229dddc9b749d380000a1","2f7a768a127229dddc9b749d380000a1","-0;3042719606","0;23262894","-1;3079712069","0;190883075510","0;858093935","FALSE"
"30ff45c20227f2313ecbac648718b30d","30ff45c20227f2313ecbac648718b30d","-0;0633835753","0;33478254","-0;1893276029","0;849836062545","0;997926688","FALSE"
"e20119114b87d35ec4fe3a7eb708f258","e20119114b87d35ec4fe3a7eb708f258","-0;0062150775","0;30101727","-0;0206469135","0;983527316907","0;997926688","FALSE"
"2dfc9a010fe087bd2f2f936676ed3098","2dfc9a010fe087bd2f2f936676ed3098"," 0;3666338480","0;27389430"," 1;3385961320","0;180702186028","0;841405388","FALSE"
"be3adf3e28663eb1dbb7464813ad1a9c","be3adf3e28663eb1dbb7464813ad1a9c"," 0;0768264804","0;18880100"," 0;4069177697","0;684068384282","0;997240708","FALSE"
"578bb06360e46a49b4659d81a60caef1","578bb06360e46a49b4659d81a60caef1"," 0;4901219806","0;28203627"," 1;7377977178","0;082246462952","0;678575704","FALSE"
"81f67787290de5be54d0547b81e7bc89","81f67787290de5be54d0547b81e7bc89"," 0;2510222916","0;42453941"," 0;5912814786","0;554331837341","0;997240708","FALSE"
"e82df7e765428146e1e1146076c6aac0","e82df7e765428146e1e1146076c6aac0","-0;0253918513","0;21825747","-0;1163389771","0;907383896090","0;997926688","FALSE"
"24c890f26fca0d8476ffa963b2ad0a8e","24c890f26fca0d8476ffa963b2ad0a8e"," 0;0699108601","0;36124731"," 0;1935263153","0;846546798998","0;997926688","FALSE"
"0188a0e417279ddf786e1469bfca9960","0188a0e417279ddf786e1469bfca9960","-0;0004639408","0;38070924","-0;0012186223","0;999027680345","0;999405150","FALSE"
"67d5d9b7a2902349e2222f86334b8e65","67d5d9b7a2902349e2222f86334b8e65","-0;3714687177","0;46019471","-0;8071990197","0;419551830430","0;981194343","FALSE"
"6b3bc1e124e6bb66e3671c4ee0907ee3","6b3bc1e124e6bb66e3671c4ee0907ee3"," 0;3533051563","0;29716576"," 1;1889161093","0;234472680306","0;893141862","FALSE"
"335be9039e418315b645d2a5c2b3f20a","335be9039e418315b645d2a5c2b3f20a"," 0;0286343436","0;24264619"," 0;1180086279","0;906060821603","0;997926688","FALSE"
"461ca2146efc2660bdb1da6291bd2fab","461ca2146efc2660bdb1da6291bd2fab"," 0;1997928385","0;31508035"," 0;6341012319","0;526014758843","0;991557018","FALSE"
"1448356db9a4afda61cc3602848194de","1448356db9a4afda61cc3602848194de"," 0;2156237801","0;33289265"," 0;6477276743","0;517161101676","0;990245474","FALSE"
"0a440290f95acd13e879c3855079961c","0a440290f95acd13e879c3855079961c","-0;7126734043","0;37251359","-1;9131474182","0;055729182774","0;605981535","FALSE"
"fb44bf063673be8a48c916f3fcbbbbfa","fb44bf063673be8a48c916f3fcbbbbfa"," 0;2768653630","0;26571153"," 1;0419772131","0;297422243703","0;943315721","FALSE"
"04a3667c9485c3355291145664a59e1f","04a3667c9485c3355291145664a59e1f","-0;0305997378","0;23134168","-0;1322707503","0;894770141986","0;997926688","FALSE"
"8e0262d07f3ac56cd81d7bb6d983c8a4","8e0262d07f3ac56cd81d7bb6d983c8a4","-1;2003060495","0;41108493","-2;9198492772","0;003502007143","0;169307927","FALSE"
"484473372084c332b5f73c0c697f461c","484473372084c332b5f73c0c697f461c","-0;0026472264","0;27035852","-0;0097915408","0;992187605644","0;997926688","FALSE"
"1f043632fb157bee29e90d16aed0f38b","1f043632fb157bee29e90d16aed0f38b","-0;1997708741","0;23188463","-0;8615097583","0;388957348999","0;981194343","FALSE"
"b95bbed7c112118a9f8b56197367ac6d","b95bbed7c112118a9f8b56197367ac6d","-0;1787512315","0;19123492","-0;9347206427","0;349932285756","0;964086477","FALSE"
"b9f866ca05f96cd55a67d4f8c83bbd71","b9f866ca05f96cd55a67d4f8c83bbd71","-0;0354621230","0;34800580","-0;1019009527","0;918835293740","0;997926688","FALSE"
"5cc9f62771b64d17597fa521322934c4","5cc9f62771b64d17597fa521322934c4"," 0;4154791221","0;32457105"," 1;2800867968","0;200514611604","0;864127410","FALSE"
"21c493eec12b3f5d2aa0a79afd267f1f","21c493eec12b3f5d2aa0a79afd267f1f","-0;1110644408","0;29796170","-0;3727473685","0;709336478046","0;997240708","FALSE"
"0a0536fb2d0bef72f83a88b656e9eb8c","0a0536fb2d0bef72f83a88b656e9eb8c","-0;1429284746","0;28352556","-0;5041114255","0;614183078443","0;997240708","FALSE"
"e8b00e66dd1b95e40144e38e34c7ae9f","e8b00e66dd1b95e40144e38e34c7ae9f"," 0;3147870755","0;19910981"," 1;5809721993","0;113884394441","0;735766328","FALSE"
"621a3b13c885c1465528df898eca6332","621a3b13c885c1465528df898eca6332","-0;5681863640","0;31187212","-1;8218568667","0;068476706521","0;652951734","FALSE"
"bd3b35a0543aa759447af0f90bddbe92","bd3b35a0543aa759447af0f90bddbe92"," 0;4821586845","0;46557490"," 1;0356200163","0;300379450071","0;945051691","FALSE"
"f6faa8fce5aa9185c9266a54992f3035","f6faa8fce5aa9185c9266a54992f3035","-0;1062226983","0;20150475","-0;5271473746","0;598091250281","0;997240708","FALSE"
"9f89020416f046d59c6fafb282aaac48","9f89020416f046d59c6fafb282aaac48","-0;0003901571","0;33934977","-0;0011497196","0;999082656722","0;999405150","FALSE"
"d875e88efb379ef5ce1d14fe7f77542e","d875e88efb379ef5ce1d14fe7f77542e","-0;5504383643","0;22259954","-2;4727740872","0;013406886350","0;357445520","FALSE"
"5c73b4837e0d42e26344cbb5f66a4813","5c73b4837e0d42e26344cbb5f66a4813","-0;0797810469","0;22053124","-0;3617675536","0;717525740634","0;997240708","FALSE"
"95d1730accd3dd0e1b5888ef6f07f4ab","95d1730accd3dd0e1b5888ef6f07f4ab","-0;3332017098","0;34072541","-0;9779185813","0;328114594275","0;959558392","FALSE"
"c80ba1270cee088aed1300fbab2b02d8","c80ba1270cee088aed1300fbab2b02d8"," 0;2588554217","0;35761505"," 0;7238381602","0;469165098735","0;981194343","FALSE"
"46985a846635ac097c332191533ebe0b","46985a846635ac097c332191533ebe0b","-0;5565575842","0;23385881","-2;3798872237","0;017317937214","0;406317881","FALSE"
"9b67eeaf53e841abb8b5c70ab991d3ab","9b67eeaf53e841abb8b5c70ab991d3ab"," 0;1578761716","0;26717340"," 0;5909127656","0;554578872166","0;997240708","FALSE"
"009ee35c00fa3f10643ce26a819b6258","009ee35c00fa3f10643ce26a819b6258","-0;0987915958","0;25585858","-0;3861179659","0;699409304760","0;997240708","FALSE"
"7cd5548e91c12155c1d1466e0caf791e","7cd5548e91c12155c1d1466e0caf791e","-0;6114751013","0;30122300","-2;0299748372","0;042359097095","0;584530912","FALSE"
"6a89aee05452fed3961543dfd5229303","6a89aee05452fed3961543dfd5229303","-0;9098000051","0;40708272","-2;2349265994","0;025422167956","0;471756278","FALSE"
"58e2dc66b76cc0684061079e03e71b25","58e2dc66b76cc0684061079e03e71b25","-0;0578924300","0;41448175","-0;1396742563","0;888917367522","0;997926688","FALSE"
"3d8d436dfbf4e9607e7d294f2bc9c472","3d8d436dfbf4e9607e7d294f2bc9c472"," 0;0804878454","0;19021194"," 0;4231482182","0;672187124144","0;997240708","FALSE"
"6d68f41f075ce00ac8f804eac2f0fa86","6d68f41f075ce00ac8f804eac2f0fa86","-0;1089708221","0;17280318","-0;6306065898","0;528297789004","0;991649568","FALSE"
"886a3af4a22ef92d56e945e4b5bffd41","886a3af4a22ef92d56e945e4b5bffd41","-0;4470564372","0;29420374","-1;5195470790","0;128624847142","0;773321810","FALSE"
"1470d6e921893676b65b74c6f4e422c2","1470d6e921893676b65b74c6f4e422c2","-0;1747440633","0;39791775","-0;4391461860","0;660555615079","0;997240708","FALSE"
"828bafbff474b204d7876d578a40a040","828bafbff474b204d7876d578a40a040","-0;7288213954","0;37715941","-1;9323961824","0;053310624887","0;602954841","FALSE"
"77e1de6dcd80f0f0ca0c101e18d15b4b","77e1de6dcd80f0f0ca0c101e18d15b4b","-0;0825230865","0;30219020","-0;2730832691","0;784789207416","0;997926688","FALSE"
"781a5ae42d8f6289bcfbc51aa8985cdd","781a5ae42d8f6289bcfbc51aa8985cdd"," 0;1108544427","0;25927450"," 0;4275562878","0;668974196468","0;997240708","FALSE"
"3a99e9ad2c15f646be99d6e703f9f8a0","3a99e9ad2c15f646be99d6e703f9f8a0","-0;6147733333","0;31745687","-1;9365570359","0;052799514164","0;601565053","FALSE"
"198700b8055e1e87f938d800ef0cceee","198700b8055e1e87f938d800ef0cceee"," 0;0639783668","0;17664083"," 0;3621946690","0;717206562998","0;997240708","FALSE"
"5bbe02efec4388958abde248fe45ed88","5bbe02efec4388958abde248fe45ed88","-0;9338138215","0;28264101","-3;3038865073","0;000953544262","0;098501122","FALSE"
"e9f904777fb7f8bac9758d9ab4d0d50e","e9f904777fb7f8bac9758d9ab4d0d50e"," 1;1332375206","0;43886731"," 2;5821871211","0;009817633767","0;297998900","FALSE"
"89c0f1e0d32b14d4cb27226258daefe0","89c0f1e0d32b14d4cb27226258daefe0","-0;5422566493","0;33109390","-1;6377730161","0;101469052545","0;723424940","FALSE"
"6bd3a18806fbf9b0785e764120b71898","6bd3a18806fbf9b0785e764120b71898"," 0;1385948269","0;31944376"," 0;4338629957","0;664387932631","0;997240708","FALSE"
"2582d4fffa8ceb563975e9f13af041c8","2582d4fffa8ceb563975e9f13af041c8"," 0;0717158612","0;50030604"," 0;1433439843","0;886018520000","0;997926688","FALSE"
"ec25b5a6ba907a4447e44dce517000e1","ec25b5a6ba907a4447e44dce517000e1","-0;7953489481","0;46196433","-1;7216674539","0;085129776267","0;680578812","FALSE"
"3cc4f1cd221ebffc5f79ba76f6f27336","3cc4f1cd221ebffc5f79ba76f6f27336","-0;2282878269","0;32225841","-0;7083999005","0;478696954216","0;981194343","FALSE"
"bd81e4923faacfde8f9e621bbbbb294f","bd81e4923faacfde8f9e621bbbbb294f","-0;5138057401","0;43156017","-1;1905772936","0;233819569917","0;893141862","FALSE"
"adcf2e2741b2e61cf5be70575f78fb4b","adcf2e2741b2e61cf5be70575f78fb4b","-0;2128197399","0;29696948","-0;7166384261","0;473597227932","0;981194343","FALSE"
"8ca2078b9edcb6be8283e8528b424af5","8ca2078b9edcb6be8283e8528b424af5","-0;4032074990","0;39635558","-1;0172873076","0;309016772762","0;947738528","FALSE"
"4bdedff3ef29c760d8b5f31dd06d4397","4bdedff3ef29c760d8b5f31dd06d4397","-0;0263518969","0;21315772","-0;1236262862","0;901611178755","0;997926688","FALSE"
"7ef999a1062f09397103826f84abca7d","7ef999a1062f09397103826f84abca7d","-0;0578243834","0;35343070","-0;1636088303","0;870039092842","0;997926688","FALSE"
"9bc9b53cea78e774fdee67fbbc4c69b1","9bc9b53cea78e774fdee67fbbc4c69b1"," 0;0618257382","0;17485502"," 0;3535828571","0;723651523515","0;997240708","FALSE"
"014f67c7e91c68c99c5046b25429c9c0","014f67c7e91c68c99c5046b25429c9c0","-0;3550601122","0;32195605","-1;1028216782","0;270104612012","0;918830069","FALSE"
"5b4af50264b3ab3b585f77b1fee3efd7","5b4af50264b3ab3b585f77b1fee3efd7","-0;3685842846","0;34453984","-1;0697871161","0;284715142913","0;934112131","FALSE"
"018fa05c2ec3408d8abe4a5e30396892","018fa05c2ec3408d8abe4a5e30396892","-0;2320645471","0;34615246","-0;6704113800","0;502595582167","0;990245474","FALSE"
"5326bef2f4926de96e7e0443ee97af8a","5326bef2f4926de96e7e0443ee97af8a","-0;1325884836","0;38726685","-0;3423698261","0;732072593191","0;997543052","FALSE"
"621f7c202a14d235864414bb7a42b87c","621f7c202a14d235864414bb7a42b87c","-0;1760818993","0;26250423","-0;6707773874","0;502362354777","0;990245474","FALSE"
"8f47c25ed9c304d52b359592c2ec8107","8f47c25ed9c304d52b359592c2ec8107"," 0;4058102779","0;28095899"," 1;4443754807","0;148633383973","0;816693009","FALSE"
"129379738fc4aac322214c174b841e57","129379738fc4aac322214c174b841e57"," 0;1702350781","0;19334339"," 0;8804804750","0;378599077838","0;981194343","FALSE"
"42a5e53d8beb2766893c3b1702725ac1","42a5e53d8beb2766893c3b1702725ac1"," 0;1892917170","0;25853719"," 0;7321643544","0;464068258168","0;981194343","FALSE"
"34b4dfe806344bf4b7bf6f1a5c2ce56d","34b4dfe806344bf4b7bf6f1a5c2ce56d"," 0;1578660495","0;39860672"," 0;3960446250","0;692072108007","0;997240708","FALSE"
"368aeefd9644a1044b8e9f33d4802a8a","368aeefd9644a1044b8e9f33d4802a8a","-0;5553024332","0;25384067","-2;1876023170","0;028698582930","0;493400969","FALSE"
"b50a79bd79abddfc0efb53abd5b1d87e","b50a79bd79abddfc0efb53abd5b1d87e","-0;3033727500","0;30999598","-0;9786344642","0;327760624056","0;959558392","FALSE"
"4682766a4043632e1d3b3b559bd6d76a","4682766a4043632e1d3b3b559bd6d76a","-0;4839427670","0;34689803","-1;3950577171","0;162998435394","0;835600380","FALSE"
"de6c5909c4416e1e1e9a197f18701141","de6c5909c4416e1e1e9a197f18701141"," 0;1306703563","0;22142916"," 0;5901226088","0;555108452291","0;997240708","FALSE"
"ef21be3d124e6bc64a8c4ebe2d357ee5","ef21be3d124e6bc64a8c4ebe2d357ee5","-0;1509592476","0;30992794","-0;4870785329","0;626202678662","0;997240708","FALSE"
"5dad2ee57ad764012c93791d275140f4","5dad2ee57ad764012c93791d275140f4"," 0;0370192187","0;33945127"," 0;1090560633","0;913158023410","0;997926688","FALSE"
"a38a62af36df93a55b749bff07cf089e","a38a62af36df93a55b749bff07cf089e","-0;2997044167","0;27600734","-1;0858566797","0;277542405354","0;927835938","FALSE"
"664dde08e4c24a85aecffb1389de0e58","664dde08e4c24a85aecffb1389de0e58"," 0;0471566658","0;23223004"," 0;2030601438","0;839088023375","0;997926688","FALSE"
"1aaaac0ccecf86ac8f62953c18ecc590","1aaaac0ccecf86ac8f62953c18ecc590"," 0;2096288636","0;50164799"," 0;4178803989","0;676034564276","0;997240708","FALSE"
"03204dc9262a4d6d1b593736bbeef51f","03204dc9262a4d6d1b593736bbeef51f","-0;4184159741","0;32986983","-1;2684275383","0;204645312521","0;864127410","FALSE"
"84f4c96f9512fcaf82a426f937b83fa4","84f4c96f9512fcaf82a426f937b83fa4"," 0;1240100307","0;49213221"," 0;2519851940","0;801052508103","0;997926688","FALSE"
"e878206e1c3ff0bec660e2b29466c956","e878206e1c3ff0bec660e2b29466c956"," 0;2816944662","0;19028059"," 1;4804161699","0;138762217359","0;789542739","FALSE"
"e9111082594cc8e74245d81a81f73c0f","e9111082594cc8e74245d81a81f73c0f","-0;5122262492","0;49219246","-1;0407031532","0;298013339361","0;943315721","FALSE"
"9d2429a2784bf6256764383eb270310d","9d2429a2784bf6256764383eb270310d","-0;1473298291","0;36828231","-0;4000459015","0;689122708754","0;997240708","FALSE"
"eb26d1941a8713464ec62706e77787c7","eb26d1941a8713464ec62706e77787c7","-0;1628493123","0;29290446","-0;5559809879","0;578223851791","0;997240708","FALSE"
"d44c3ee7c01b4d401d84bfd43e4aaddf","d44c3ee7c01b4d401d84bfd43e4aaddf"," 0;0386287459","0;27905507"," 0;1384269613","0;889902990060","0;997926688","FALSE"
"6b062785047bab58d1fd7617397b0f16","6b062785047bab58d1fd7617397b0f16"," 0;1285607521","0;29849439"," 0;4306973826","0;666688422213","0;997240708","FALSE"
"0d5262f3c74274c5f182ab96f8734168","0d5262f3c74274c5f182ab96f8734168"," 0;4959068825","0;36006222"," 1;3772810872","0;168425360226","0;835600380","FALSE"
