"","average","sd","ratio","ava","avb","cumsum","p","padj"
"fd10bf3254a4ca677892db57449627e2",2;91117611937784e-05,8;98840369515415e-05,0;323881327331495,2;25871595094351e-05,3;81674289715694e-05,0;945018030158171,0;859,1
"373d6b4efb0fd74660c7dcf67c04cbc5",2;91098030746768e-05,4;80375648370667e-05,0;605979990314061,3;23460010414885e-05,3;54962384168507e-05,0;945065505359709,0;996,1
"9afaec7674263b520bb58845603c81db",2;9090154677047e-05,3;95456681176989e-05,0;735609133988245,3;36231049973337e-05,3;79364887387736e-05,0;94511294851666,0;887,1
"551c4424d794bc4f5767b27ef2f41800",2;90898422404791e-05,3;91973506239269e-05,0;742137970486252,3;49625318364368e-05,3;70296152068399e-05,0;945160391164058,0;854,1
"f73c269248d75098e42a3c3cfab97659",2;90895050888241e-05,5;4284134767605e-05,0;535874896290763,2;01342024652788e-05,4;43514616193899e-05,0;945207833261594,0;556,0;971937683715462
"6588755f6152053c4869682ad037dbf3",2;90853438375592e-05,5;39222760491824e-05,0;539393845523704,2;52023114656583e-05,3;98298206360678e-05,0;945255268572543,0;76,1
"1aa67bc68bd17defb572b2d35249a25e",2;90835961009822e-05,3;96325301281371e-05,0;733831426026829,3;62943385725408e-05,3;73834271706905e-05,0;945302701033107,0;947,1
"c6b965f1d038a5b2add80b537f229527",2;90809721348403e-05,0;000112381955238804,0;258769053030313,5;81619442696806e-05,0,0;945350129214242,0;265,0;890725501113586
"4e868d4c518877bcd6a178a672a9955b",2;90725204838463e-05,5;59050840950648e-05,0;520033570370977,2;9117468702349e-05,3;54463256816779e-05,0;945397543611572,0;75,1
"e08be95cc6d3d27f862317df25f4acdf",2;89971996538669e-05,4;76294727215902e-05,0;60880790814891,3;42873663705375e-05,3;2621523486858e-05,0;9454448351681,0;775,1
"2ae0b3215c5e3d8240839e4674d5bb08",2;89917550906817e-05,4;27037719930221e-05,0;678903847075125,3;65082728517697e-05,3;276248803556e-05,0;945492117845085,0;829,1
"73a70d795b9dfb48c8ba9d9c5e95b631",2;89898221273942e-05,6;7833390674512e-05,0;427368023905768,5;06802997077937e-05,1;0080047231564e-05,0;945539397369599,0;113,0;843495828367104
"94604e680e291d4f5bca72a158542f1c",2;89890457736056e-05,9;61252767043307e-05,0;30157568089788,5;79780915472112e-05,0,0;945586675627957,0;128,0;846758278145695
"663a46ea6cf118d801ee7f02b918496d",2;89658693108458e-05,3;63874370024986e-05,0;796040383631768,3;20120928639722e-05,4;1742645051352e-05,0;945633916087802,0;981,1
"b06eacd8f6e5ddb7044798a0137a8746",2;89566527356426e-05,3;28068760342387e-05,0;882639746174618,4;21041703440468e-05,3;53450401401365e-05,0;945681141516328,0;826,1
"82a5dace723827acedfa55e521ee05ee",2;89547431450249e-05,4;60970557405249e-05,0;628125650974497,3;34571034125517e-05,3;45160488490713e-05,0;945728363830501,1,1
"6650b45eaf62f1bc1cde86adc2d7f76b",2;8931716129932e-05,2;88299283098376e-05,1;00353063035747,4;018907355727e-05,4;30456701539303e-05,0;945775548589896,0;964,1
"b02832d2885cc15f2d527e5196240109",2;89250210797402e-05,4;33479699155092e-05,0;667275102758419,4;36098771604082e-05,2;39965322519609e-05,0;945822722430328,0;248,0;890725501113586
"7ae006da78384dc5a6ae5e5a5bbc9a9e",2;89220276382738e-05,7;3387749624805e-05,0;394098848733443,4;22889058872299e-05,1;92389853606807e-05,0;945869891388754,0;439,0;94732601299103
"8ac8160575b3c6b7078cdd817f616b8f",2;89033804973544e-05,5;586331720352e-05,0;517394632904705,2;56636429005541e-05,3;91728429476744e-05,0;945917029935543,0;981,1
"36f4e0cca0c39176d36236ac8bcb4f1d",2;88852825510228e-05,5;80820170337815e-05,0;497318860917357,4;22488543435254e-05,2;11356739534594e-05,0;945964138966377,0;4,0;94732601299103
"405e6c8feee7fd2ee5ea0e49e51717ee",2;88836918565982e-05,6;25649804939467e-05,0;46165908833605,3;14913830185709e-05,3;18318207784435e-05,0;946011245402945,0;956,1
"06c967c789b2fe22ddd16316df94bc26",2;88681627373314e-05,3;99199788957763e-05,0;723150751474615,3;10244822856661e-05,3;9447757025232e-05,0;946058326513061,0;913,1
"cb3e3680e57ee0af5a7678e6a83b2665",2;88649630674208e-05,4;60789963233805e-05,0;626423433028959,4;23835613003353e-05,2;60261329557253e-05,0;946105402404832,0;534,0;960005441354293
"a9d9b8285d7510c7a29863533aa6ef00",2;88518141538228e-05,7;79728874904181e-05,0;370023672104849,4;31242335266241e-05,1;73061842567805e-05,0;946152456852029,0;274,0;89269923580786
"e5498ddaa6b29132ceb86f473b1368c6",2;88476927442501e-05,9;62936766349989e-05,0;299580343718698,2;91271054602867e-05,3;06844489191924e-05,0;946199504577616,0;853,1
"cfcb162ab9943981ed0ca87f87f29424",2;88449220896378e-05,5;9796406428324e-05,0;482385544760341,3;8436887328157e-05,2;43626672739261e-05,0;94624654778454,0;423,0;94732601299103
"5a10f0c69283fc4f6c6d77e74e4a9787",2;88157815504895e-05,3;45748612218884e-05,0;833431589661653,2;41954041396445e-05,4;81252121826889e-05,0;946293543466136,0;232,0;890725501113586
"a24c463e3d639939bb84c8b496d9760c",2;87994314051707e-05,4;60075682674585e-05,0;625971606187688,2;60439741110329e-05,4;03731564838704e-05,0;946340512482265,0;311,0;93080875691998
"7983f8572a7425540e38ef09479e55a9",2;87779126326393e-05,6;66446960500862e-05,0;431810996797277,3;60374546017454e-05,2;65188816115833e-05,0;946387446403412,0;719,1
"fcf956ce11d76ca9bbda5819d4b9dd6a",2;87511772616717e-05,4;26383010185376e-05,0;674304007778635,2;95362171877634e-05,3;86812052703722e-05,0;946434336721819,0;76,1
"b997092bdbfa514be44f001336b00c55",2;8725774296164e-05,2;31705276740062e-05,1;23975486015323,4;59926207139213e-05,5;45442890111557e-05,0;94648118561051,0;785,1
"62ef868fbd48081427797f70f6871dfc",2;8724879968203e-05,4;21263479564457e-05,0;681874441095668,4;05907950244512e-05,2;78270085708065e-05,0;946528033040641,0;532,0;959309884778654
"7b8b7b74cbd8538a336ed7022be76626",2;87184668272196e-05,3;74269998704174e-05,0;767319500004031,4;10986036807918e-05,3;01824055189674e-05,0;946574870011574,0;348,0;94732601299103
"4d8153df9a357e3523769ccd12f7d36b",2;87160159432365e-05,4;11603164736281e-05,0;697662661598706,3;05866692698046e-05,3;92221395998014e-05,0;94662170298536,0;913,1
"4f6780da5d88c874004d5dd5ab996106",2;87138875932961e-05,9;21539931557052e-05,0;311585929269289,0,5;74277751865922e-05,0;946668532488017,0;3,0;921539256198347
"8e3bb44300ec31c8ada42110eb78ec73",2;87089778539391e-05,0;000109191070459479,0;262924227531894,5;74179557078783e-05,0,0;946715353983376,0;045,0;750592233009709
"9f9cc34714197e9e7689a63cd21e277d",2;86936016583255e-05,5;18409218948898e-05,0;55349327538008,1;8048244969606e-05,4;59522494363289e-05,0;946762150401686,0;457,0;94732601299103
"4573d0b64f2b16fd9306e9a07eafdc54",2;86675502519955e-05,4;17780382413363e-05,0;68618708438136,1;62458275954555e-05,4;94232987218697e-05,0;946808904332736,0;135,0;854920251836306
"80d9aa36d453897a9d99e896828f5f79",2;86450494777495e-05,3;10084391318012e-05,0;923782372791932,2;28342357316292e-05,5;13992261259832e-05,0;946855621567254,0;119,0;843495828367104
"072910e17990acd1b3360d822f310972",2;86234850762488e-05,7;61213957697676e-05,0;376024175421347,4;84076210880898e-05,1;1347343822077e-05,0;946902303632373,0;148,0;871994134897361
"d0cdfd303529d97f301d794f065c0b62",2;85578189183461e-05,4;89987612076922e-05,0;582827365722522,3;24389254286507e-05,3;25606890368624e-05,0;946948878602501,0;737,1
"d903119e054e9f3ace1af2627241fd2d",2;85564128586309e-05,4;91129339832608e-05,0;581443838569364,4;38680679431436e-05,2;00199007445112e-05,0;946995451279486,0;183,0;890725501113586
"408bed7fd87af27f98f5f00380359d9e",2;85307795197451e-05,5;83161662255509e-05,0;4892430584239,2;20754825698878e-05,4;00578358709442e-05,0;947041982151037,0;619,1
"3b117e4187bc5417425d45ee8897afd4",2;8518936888283e-05,4;27664670260203e-05,0;666852767401416,4;56906009317243e-05,2;07249496690331e-05,0;947088493708431,0;164,0;890725501113586
"345e595a0d05e06f5cb7ddc514b9fd79",2;85185257439353e-05,3;65620927678894e-05,0;780002554147602,3;88345912878185e-05,3;38396293038416e-05,0;947135004595289,0;808,1
"191923d22d453259c71f2147c0a04200",2;85173723568853e-05,5;72124818374331e-05,0;498446692767431,4;50534367060604e-05,1;73071265016747e-05,0;947181513601087,0;246,0;890725501113586
"4aee70a92c241ae50d6d4da0c29e6675",2;85028652487739e-05,4;95029960943309e-05,0;575780609207167,4;28533477683555e-05,2;12357430651089e-05,0;947227998947231,0;199,0;890725501113586
"7971c52f730ea7929be580d6f4c97bae",2;84878177308037e-05,4;85834503713919e-05,0;586368763705153,2;95736271858069e-05,3;53568693367597e-05,0;947274459752365,0;726,1
"1cb0363414b8b3cd233b536e0510999d",2;84817142618598e-05,9;25128034737581e-05,0;307867810642436,5;69634285237196e-05,0,0;947320910603348,0;119,0;843495828367104
"d59ba340b8e6fa947a39bb58e7b96cfd",2;84716166575345e-05,4;0810783521865e-05,0;697649351482811,2;99943581150363e-05,3;9421092692866e-05,0;947367344986139,0;835,1
"604c8137ed5e0ca4c69daefc7ef4cc47",2;84693926036859e-05,6;88388097154912e-05,0;41356602069892,2;14448002248449e-05,3;99094872454496e-05,0;947413775741718,0;898,1
"d428cabd1be97b46076a8b71e58055aa",2;8444352248398e-05,3;56778761800867e-05,0;797254637715068,4;20927580616271e-05,3;26155742147321e-05,0;947460165658962,0;2,0;890725501113586
"e7a4c32ecadd95d57b69b3c47f983c1c",2;84222037501718e-05,3;10206688110659e-05,0;916234395953218,3;67717663005752e-05,4;131617458516e-05,0;947506519454202,0;923,1
"ee025e69d4a05a4119c1c7bdb2cd1fb3",2;83964328405091e-05,6;05469888608241e-05,0;468998266879668,4;56071754212711e-05,1;56444768242002e-05,0;947552831219645,0;236,0;890725501113586
"12632a16683a8522edc1d92110c19788",2;83598341020927e-05,4;65997144320397e-05,0;608583860389365,4;12366359142889e-05,2;3870213213716e-05,0;947599083296175,0;399,0;94732601299103
"4662346d56ba5a572316a6d942627fbe",2;8358681869671e-05,7;66894418928493e-05,0;369785998824894,4;09853537010446e-05,1;85166961132368e-05,0;947645333493529,0;389,0;94732601299103
"ac95ec6b42869602fdcad92653501e58",2;83465914048524e-05,3;50221333734345e-05,0;809390767335558,4;42618435014427e-05,2;67629837499189e-05,0;947691563972533,0;237,0;890725501113586
"f515735cae623b3f8458ce5a493aa0f9",2;83463637905673e-05,4;98907183129669e-05,0;568169085334655,4;53885811546758e-05,1;781472230938e-05,0;947737794080321,0;181,0;890725501113586
"71aed4c3091387286c7670e7298b4f19",2;83154411021611e-05,7;19331538512458e-05,0;393635473855575,2;3348828776425e-05,3;72788645594191e-05,0;947783973756272,0;972,1
"8da466ff20b831e816571e22378d4181",2;83101782706535e-05,4;61202593759162e-05,0;613833891086852,1;47287726602419e-05,4;83737107271542e-05,0;947830144849066,0;132,0;854124330117899
"e27cdff41a9046b370e6b2dc1f4fdcf0",2;83078983198299e-05,5;30665156440566e-05,0;533441813095568,5;32877777448727e-05,7;16464898543761e-06,0;947876312223487,0;015,0;543932926829268
"4cb6678a734441cebe6d464e82ab5f0b",2;82936019618051e-05,4;68817298957358e-05,0;603510195223803,3;49873858909103e-05,3;06294208779432e-05,0;947922456281966,0;908,1
"99452eac47759fa1f7f9fea99e0779f5",2;82865051241006e-05,7;88686813108913e-05,0;358653202436573,1;33888901649128e-05,4;5861898116271e-05,0;947968588766206,0;72,1
"c6f3464fe01dbf6244e6706720c79a24",2;82827731117049e-05,5;68054107578265e-05,0;497888717542777,3;98370999231519e-05,2;24395939093006e-05,0;948014715163904,0;455,0;94732601299103
"0139e0981f7d63894b7758b2fb159a90",2;82804377451422e-05,5;67497273692335e-05,0;498336098799909,1;37072343254036e-05,4;7123642124729e-05,0;948060837752851,0;332,0;94732601299103
"8c19c1b5dfaee0504ddbaa9652fc4441",2;82155917641343e-05,4;16133407663546e-05,0;678041975109754,3;29944262659832e-05,3;49186006322767e-05,0;948106854584435,0;964,1
"5c2a12030868a63166804bf494c6faf6",2;82084524726811e-05,5;45332758750005e-05,0;51727045588348,3;58716828516657e-05,2;61609381870115e-05,0;948152859772543,0;329,0;94732601299103
"e3648567ab771e6d7a13936124e01532",2;82084092544899e-05,4;02178778249625e-05,0;701389799264381,4;53911080559254e-05,2;12475127244317e-05,0;948198864890166,0;135,0;854920251836306
"d536992d246a5b0fc097a0c7e813771f",2;81959030512597e-05,3;0774800584673e-05,0;916200999375519,3;77411809758802e-05,4;04023036834813e-05,0;948244849611412,1,1
"d91724bdb94376af830f2aea4015e368",2;81864578480714e-05,4;67634843770143e-05,0;60274503116209,2;10406887073557e-05,4;28170638692079e-05,0;948290818928468,0;385,0;94732601299103
"89e3eec6bd6826a00619267466676184",2;8177782441381e-05,2;5431725872444e-05,1;1079775939199,4;62641248595896e-05,4;09701829064434e-05,0;948336774096797,0;62,1
"ac5ec38b7c55d53e9333ff12f4fd8a06",2;81622890818541e-05,8;45402453941696e-05,0;333122868883893,3;6961453491258e-05,2;18935243327751e-05,0;948382703996993,0;557,0;972256824185501
"57fa3ca9867e57733a12d071f88d3913",2;81242197045694e-05,5;28009322234782e-05,0;532646271954717,1;97997844319501e-05,4;22378626607127e-05,0;94842857180981,0;496,0;94732601299103
"6c6bd331996b9a6f8492a90fee14d128",2;81232585453542e-05,5;08525838854865e-05,0;553034996386499,3;33881622853503e-05,3;02177735382843e-05,0;948474438055072,0;93,1
"8c084df2d858d65147ac19d198115f46",2;81058935926242e-05,2;88217169449551e-05,0;97516375052541,4;84542546629367e-05,3;13228678092226e-05,0;948520275979819,0;307,0;927707825203252
"3377784c57dc1224c0530f93805d1f19",2;80795617508232e-05,9;06303428235326e-05,0;309825174174804,2;96357361269847e-05,2;84991031164607e-05,0;948566070959943,0;767,1
"d8305434e3fe41ff8b3ddaa662e34c06",2;807898661226e-05,4;80216020308113e-05,0;58471574093351,3;62412174064904e-05,2;7045020827687e-05,0;948611865002074,0;384,0;94732601299103
"ae3d3ae3ec702cb4aa0a3ba552bc6fdd",2;80638704159443e-05,3;78754736689243e-05,0;740951008593456,3;13553593006839e-05,3;76803470800265e-05,0;948657634391187,0;925,1
"e402ca6cf9c21c2894f0b3bb48f36c70",2;80530387018339e-05,2;67832346568438e-05,1;04741040659425,3;42329536058179e-05,4;52039301476495e-05,0;948703386114849,0;046,0;750592233009709
"fcab9131e5693f584fb576418173dcfd",2;80510259861486e-05,4;12026312767539e-05,0;680806664936828,4;797708698351e-05,1;61474145498341e-05,0;948749134555972,0;068,0;796055118110236
"155562bd65f276e47625ee16e5562c35",2;80328433963443e-05,8;06381957951635e-05,0;347637284290848,1;44915776166849e-05,4;45240597603959e-05,0;948794853343094,0;847,1
"45a9028455088761623868fa520750ea",2;80214208220164e-05,3;64188161755809e-05,0;769421517902192,4;19250347340362e-05,2;76827534512744e-05,0;94884055350113,0;403,0;94732601299103
"497730fb437098622afc101cebb5c0ad",2;79846508572689e-05,3;48802287008967e-05,0;802306977320635,4;5287922435619e-05,2;62664003842136e-05,0;948886193691001,0;268,0;890725501113586
"8af5ac422879f4ff1a2761b23eead9c4",2;79791377320584e-05,7;38092045641704e-05,0;379073828220613,1;83985746466545e-05,4;25982858652556e-05,0;948931824889511,0;846,1
"094e9fe1b5d8c5cab21be14230f32712",2;79590093302045e-05,5;15311153289007e-05,0;542565577161571,4;95260987550034e-05,1;19752129012984e-05,0;948977423260595,0;05,0;750592233009709
"5eb8fec211f060d0909ef6283502332c",2;79540129941086e-05,6;23985477292636e-05,0;447991403828759,2;64405964302916e-05,3;41399006864991e-05,0;949023013483149,0;773,1
"b97e544021cf006a77f6a71014959a72",2;7952778597186e-05,5;41632174487631e-05,0;516084160318366,3;72996829324754e-05,2;52417011700296e-05,0;949068601692525,0;691,1
"e8bb15ab02b97195e3ad59f7d372f955",2;79426320802339e-05,4;17176084752044e-05,0;669804264950664,2;84267234685577e-05,3;90593541732944e-05,0;949114173353938,0;7,1
"1ed9a209b367fd8ef3ea6a16869fb522",2;79064409670277e-05,4;76015516990688e-05,0;586250657193883,2;7213210605017e-05,3;67319634131844e-05,0;949159685991235,0;826,1
"4b58e09d84cd8cea057472ffa4422748",2;78823283852295e-05,4;64114538485928e-05,0;600763950989113,5;2984220451116e-05,5;37264153247273e-06,0;949205159303303,0;007,0;396466666666667
"0f229a24c9c772d533214801e34cf802",2;78787686452542e-05,4;29070186735648e-05,0;649748444592597,2;38187728292531e-05,4;05296606915051e-05,0;949250626809788,0;338,0;94732601299103
"3de40eaddcd9b06f6462ef9779aba84d",2;78782296764448e-05,6;34344505771949e-05,0;439480903874451,2;99447215196732e-05,2;9941615886531e-05,0;949296093437269,0;468,0;94732601299103
"acbc9dac88e069c54524e4e043c02fe7",2;78769656897058e-05,5;3177315238774e-05,0;52422664748181,3;91027602059422e-05,2;26824416909669e-05,0;949341558003312,0;425,0;94732601299103
"f84102e00a6fd5793943514da976d716",2;78658739817963e-05,7;14482666240984e-05,0;390014695925423,1;28713619356689e-05,4;58299719038542e-05,0;94938700447988,0;678,1
"c1d50ea7388707300f97d61714d7eb5a",2;78499215020776e-05,3;69066830965971e-05,0;754603751011303,3;46256292360326e-05,3;47706358145581e-05,0;949432424939535,0;85,1
"59ed38f2b98ab5f68b8816964b24d9b9",2;78475301943855e-05,3;98461519326594e-05,0;698876273961117,3;04768339162626e-05,4;54796631431696e-05,0;949477841499205,0;928,1
"1b77ca1abc740418cbbe2e3c94c6dda8",2;78155646182824e-05,3;78700806654653e-05,0;734499745696295,3;40820739222232e-05,3;50906636238991e-05,0;949523205926191,0;914,1
"ef80a6dc2ffe7fcc0746a85ebb708696",2;781049923818e-05,4;62465947751255e-05,0;601352367096623,4;54462438673821e-05,1;83120761995215e-05,0;949568562092045,0;177,0;890725501113586
"e4867f4395be3f152222e209838421bb",2;78053726561261e-05,3;8174874356791e-05,0;72836841311515,2;35050094049957e-05,4;35875627231777e-05,0;949613909896951,0;352,0;94732601299103
"32cb5c6d68d8e5c4f474fca4b17ac07c",2;78004466908376e-05,4;42548828177029e-05,0;628189363993002,3;51871596610676e-05,3;030689614716e-05,0;949659249668097,0;786,1
"85a25e419c7b9ceee802574eec1843d0",2;77984067388345e-05,2;61255909727581e-05,1;06402977708028,4;71198992373131e-05,3;367747504781e-05,0;949704586112283,0;261,0;890725501113586
"a82e8a6ad13638f161e9ba8888a32f91",2;77801312117907e-05,4;23674764570177e-05,0;655694734142921,4;45509388704387e-05,1;94468342834479e-05,0;949749892750898,0;17,0;890725501113586
"92e543dd7bdb710948ac4bbca17dd11c",2;7740555060179e-05,6;78646657132502e-05,0;408762863098622,1;9545854448375e-05,4;09751071067676e-05,0;949795134844734,1,1
"c45c75ba111a5ca2145376e5c1992feb",2;77120709928814e-05,3;58014797742797e-05,0;774048200454277,3;82030028727587e-05,3;11117481759224e-05,0;949840330483882,0;706,1
"22be92ccf641c31a8b009003b16d8d9b",2;77099041637978e-05,4;98554031823697e-05,0;555805437224842,2;38738131778961e-05,3;87447951116748e-05,0;949885522589147,0;929,1
"cce72e22edaadc4f3f2a07ca7ed5725a",2;76982866010969e-05,3;22910457421584e-05,0;857769885257531,3;468702208982e-05,3;82933636026172e-05,0;949930695747319,0;958,1
"add30d3de0d1b7c1ca17944b7164872f",2;769525194614e-05,3;45335106704488e-05,0;801981941842927,4;50335528759362e-05,2;4808639958203e-05,0;94997586395627,0;242,0;890725501113586
"06f2fcf31084d777bfffeb2b3e3fc8a3",2;7678758286616e-05,4;09861845203093e-05,0;675319223064073,1;7473456842136e-05,4;57466835103411e-05,0;950021005265698,0;156,0;888632183908046
"1c73b56fd26db33bb45bbf4ab5f8309f",2;76648529746511e-05,5;74930473175027e-05,0;481186061018356,2;94511407815007e-05,3;14206904587116e-05,0;950066123896942,0;921,1
"2069946873c90b797e599822be6a2dae",2;76635344490491e-05,4;40979359921929e-05,0;627320391003031,4;69479771795458e-05,1;42504751907649e-05,0;950111240377801,0;047,0;750592233009709
