"","cnth","unobh","cntd","unobd","fisher_p_both","padj"
"74a169a7502bb0ad432a2c1bd67d84e7",3,27,3,27,1,1
"74a29bc18189e5aad063be2af937ac69",23,7,26,4,0;506177594327247,1
"74b35996cafecf38b7967dd215676e3e",15,15,9,21,0;187187106633885,1
"74b812415f134eb4980bbdfc764466c7",7,23,5,25,0;748049793024105,1
"74bcfbcdc70fce69b8dccd44829d4f65",1,29,0,30,1,1
"74c0aefc4ec8ddfa4ac0af2eb2d53770",17,13,18,12,1,1
"74c3cb887e5cf8ad39124804ac46df6c",0,30,1,29,1,1
"74c99b2bfe1ae344a29ae9a0eef739bc",3,27,1,29,0;611953612845674,1
"74ce9c7e0948c0e64f6b8f395eea9464",6,24,2,28,0;25421433631758,1
"74d58cb782c991f0a3736c1dbd1fa10c",2,28,3,27,1,1
"74d63e2dde8c5e8680a56361e6104dd8",21,9,19,11,0;784652573562777,1
"74ed0f9f5202fb5190b2ea36ce75d0e5",4,26,4,26,1,1
"74f9642a5cc905836ed1ebd2b4b0e3b6",8,22,12,18,0;411756597048106,1
"74fab9a9ad55edbf3f2ebcb11c99c0b1",6,24,3,27,0;471644558965516,1
"7509a2dc01d8e6a8b68cbd310a13ec39",1,29,0,30,1,1
"75162643434ca55e7c592bccd77d0930",0,30,1,29,1,1
"752e849be9a79e8ef6a1800053c308bd",7,23,8,22,1,1
"7542e0ca87a3171739c651f3bf5cb015",9,21,9,21,1,1
"75467ad465339dc27273245ae1945dfd",19,11,21,9,0;784652573562777,1
"7547ba15954982b076ffd28ee45fba56",2,28,2,28,1,1
"754a738aeee8ee53014d8f3c2ab9325b",1,29,2,28,1,1
"75596191fd89c6d8ab02bcad4dffc0ee",4,26,3,27,1,1
"755a54668690013bed3c31a6da713d92",16,14,15,15,1,1
"756e58a22b1b8f7068315b01e870d10b",18,12,14,16,0;43789542152343,1
"7581670f3193bfca802555dc8d44be20",10,20,9,21,1,1
"7590fd37311dfc2ae8a2f969deb688c0",1,29,0,30,1,1
"75a26f1bf9f75a4c2e84ef8321b9b595",1,29,3,27,0;611953612845674,1
"75a3dd3b9a601f4910d7e6350f66f7d5",18,12,14,16,0;43789542152343,1
"75a43d267b2305231d39ab64763af30f",10,20,10,20,1,1
"75a5efc31369bcae602981ba9e4ff909",12,18,11,19,1,1
"75c07e4916890620681a58c00fa9ee7e",4,26,2,28,0;670748519990268,1
"75cf5455c679ae9954c1da6e85a2bbe0",4,26,5,25,1,1
"75e36cf9ef56773934f4e8315fab6cca",10,20,7,23,0;567489732503049,1
"75edb5e540aa19d5eeece34de65a2d73",29,1,29,1,1,1
"75f0b5795844c280e1f72599139254f5",20,10,23,7,0;567489732503049,1
"75f7c9ad3d7609b2a52b9c2499649921",1,29,3,27,0;611953612845674,1
"75f92387c815f70849698926bfdcfc93",18,12,17,13,1,1
"7618b84deb2fc2fd7d162b738ebed141",1,29,0,30,1,1
"76319a782a4042919c337a94880733c7",9,21,9,21,1,1
"7644ff17ed346f2d92bbac9315493d29",12,18,9,21,0;588882185892575,1
"765bcc24f56b76dc7fd8a63f29ae24c4",8,22,4,26,0;333411738115205,1
"76965f362bb1923596fae444c7623ec6",12,18,15,15,0;604208013732714,1
"76985882a156ddf0400ca1b59331d8b9",4,26,6,24,0;730642324178498,1
"7699d2c89fc18d93db0dd02f4b99f322",15,15,16,14,1,1
"76ab6aa58d1fc6f916a2295ea96a04b3",4,26,2,28,0;670748519990268,1
"76abc1303d2a42be3ab05bbe820b1f54",10,20,13,17,0;595909840834582,1
"76bd4bf144186da834faafb2ef355ba3",9,21,6,24,0;552003431365051,1
"76cb8a80d659ef97153a4cac2d651631",3,27,4,26,1,1
"76cd93c2046efde97fe450fb0fb7a1cd",3,27,1,29,0;611953612845674,1
"76d6816e6b501754ad52b0df422853cc",4,26,2,28,0;670748519990268,1
"76e044ded5185883a49dcd6b84b28577",2,28,2,28,1,1
"76e20e2921416dbeaf2fa7f12ea99746",2,28,1,29,1,1
"76e3d015f3cc017a91eac5b5a04c03e4",2,28,3,27,1,1
"76e46308db098f6d55dd81b86cb8e453",13,17,14,16,1,1
"76e53f2d78cdb5c18414d55e4838fa6f",21,9,22,8,1,1
"770229f185388e73e56f99949a4331a4",4,26,1,29,0;353256021409456,1
"770c8f9686a4a2b0adeb38ed1d251a6b",1,29,0,30,1,1
"771672a61f39b888fe9cfac5c22cffb8",10,20,13,17,0;595909840834582,1
"77193eb78f0c57022928b8e93343e189",8,22,12,18,0;411756597048106,1
"771b0d445b04a2b2d206f8b45604f5d3",0,30,1,29,1,1
"7721c0532a1702027f0bbe2877092ee3",16,14,18,12,0;794774525639185,1
"772bc3eccd973db209a28e51c0f016b7",10,20,3,27,0;0574662733320821,1
"772db5a7cde4234cbf87f220d1d0cd65",4,26,4,26,1,1
"7733e0cc5e3dbf6a503312811bd04ac3",6,24,11,19,0;251569189287884,1
"7740a262c4fc146e942a1ab79432db72",18,12,15,15,0;604208013732714,1
"774745b43fa141b138dbfa75482f685c",14,16,14,16,1,1
"77494d9505f37e82350d5cd5e6e330c5",5,25,8,22,0;532092472759053,1
"77572844f67e8bcd1ad492fd2083a3c6",22,8,22,8,1,1
"77866d944d4ec2ecca58854b9d1982a3",8,22,6,24,0;761068496728027,1
"778c9ed47ed8877a057061bb649d9bc2",9,21,7,23,0;771023976031026,1
"779bcf7a3d742d7c20085c60eb3cfc2d",7,23,5,25,0;748049793024105,1
"77a1be56413b28396632ba0e5459d2e2",6,24,7,23,1,1
"77bfa2ad66c32021673d8de9d599b03c",4,26,2,28,0;670748519990268,1
"77c74ead9bf0ef22b73b977038d7d275",7,23,4,26,0;506177594327247,1
"77cafc9ce1f58993b25d87e876af13df",21,9,16,14,0;288179642700918,1
"77cc26c263611d6a7fb17f28957cde98",12,18,13,17,1,1
"77cd0174d4cf6385fca717eec84ffba7",10,20,9,21,1,1
"77e73d34a43c279888c04db2b05aed96",3,27,1,29,0;611953612845674,1
"77f94cfb07fddf148eccc2db4457223d",10,20,9,21,1,1
"7803e147e2f136a8eef773de51902eec",7,23,5,25,0;748049793024105,1
"780889284c4953d948cdb76d73e6dbc8",25,5,24,6,1,1
"780c9907bb21b5146586880209c665e6",0,30,1,29,1,1
"7815430123a306a41cce14aae0f6fc8d",14,16,10,20,0;429569193194763,1
"7823e02b4cbf7e5b66b019974bc6d064",5,25,9,21,0;360360454782322,1
"7824b1b4f25d26be5d6ef3fea78177c5",19,11,16,14,0;600950466520637,1
"78252d0974a6a65c72185c6cfdfe63a2",2,28,1,29,1,1
"782d8e10a4e6624a23b2e972a678ae66",8,22,11,19,0;579559786479708,1
"78353b90fe463776e399dd3b77861232",7,23,8,22,1,1
"7836ca3a88324f71a5de43f73a5cc749",18,12,17,13,1,1
"783a63b9a15443f910399feedceab30c",9,21,9,21,1,1
"783d3f3e326c3624156a23c233b0130f",14,16,13,17,1,1
"78596ea028ae138f6fe45031fbec9a0e",7,23,7,23,1,1
"7859877ffaa2da284fbf3243436e1691",17,13,11,19,0;195356224551557,1
"785ed3cb775ccc17bf5307c2f2f3d4dc",14,16,14,16,1,1
"786b1841a3915a6faedcce4f7b57f0da",25,5,24,6,1,1
"7872ad82ea1fc63cfcc4d9b46a99ee55",1,29,6,24,0;102789716973482,1
"7875d6ee4b295e675e3b064370c5cf10",17,13,12,18,0;301467123226751,1
"78a0787ec3a93744b9cb453aed63b329",11,19,7,23,0;398508976829821,1
"78a166da8c0e2ae904c67c8fedc0afea",1,29,5,25,0;19450977211905,1
"78a95646b3f7cc8247c49302a1f98fa8",4,26,5,25,1,1
"78b1c0fa7bc88969d9e8ab1d86e7fd62",12,18,7,23,0;266835660720814,1
"78b32b3932fec8d701e3e301f8ad789e",4,26,6,24,0;730642324178498,1
"78b7a1d555902d4ed0931aa8cea560a9",13,17,17,13,0;43891101679611,1
"78c81d03954034c639f5d11815ced20b",11,19,9,21,0;784652573562777,1
"78d5bedf1fecab02ab92a4b3ae2a3dc5",15,15,10,20,0;29491247843872,1
"78eb181db9a3ff2aa9b6262725f30692",24,6,27,3,0;471644558965516,1
"7920492890b0675da0ef905b0bd85fa5",14,16,20,10,0;192316886243639,1
"792f2fce572c7ff84ba555cf5d080515",0,30,2,28,0;491525423728814,1
"79351d6dc0481c7c1a5ec3002c5bb30b",3,27,2,28,1,1
"79378cdfb687a2d6f3566d20218e7401",2,28,1,29,1,1
"793d99dd6ecd5e996040cd96083bc88c",16,14,12,18,0;43789542152343,1
"7954eea1f1de4dafd83349d9f93d5b59",1,29,1,29,1,1
"79581fcc542b8b49d9409afa5d80a771",11,19,9,21,0;784652573562777,1
"795bccf375b91f03ea362c00d500c034",4,26,1,29,0;353256021409456,1
"795c0b3717fab82c739af80088a0f636",11,19,10,20,1,1
"795f166367612b421afc5734721073a0",8,22,7,23,1,1
"7971c52f730ea7929be580d6f4c97bae",12,18,13,17,1,1
"7983f8572a7425540e38ef09479e55a9",5,25,5,25,1,1
"798d4ab1490a87bd46fe2056528d4751",11,19,8,22,0;579559786479708,1
"799818039080365999a8235cb8fb3d85",30,0,29,1,1,1
"799a0474c98ba9c241da0158b4c4eb92",29,1,28,2,1,1
"79b1c60bc5c75c026089a4c17c8c69c2",28,2,28,2,1,1
"79b7b8d45c414c04b0394f6642abe05c",6,24,9,21,0;552003431365051,1
"79c7dc6718d50cabc9e9ac454dfed17e",2,28,2,28,1,1
"79d1ebba0a0b7e989ee0500bde589236",1,29,0,30,1,1
"79f2cfffc741f07ad00f1c4b3d1473c6",6,24,8,22,0;761068496728027,1
"7a03dfa901f703d1c7b9b293c1ee4bb3",14,16,11,19,0;600950466520637,1
"7a0d1b44f9904b03fc18bbfb9bbe0f29",4,26,3,27,1,1
"7a1359f335c136b78a2d546e567f47b1",0,30,3,27,0;23728813559322,1
"7a1a8d4a8d9e0809f2187687a6aa1ddf",4,26,5,25,1,1
"7a1bdc86e3995e2e3d52c2940011f279",2,28,3,27,1,1
"7a1e1b603bb85fe09508717b96deca8d",3,27,6,24,0;471644558965516,1
"7a2b37cd3c4d3fcbb31d0b7c4781cc10",12,18,13,17,1,1
"7a2d0ab070a174cf823dfed886330c49",10,20,11,19,1,1
"7a3397fa8705b432ae00bb26376b25dc",29,1,23,7,0;0523148438587821,1
"7a36e01ffbfd96223b6b7192ae5a6b13",30,0,30,0,1,1
"7a4dbf2b6887f5063e918c58e93f9a0c",5,25,4,26,1,1
"7a5f9bea95c96500beaebc97808b1735",15,15,20,10,0;29491247843872,1
"7a6b5883b896ce5af9fe5f6986a32f81",7,23,5,25,0;748049793024105,1
"7a6f374c3cd29a004c96dcb6d528aa32",2,28,1,29,1,1
"7a7020c8dfdc9bf9705a6be7db64262d",1,29,0,30,1,1
"7a8b29f74ff9f6c8f45370a4ceb9596d",10,20,12,18,0;789170351739782,1
"7a998c6ef4ed9c09bbc97027f685599c",7,23,4,26,0;506177594327247,1
"7aa83fc55065b1bc6e10aab41a628d1a",9,21,7,23,0;771023976031026,1
"7aaa2f98c18581382ae488f68947bcf3",1,29,0,30,1,1
"7ab12e2dd430d8fbfe2381ea116ed328",10,20,10,20,1,1
"7aba1934cba67c978e41c8437e9cab9f",15,15,11,19,0;434815558704739,1
"7abbbd9b525bce87a535ca5b8628fceb",14,16,8,22,0;179868806918883,1
"7ac2516b1c09d0f6f0fe040866b6b894",19,11,16,14,0;600950466520637,1
"7ad5ed2521b0b22cc9eada709994bd29",4,26,5,25,1,1
"7ae006da78384dc5a6ae5e5a5bbc9a9e",22,8,20,10,0;778715677094583,1
"7ae9e6c39039dca36b78dcdf337dbf4c",28,2,25,5,0;42380990998297,1
"7af65be79ed4bf0992d5ad5a83fe56e9",8,22,0,30,0;00457506239069197,1
"7af7950d17b5549e5f57f744e7ce3fd5",4,26,6,24,0;730642324178498,1
"7b05ace08f44898d8f510c03a54e7fc9",24,6,23,7,1,1
"7b14b16d16a7e2889a87077cc992fb1e",0,30,1,29,1,1
"7b17029070189baa1db86234d3a6ae4e",9,21,8,22,1,1
"7b17ee7f50182904e35eebdcd250de57",5,25,5,25,1,1
"7b1e7f0fcf6975290a235a3a68aa360c",1,29,0,30,1,1
"7b2064087ed62487117fccdb7ed6611e",2,28,2,28,1,1
"7b488b71b27ab9561a182d6c09dfccb3",20,10,18,12,0;789170351739782,1
"7b4ea12915f5734d00d128c642afc641",3,27,8,22,0;180580403773783,1
"7b5db2c52a55b9d254100acb241498b3",7,23,1,29,0;0523148438587821,1
"7b5e8bc569fb623c479b6d1af479c1ac",23,7,17,13,0;170221703169285,1
"7b60e8d8bb14b52ffc6f9c2ee3d1f808",4,26,3,27,1,1
"7b613554efbd1e785f8043b4b3473730",14,16,22,8,0;0640723959997879,1
"7b6bba3b12bae6e6dbf61d4d9c9c0155",28,2,27,3,1,1
"7b6cfb03c581e9c781c549245cd07694",1,29,1,29,1,1
"7b73f44d1259b8ae00c2348e68181dd9",21,9,25,5,0;360360454782322,1
"7b76ea08a3300e7416f6e51923f0076b",12,18,9,21,0;588882185892575,1
"7b8b7b74cbd8538a336ed7022be76626",1,29,1,29,1,1
"7b8dfda80463b5e8f5c31e5114b71b55",6,24,6,24,1,1
"7b9a66292400015eaa7c58a2509c5ec8",1,29,2,28,1,1
"7bc2df2917778f1a4cf6666685041801",2,28,1,29,1,1
"7bdce14a3afc7b3bd6c377bcb434f626",12,18,11,19,1,1
"7becab4a4a68088bf1c70ebbd2b6e12e",3,27,3,27,1,1
"7becf14916b505312293ec713e47a8db",0,30,1,29,1,1
"7c06f4eaf645fea8de446dde6d4c4fda",1,29,3,27,0;611953612845674,1
"7c0a6175a31ae0a333ba3d718c3a0164",2,28,4,26,0;670748519990268,1
"7c0f4d2545aeb16e1492e61d271b6d3b",0,30,1,29,1,1
"7c1daa3e91892bebcbd7de6b2ebdf799",6,24,3,27,0;471644558965516,1
"7c2a48109e61c88954ec4f9b686312e1",27,3,26,4,1,1
"7c2bc01927b870f4a85f2126df2f66f0",8,22,9,21,1,1
"7c35f706d330a6af1e6af60421c7c0e1",5,25,3,27,0;706469199425287,1
"7c37530cf660e8923a1f4b2137c44ce8",6,24,7,23,1,1
"7c4aca75ca78c6b967020c11e5ad74d2",16,14,15,15,1,1
"7c52f4cefb011ec309572d237426dd46",23,7,28,2,0;145499224993612,1
"7c6b1480e277e8a0ac168e22033d252c",27,3,25,5,0;706469199425287,1
"7c73ab5aee2abedce882398fa738ac3d",10,20,7,23,0;567489732503049,1
"7c77b259321cfb096537cf1b477bb68b",15,15,13,17,0;79610715858958,1
"7c92fcda8dfb7057ce399930cd33bdbe",22,8,20,10,0;778715677094583,1
"7ca212dfdd9b9d4bc9669f68badb8e05",11,19,9,21,0;784652573562777,1
"7ca5b89690c988f6eb4f763c95b6aa99",13,17,9,21,0;421975381019902,1
"7cc1bbae15703a6ae42c5221d8fc8a56",25,5,28,2,0;42380990998297,1
"7cc99401f5ff7d3df20fb19e7a75b169",4,26,2,28,0;670748519990268,1
"7cd0ed458495e8ee334cdced0480346f",7,23,5,25,0;748049793024105,1
"7cd5548e91c12155c1d1466e0caf791e",15,15,13,17,0;79610715858958,1
"7cdf8cc6b077dc238dca7fa4cac51668",18,12,18,12,1,1
"7ce024fe158d8bf1a00a29fa2dd1d9c7",7,23,8,22,1,1
"7ced17c357c277d443cba959c01ef934",2,28,2,28,1,1
"7cfb8c956ffcbd5e1a2e1bb47245f716",20,10,19,11,1,1
"7d01f1def806199b432bd6647e531dd1",11,19,17,13,0;195356224551557,1
"7d12ce0be13a684e9f8b914e62166dd1",3,27,4,26,1,1
"7d1d11afabb0118be7ec02c99ed245f8",22,8,21,9,1,1
"7d1e6eb5a37c8b8fe591d5188402a21a",30,0,29,1,1,1
"7d216d5194445c4165fbc24070f9f1b7",3,27,1,29,0;611953612845674,1
"7d22982007848ea4bd92487efd5431d9",2,28,0,30,0;491525423728814,1
"7d246766bcc24b8507467e661f43e6d7",20,10,18,12,0;789170351739782,1
"7d41eb733585e4fc3e74655fdfb6e450",3,27,3,27,1,1
"7d506b25a270f32707eac0f21b40a496",6,24,1,29,0;102789716973482,1
"7d5de1f8f58ef9e896b00cf8ecda4fc0",10,20,3,27,0;0574662733320821,1
"7d5ffe022e3367c001454e1471cf2b2f",1,29,2,28,1,1
"7d6e08050c9782778a80212a22ea7880",1,29,1,29,1,1
"7d6ec115b0e12bbba566b2a30b652228",5,25,8,22,0;532092472759053,1
"7d72106aa8e650fa59997c0aa12221e7",15,15,13,17,0;79610715858958,1
"7d73a43fb6e275c8b62e5d8f00290237",30,0,30,0,1,1
"7d8673ec23fd21b152510f20c553616f",10,20,7,23,0;567489732503049,1
"7d897bfb0171703342faf2bc991f5c9f",1,29,0,30,1,1
"7d97d03790984ee4d377eefeaefedf31",11,19,12,18,1,1
"7da7046cb66ca80f2944da830583350a",8,22,10,20,0;778715677094583,1
"7dbbad6a8babddb62e5586560c32cf93",25,5,27,3,0;706469199425287,1
"7dc5d0d0e03804e9870dce0232e1afa9",4,26,8,22,0;333411738115205,1
"7dd4572f3c5f1d28d54eaef3ae523515",0,30,1,29,1,1
"7ddd39351dc182cdc061d1515a6f3a98",18,12,23,7,0;266835660720814,1
"7de14fa38f6ef27edb2ee5cdba440f54",0,30,1,29,1,1
"7de317a40dd2edbe0d93b2d915cf7f8c",28,2,27,3,1,1
"7de7f844d3a715cc9e1140b7170aba5e",2,28,2,28,1,1
"7ded02a2669c83d6ef737ef7ee94fd3c",2,28,1,29,1,1
"7e02d0b3c5e858fdc22133d6d3dce083",3,27,3,27,1,1
"7e03aa9593bfbcfeebeb626c983cc85c",5,25,8,22,0;532092472759053,1
"7e041780752fbf4c2f37c13f7041cc87",5,25,3,27,0;706469199425287,1
"7e0b2816b2ef0029bc8cfb4464528ff0",1,29,0,30,1,1
"7e12670a18a228f893f782f178fa499e",17,13,15,15,0;79610715858958,1
"7e21828fe2b37238ddd6f8fdc14e2a84",3,27,5,25,0;706469199425287,1
"7e60c8580336dd50660b310c51c7fa6a",0,30,1,29,1,1
"7e67fe45ecdee16caaeabe59b3b56a3d",9,21,8,22,1,1
"7e6b92fa6d5f0cfcffa9148fd0f24bd9",14,16,15,15,1,1
"7e7cba9eb51224c9ba0c129111c7f36e",9,21,12,18,0;588882185892575,1
"7e81455f150b11f5c82884197cac7d7f",2,28,1,29,1,1
"7e8259d6ee850491e449ac2819c6460f",5,25,1,29,0;19450977211905,1
"7e904736efa16257914f1bde1fb4fedc",15,15,7,23,0;0596015801738957,1
"7e97aa9a729a2f05ec504b17d084a41a",13,17,20,10,0;118764899192019,1
"7e9f521418bb8ef85030aab2de9dcfec",1,29,0,30,1,1
"7e9ff70150f97ffebccb1715671aa791",4,26,7,23,0;506177594327247,1
"7ea9777dfa4b25bdf7060d6dfd25f2aa",11,19,8,22,0;579559786479708,1
"7ebbb773fbb0a5eb988937a2eab3ce4f",0,30,2,28,0;491525423728814,1
"7ebbc21879c2f063ea0f3e9d24ebaed9",1,29,0,30,1,1
"7ec0aa019e29bbb5b7b0032599cf78dd",14,16,15,15,1,1
"7ed797ff9e91b6b75cf8b131695874e5",18,12,16,14,0;794774525639185,1
"7ee68598607fbfe550689e8408e8fe2e",10,20,8,22,0;778715677094583,1
"7ef999a1062f09397103826f84abca7d",28,2,29,1,1,1
"7efe4ad3843955f043eefa80e5fd492f",2,28,1,29,1,1
"7f03f3dee6049dece09606659aefd2ef",7,23,9,21,0;771023976031026,1
"7f28f13dbe1bc1dcb807b95c42b9d0a4",12,18,12,18,1,1
"7f38d1a3ab40e038afca947a93bbf92a",26,4,27,3,1,1
"7f41e438f701ffa29d4b18990dbea02f",1,29,0,30,1,1
"7f5096a957be742c7d169f11c6a7edea",8,22,6,24,0;761068496728027,1
"7f52e573a3f60437ee6c8e8ea9fc3b55",9,21,6,24,0;552003431365051,1
"7f5d1b945eb42f9073ce07511f8807a7",5,25,5,25,1,1
"7f5fd85b74c4074497c2738e2d1a0a57",6,24,6,24,1,1
"7f72c8a36cdd15800455e219218afca2",15,15,12,18,0;604208013732714,1
"7f7fb1d4262f8ac0ec086d26b46ae819",26,4,26,4,1,1
"7f841643b8c54db4b727de647155c5ec",1,29,0,30,1,1
"7f913e2776c4f1b1a861e8165904c1ec",6,24,6,24,1,1
"7f93659a912ea107de0002c0e065c375",16,14,17,13,1,1
"7f99c5e52504f31ff61be2c2d5cdd3b7",7,23,6,24,1,1
"7fa06faa4132f004cc8593a713fbda18",6,24,5,25,1,1
"7fa0ba7e73df8136dfffa2f65ecf7b8e",10,20,16,14,0;192316886243639,1
"7faa9005134c57e49b02ab0613b2c87f",21,9,26,4,0;2092362789628,1
"7faaec9a678ecf16287eed1e8c38f6b2",0,30,1,29,1,1
"7fb6f1246bbd1191b9e8960f870c7a22",3,27,0,30,0;23728813559322,1
"7fe103ed4801f50c9e92154cff24b0d7",1,29,0,30,1,1
"7fe3487b3fbe94a67fe3cdb7935ac936",16,14,13,17,0;605807173273187,1
"7fe6c283225f09981e2376302f1c2737",14,16,10,20,0;429569193194763,1
"7ff7e2fae811a23a222032cea010d59e",0,30,1,29,1,1
"800258772f216436be5e43258bd55ae9",3,27,5,25,0;706469199425287,1
"80088faa2567b2a21e5cbcf4d964b257",17,13,20,10,0;595909840834582,1
"80107e2014b583faec1d046bcb1ca7f5",6,24,6,24,1,1
"8027f1565a7545a7e66d7dcacb18c931",14,16,13,17,1,1
"802ca29e4108424961dee3f7508f9f00",15,15,7,23,0;0596015801738957,1
"804712e159908967823e40a40cf8df72",12,18,8,22,0;411756597048106,1
"8054b6d7d84413b3f2ea12ee49f8a420",13,17,14,16,1,1
"8063046b093b374a2f95892d994a42f5",8,22,5,25,0;532092472759053,1
"806b1af5a0b7e8fc2838a353bfc13428",9,21,5,25,0;360360454782322,1
"8071bc3f8d23d31ac33ed64f2e2fa87e",17,13,11,19,0;195356224551557,1
"807727c0db24db0d86bf834420b34b8a",24,6,20,10,0;38165411884707,1
"80837c53563c6967cc81306e11df9838",7,23,11,19,0;398508976829821,1
"80c69bbe2e5301dbf51c8623ff0b58d0",3,27,3,27,1,1
"80ced9e5ab683fc29ef7995db3f2bd1b",11,19,8,22,0;579559786479708,1
"80d9aa36d453897a9d99e896828f5f79",1,29,0,30,1,1
"80e67b489634e4efa0faa51b57bd2c7f",13,17,6,24,0;0946107798680885,1
"80e690cf429021462ae86d0c3dac0ba9",1,29,1,29,1,1
"80fdbbe91d230a0f722d9498bbed48f8",23,7,22,8,1,1
"80ff64feec7bcaf1718873333f4ec222",7,23,12,18,0;266835660720814,1
"8101bbc3e718554fefb9bbfc380326ab",6,24,7,23,1,1
"810a619d055d553942ef1143ea746de5",7,23,8,22,1,1
"8116c2db5991540bdfa747222a7a4b55",8,22,6,24,0;761068496728027,1
"811931197bb349b3c8f9a95d1395d8cd",6,24,4,26,0;730642324178498,1
"812551f67c497e3ff7d3975b84c7b394",11,19,7,23,0;398508976829821,1
"8134e9e994711e87f9efeca205834c38",4,26,2,28,0;670748519990268,1
"8136c14fdc08f4d453356b61147dd08b",18,12,21,9,0;588882185892575,1
"813c0f139a8f8ee5d73bd937b1250fde",11,19,10,20,1,1
"813fd776af6730fcceef91bb9b641e9a",26,4,24,6,0;730642324178498,1
"81413ec41cab45a601fd7229f6992adb",7,23,7,23,1,1
"81441f2b7a1ab37776f8df8026375702",5,25,6,24,1,1
"8145075dddcffa3fa764c5ba32ed2cff",21,9,18,12,0;588882185892575,1
"815bfaeb5a2b318e56e918230b634263",7,23,7,23,1,1
"8165aff18cd6ab7b931f6ae2d578d23c",3,27,1,29,0;611953612845674,1
"816ae8c6624a6f66d0512a3fe4715a2d",4,26,5,25,1,1
"816e9bacc0fa03fcbbb786c525385885",8,22,8,22,1,1
"817338dbbe02615d3529b0007cdce2aa",14,16,9,21,0;288179642700918,1
"818262cb4781a84f37067fadfd5ab0e4",27,3,27,3,1,1
"818890e796482048dc37d5936c477083",12,18,9,21,0;588882185892575,1
"819e8445102bca158be31f56ffaa7075",5,25,2,28,0;42380990998297,1
"81a715093540c401e967f3277e3e9ff2",23,7,24,6,1,1
"81aaabded64d4e3c3b7a1919c6dbb1ca",1,29,2,28,1,1
"81ac16fcca275db307b2999583b4e6b9",3,27,3,27,1,1
"81b4daa3b1f533a298826a60a105f060",6,24,5,25,1,1
"81bb7e37b43d1cfdeb758ad5f46d39b2",1,29,1,29,1,1
"81db58da65eb08c51edf1994d884c7e9",1,29,1,29,1,1
"81e7ec99dbb9a2dc7248f751b048de18",14,16,11,19,0;600950466520637,1
"81eb4c04a9694c9febecf4cc0bdab309",12,18,9,21,0;588882185892575,1
"81ed0b30077019f8d747385b91f2675a",5,25,7,23,0;748049793024105,1
"81f67787290de5be54d0547b81e7bc89",28,2,27,3,1,1
"81fe0a9ff83ffada05f9103b08d07dd7",2,28,2,28,1,1
"82013ba6ec27c1a656ecdd7ae52f0a16",1,29,1,29,1,1
"820a09eeca142ea5519ebc12880a181e",7,23,7,23,1,1
"821a9d9a47b4cf83ce1b6a931d6cf80c",6,24,7,23,1,1
"822399fb7f9a890bf412b618f95c814f",5,25,4,26,1,1
"825b31824070ac279ba4792a7b5bf57c",7,23,10,20,0;567489732503049,1
"8267df19faa419dc40ecd146ebf96af7",9,21,8,22,1,1
"826cf3d5b79f983b605ec09583bf96db",4,26,2,28,0;670748519990268,1
"826f108cf1efff097da5a053e26c27cf",2,28,2,28,1,1
"8287cb654d570010517a5e43e9bda7f4",4,26,4,26,1,1
"828bafbff474b204d7876d578a40a040",26,4,23,7,0;506177594327247,1
"8295d50d1de08683f788c6fc57d467d2",10,20,8,22,0;778715677094583,1
"82a09eb8928e2c7def9ba2a7c3302efc",18,12,15,15,0;604208013732714,1
"82a5dace723827acedfa55e521ee05ee",8,22,10,20,0;778715677094583,1
"82cf5361942d7a31be6318319ab37cc2",18,12,15,15,0;604208013732714,1
"82e8f3cc6d28ea60458cf053864edab0",6,24,3,27,0;471644558965516,1
"83078edef29bddc2346ad2d7b136ab04",10,20,5,25,0;232598470393837,1
"8307d0bb9739747e962227d2fec9b6c1",14,16,16,14,0;796545637818419,1
"83103a0371a58f1494da0cfc70a031f3",3,27,3,27,1,1
"832397ce19b843fabda554d2b798f8c3",10,20,4,26,0;125278403507509,1
"83264332d2375fe55b37232f12d9d908",1,29,2,28,1,1
"832a2524b48db66e0b03f8270948d018",12,18,5,25,0;0840355678859036,1
"832ffd3bf2aa5dbc7b562dff8edfd104",4,26,9,21,0;2092362789628,1
"833e85aa078f656056e61119a61199cd",6,24,12,18,0;158062051761198,1
"8343d43915f32c4108f1c1f2a8926f9b",8,22,9,21,1,1
"83444819c6a49c0aa5e16c302ce019c7",17,13,22,8,0;278912405414754,1
"834dd8dd0ef4ab1cca8111043ad5dbb0",1,29,1,29,1,1
"835540a7ad121ca505a0f177722eb244",18,12,14,16,0;43789542152343,1
"83572936fe3446a5368a3c7eff1993c1",2,28,0,30,0;491525423728814,1
"8359ced8347ef48636548cc9f2228500",10,20,4,26,0;125278403507509,1
"83657faa7edf33077e9f6764bc34e78a",9,21,9,21,1,1
"837d60a0642ffef847ffcdb3d05ce3da",12,18,14,16,0;794774525639185,1
"83845a3f1b9d19dbc01cc4696527c6ac",1,29,1,29,1,1
"83966a25e0853794b09cc81fbce49834",4,26,1,29,0;353256021409456,1
"839749a2ae38c48e12806540071e6ae1",5,25,4,26,1,1
"839c61611c92c30110a8f5a5c1cb2dfb",23,7,20,10,0;567489732503049,1
"839f10876c15c49c8e9da4c8cac1f398",2,28,0,30,0;491525423728814,1
"83aad81a857c9847cb9ee8244218acf9",2,28,4,26,0;670748519990268,1
"83ac6cdf00d2f2305ac0529bdbe2c4ba",17,13,12,18,0;301467123226751,1
